# ---------------------------------- Disclaimer -----------------------------------------
# The reservoir data contained in this file are best estimates generated by the Texas    
# Water Development Board(TWDB) using data collected by various data providers as well   
# as by TWDB. For a detailed explaination of the methodology used please visit:          
#                                                                                        
#     http://waterdatafortexas.org/reservoirs/methodology                                
#                                                                                        
# TWDB makes no warranties(including no warranties as to merchantability or fitness)     
# either expressed or implied with respect to the data or its fitness for any specific   
# application.                                                                           
# ---------------------------------------------------------------------------------------
# 
# Definitions:
#     reservoir_storage = actual storage at measured lake elevation
#     dead_pool_capacity = storage at dead pool elevation
#     conservation_capacity = storage at conservation pool elevation - dead pool capacity
#     conservation_storage = reservoir storage - dead pool capacity (note: conservation storage is capped at conservation capacity)
#     percent_full = 100 * conservation storage/conservation capacity
# 
#     for more detailed explanations see http://waterdatafortexas.org/reservoirs/glossary
# 
# Estimated daily average data for Lake Nocona (Farmer's Creek)
#     generated: 2019-05-01T23:08:53.808340 UTC
#     url: https://www.waterdatafortexas.org/reservoirs/individual/nocona-1year.csv
# 
# Footnote:
#     
# 
#             The elevation-storage rating curve used to produce the storage
#             hydrograph is made of two segments: (1) the segment up to the
#             conservation pool top (below the red line) is based on measured data,
#              and (2) the segment in the flood pool (above the red line) is an
#             extrapolation from the first segment and shouldn't be relied upon for
#             flood storage information.
#         
# 
# Data from 2018-05-01 00:00:00 to 2019-05-01 22:00:00 is marked as provisional by the USGS.
# 
# Elevation-Area-Capacity rating curve(s) used:
#     https://127.0.0.1/reservoirs/individual/nocona/rating-curve/USGS/1960-01-01
#     https://127.0.0.1/reservoirs/individual/nocona/rating-curve/TWDB/2001-07-01
# 
# Conservation pool elevation(s) used:
#     prior to 1997-01-01: 827.0 feet above NGVD29
#     after 1997-01-01: 827.5 feet above NGVD29
# 
# Dead pool elevation(s) used:
#     prior to 1997-01-01: 795.0 feet above NGVD29
#     after 1997-01-01: 795.0 feet above NGVD29
# 
# Units:
#     date: YYYY-MM-DD
#     water_level: feet above NGVD29
#     surface_area: acres
#     storages: acre-feet
# 
# 
date,water_level,surface_area,reservoir_storage,conservation_storage,percent_full,conservation_capacity,dead_pool_capacity
2018-05-01,827.52,,21776,21444,100.0,21444,304
2018-05-02,827.52,,21776,21444,100.0,21444,304
2018-05-03,827.64,,21937,21444,100.0,21444,304
2018-05-04,827.76,,22099,21444,100.0,21444,304
2018-05-05,827.86,,22234,21444,100.0,21444,304
2018-05-06,827.89,,22274,21444,100.0,21444,304
2018-05-07,827.88,,22261,21444,100.0,21444,304
2018-05-08,827.84,,22207,21444,100.0,21444,304
2018-05-09,827.80,,22153,21444,100.0,21444,304
2018-05-10,827.77,,22112,21444,100.0,21444,304
2018-05-11,827.73,,22058,21444,100.0,21444,304
2018-05-12,827.70,,22018,21444,100.0,21444,304
2018-05-13,827.68,,21991,21444,100.0,21444,304
2018-05-14,827.66,,21964,21444,100.0,21444,304
2018-05-15,827.66,,21964,21444,100.0,21444,304
2018-05-16,827.75,,22085,21444,100.0,21444,304
2018-05-17,827.75,,22085,21444,100.0,21444,304
2018-05-18,827.72,,22045,21444,100.0,21444,304
2018-05-19,827.70,,22018,21444,100.0,21444,304
2018-05-20,827.70,,22018,21444,100.0,21444,304
2018-05-21,827.69,,22004,21444,100.0,21444,304
2018-05-22,827.67,,21977,21444,100.0,21444,304
2018-05-23,827.65,,21950,21444,100.0,21444,304
2018-05-24,827.63,,21923,21444,100.0,21444,304
2018-05-25,827.62,,21910,21444,100.0,21444,304
2018-05-26,827.60,,21883,21444,100.0,21444,304
2018-05-27,827.58,,21856,21444,100.0,21444,304
2018-05-28,827.56,,21829,21444,100.0,21444,304
2018-05-29,827.54,,21802,21444,100.0,21444,304
2018-05-30,827.51,,21762,21444,100.0,21444,304
2018-05-31,827.48,1357.28,21722,21418,99.9,21444,304
2018-06-01,827.46,1352.29,21695,21391,99.8,21444,304
2018-06-02,827.44,1347.30,21668,21364,99.6,21444,304
2018-06-03,827.40,1337.32,21615,21311,99.4,21444,304
2018-06-04,827.37,1336.24,21575,21271,99.2,21444,304
2018-06-05,827.35,1335.52,21548,21244,99.1,21444,304
2018-06-06,827.33,1334.80,21521,21217,98.9,21444,304
2018-06-07,827.31,1334.07,21495,21191,98.8,21444,304
