# ---------------------------------- Disclaimer -----------------------------------------
# The reservoir data contained in this file are best estimates generated by the Texas    
# Water Development Board(TWDB) using data collected by various data providers as well   
# as by TWDB. For a detailed explaination of the methodology used please visit:          
#                                                                                        
#     http://waterdatafortexas.org/reservoirs/methodology                                
#                                                                                        
# TWDB makes no warranties(including no warranties as to merchantability or fitness)     
# either expressed or implied with respect to the data or its fitness for any specific   
# application.                                                                           
# ---------------------------------------------------------------------------------------
# 
# Definitions:
#     reservoir_storage = actual storage at measured lake elevation
#     dead_pool_capacity = storage at dead pool elevation
#     conservation_capacity = storage at conservation pool elevation - dead pool capacity
#     conservation_storage = reservoir storage - dead pool capacity (note: conservation storage is capped at conservation capacity)
#     percent_full = 100 * conservation storage/conservation capacity
# 
#     for more detailed explanations see http://waterdatafortexas.org/reservoirs/glossary
# 
# Estimated daily average data for Somerville Lake
#     generated: 2021-07-03T19:48:37.018013 UTC
#     url: https://www.waterdatafortexas.org/reservoirs/individual/somerville-1year.csv
# 
# Footnote:
#     
# 
#             The elevation-storage rating curve used to produce the storage
#             hydrograph is made of two segments: (1) the segment up to the
#             conservation pool top (below the red line) is based on measured data,
#              and (2) the segment in the flood pool (above the red line) is an
#             extrapolation from the first segment and shouldn't be relied upon for
#             flood storage information.
#         
# 
# Data from 2021-04-21 05:00:00 to 2021-07-03 19:00:00 is marked as provisional by the USGS.
# 
# Elevation-Area-Capacity rating curve(s) used:
#     https://127.0.0.1/reservoirs/individual/somerville/rating-curve/USGS/1967-01-01
#     https://127.0.0.1/reservoirs/individual/somerville/rating-curve/TWDB/2003-07-01
#     https://127.0.0.1/reservoirs/individual/somerville/rating-curve/TWDB/2012-04-01
# 
# Conservation pool elevation(s) used: 238.0 feet above NGVD29
# 
# Dead pool elevation(s) used: 206.0 feet above NGVD29
# 
# Units:
#     date: YYYY-MM-DD
#     water_level: feet above NGVD29
#     surface_area: acres
#     storages: acre-feet
# 
# 
date,water_level,surface_area,reservoir_storage,conservation_storage,percent_full,conservation_capacity,dead_pool_capacity
2020-07-03,237.83,11178.54,148384,148384,98.7,150293,0
2020-07-04,237.81,11166.76,148160,148160,98.6,150293,0
2020-07-05,237.79,11155.50,147937,147937,98.4,150293,0
2020-07-06,237.78,11150.13,147826,147826,98.4,150293,0
2020-07-07,237.75,11134.02,147492,147492,98.1,150293,0
2020-07-08,237.72,11117.91,147158,147158,97.9,150293,0
2020-07-09,237.69,11102.14,146824,146824,97.7,150293,0
2020-07-10,237.66,11087.06,146492,146492,97.5,150293,0
2020-07-11,237.64,11077.01,146270,146270,97.3,150293,0
2020-07-12,237.62,11066.96,146048,146048,97.2,150293,0
2020-07-13,237.59,11052.09,145716,145716,97.0,150293,0
2020-07-14,237.56,11037.61,145385,145385,96.7,150293,0
2020-07-15,237.53,11023.14,145054,145054,96.5,150293,0
2020-07-16,237.50,11008.66,144723,144723,96.3,150293,0
2020-07-17,237.47,10994.76,144394,144394,96.1,150293,0
2020-07-18,237.45,10985.49,144174,144174,95.9,150293,0
2020-07-19,237.43,10976.22,143954,143954,95.8,150293,0
2020-07-20,237.39,10957.85,143515,143515,95.5,150293,0
2020-07-21,237.36,10944.44,143187,143187,95.3,150293,0
2020-07-22,237.35,10939.97,143078,143078,95.2,150293,0
2020-07-23,237.33,10931.04,142859,142859,95.1,150293,0
2020-07-24,237.30,10917.63,142531,142531,94.8,150293,0
2020-07-25,237.28,10908.99,142313,142313,94.7,150293,0
2020-07-26,237.33,10931.04,142859,142859,95.1,150293,0
2020-07-27,237.37,10948.91,143297,143297,95.3,150293,0
2020-07-28,237.36,10944.44,143187,143187,95.3,150293,0
2020-07-29,237.34,10935.50,142969,142969,95.1,150293,0
2020-07-30,237.28,10908.99,142313,142313,94.7,150293,0
2020-07-31,237.20,10874.41,141441,141441,94.1,150293,0
2020-08-01,237.14,10849.23,140790,140790,93.7,150293,0
2020-08-02,237.12,10840.84,140573,140573,93.5,150293,0
2020-08-03,237.11,10836.65,140465,140465,93.5,150293,0
2020-08-04,237.10,10832.45,140356,140356,93.4,150293,0
2020-08-05,237.08,10823.87,140140,140140,93.2,150293,0
2020-08-06,237.05,10811.00,139815,139815,93.0,150293,0
2020-08-07,237.04,10806.71,139707,139707,93.0,150293,0
2020-08-08,237.01,10793.85,139383,139383,92.7,150293,0
2020-08-09,236.99,10785.43,139167,139167,92.6,150293,0
2020-08-10,236.96,10773.06,138844,138844,92.4,150293,0
2020-08-11,236.94,10764.82,138629,138629,92.2,150293,0
2020-08-12,236.92,10756.57,138413,138413,92.1,150293,0
2020-08-13,236.90,10748.32,138198,138198,92.0,150293,0
2020-08-14,236.87,10736.42,137876,137876,91.7,150293,0
2020-08-15,236.84,10724.51,137554,137554,91.5,150293,0
2020-08-16,236.82,10716.57,137340,137340,91.4,150293,0
2020-08-17,236.78,10700.98,136911,136911,91.1,150293,0
2020-08-18,236.76,10693.33,136698,136698,91.0,150293,0
2020-08-19,236.73,10681.86,136377,136377,90.7,150293,0
2020-08-20,236.70,10670.38,136056,136056,90.5,150293,0
2020-08-21,236.67,10659.49,135737,135737,90.3,150293,0
2020-08-22,236.67,10659.49,135737,135737,90.3,150293,0
2020-08-23,236.64,10648.59,135417,135417,90.1,150293,0
2020-08-24,236.63,10644.96,135311,135311,90.0,150293,0
2020-08-25,236.60,10634.07,134991,134991,89.8,150293,0
2020-08-26,236.58,10627.19,134779,134779,89.7,150293,0
2020-08-27,236.57,10623.76,134673,134673,89.6,150293,0
2020-08-28,236.49,10596.41,133824,133824,89.0,150293,0
2020-08-29,236.39,10563.56,132765,132765,88.3,150293,0
2020-08-30,236.30,10534.86,131816,131816,87.7,150293,0
