swe,temp_avg,year,month,day,state,elevation,station_id,avg,avg_anomaly,median,median_anomaly,found
1.9,22,2000,01,01,WY,8,616,22.8,-20.9,23.5,-21.6,0
1.9,14,2000,01,02,WY,8,616,26.5,-24.6,29.0,-27.1,0
1.9,10,2000,01,03,WY,8,616,25.7,-23.8,29.0,-27.1,0
1.9,24,2000,01,04,WY,8,616,24.5,-22.6,25.5,-23.6,0
1.9,15,2000,01,05,WY,8,616,23.3,-21.4,26.5,-24.6,0
1.9,21,2000,01,06,WY,8,616,25.0,-23.1,26.0,-24.1,0
1.9,25,2000,01,07,WY,8,616,27.1,-25.2,27.5,-25.6,0
1.9,21,2000,01,08,WY,8,616,27.7,-25.8,26.5,-24.6,0
1.9,19,2000,01,09,WY,8,616,26.4,-24.5,25.5,-23.6,0
1.9,15,2000,01,10,WY,8,616,25.4,-23.5,27.0,-25.1,0
2.0,25,2000,01,11,WY,8,616,22.9,-20.9,25.5,-23.5,0
2.7,14,2000,01,12,WY,8,616,22.6,-19.9,24.0,-21.3,0
2.7,23,2000,01,13,WY,8,616,24.5,-21.8,27.0,-24.3,0
2.9,33,2000,01,14,WY,8,616,25.4,-22.5,29.5,-26.6,0
2.9,31,2000,01,15,WY,8,616,24.7,-21.8,26.0,-23.1,0
2.9,32,2000,01,16,WY,8,616,24.7,-21.8,28.0,-25.1,0
3.1,28,2000,01,17,WY,8,616,27.1,-24.0,28.5,-25.4,0
3.1,30,2000,01,18,WY,8,616,27.7,-24.6,28.5,-25.4,0
3.2,25,2000,01,19,WY,8,616,28.2,-25.0,28.5,-25.3,0
3.2,30,2000,01,20,WY,8,616,25.8,-22.6,24.5,-21.3,0
3.2,24,2000,01,21,WY,8,616,25.2,-22.0,24.5,-21.3,0
3.2,18,2000,01,22,WY,8,616,25.6,-22.4,23.5,-20.3,0
3.2,22,2000,01,23,WY,8,616,26.5,-23.3,25.5,-22.3,0
3.2,25,2000,01,24,WY,8,616,27.8,-24.6,26.0,-22.8,0
3.2,29,2000,01,25,WY,8,616,26.4,-23.2,28.5,-25.3,0
3.2,22,2000,01,26,WY,8,616,25.1,-21.9,27.5,-24.3,0
3.2,15,2000,01,27,WY,8,616,24.6,-21.4,22.0,-18.8,0
3.2,13,2000,01,28,WY,8,616,24.0,-20.8,25.0,-21.8,0
