#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1148: Panguitch Lake RS, UT
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Panguitch Lake Rs (1148) 
# Utah  SNOTEL Site - 8350 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: May 1, 2019 4:30:46 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2014-10-01,0.0,0.0,48,30,40,0.00
2014-10-02,0.0,0.0,61,27,42,0.00
2014-10-03,0.0,0.0,65,32,48,0.00
2014-10-04,0.0,0.0,65,36,50,0.00
2014-10-05,0.0,0.0,64,38,50,0.00
2014-10-06,0.0,0.0,68,35,50,0.10
2014-10-07,0.0,0.1,64,37,50,0.00
2014-10-08,0.0,0.1,61,43,52,0.00
2014-10-09,0.0,0.1,63,36,49,0.00
2014-10-10,0.0,0.1,64,38,51,0.00
2014-10-11,0.0,0.1,63,38,51,0.00
2014-10-12,0.0,0.1,55,33,44,0.00
2014-10-13,0.0,0.1,60,28,42,0.00
2014-10-14,0.0,0.1,64,32,48,0.00
2014-10-15,0.0,0.1,62,40,53,0.00
2014-10-16,0.0,0.1,64,34,47,0.00
2014-10-17,0.0,0.1,61,33,47,0.00
2014-10-18,0.0,0.1,60,36,47,0.00
2014-10-19,0.0,0.1,61,35,48,0.00
2014-10-20,0.0,0.1,60,35,47,0.00
2014-10-21,0.0,0.1,60,37,49,0.00
2014-10-22,0.0,0.1,59,33,46,0.00
2014-10-23,0.0,0.1,65,33,48,0.00
2014-10-24,0.0,0.1,67,39,52,0.00
2014-10-25,0.0,0.1,61,37,51,0.00
2014-10-26,0.0,0.1,59,35,48,0.00
2014-10-27,0.0,0.1,50,28,38,0.00
2014-10-28,0.0,0.1,59,28,41,0.00
2014-10-29,0.0,0.1,63,30,44,0.00
2014-10-30,0.0,0.1,61,31,46,0.00
2014-10-31,0.0,0.1,59,42,51,0.00
2014-11-01,0.0,0.1,49,35,43,0.10
2014-11-02,0.0,0.2,38,27,32,0.10
2014-11-03,0.0,0.3,34,20,27,0.10
2014-11-04,0.0,0.4,49,16,33,0.00
2014-11-05,0.0,0.4,54,29,40,0.00
2014-11-06,0.0,0.4,60,29,42,0.00
2014-11-07,0.0,0.4,61,30,45,0.00
2014-11-08,0.0,0.4,59,30,43,0.00
2014-11-09,0.0,0.4,61,32,45,0.00
2014-11-10,0.0,0.4,55,29,44,0.00
2014-11-11,0.0,0.4,54,32,44,0.00
2014-11-12,0.0,0.4,50,30,39,0.00
2014-11-13,0.0,0.4,53,29,39,0.00
2014-11-14,0.0,0.4,46,34,38,0.10
2014-11-15,0.0,0.5,44,14,34,0.00
2014-11-16,0.0,0.5,29,6,17,0.00
2014-11-17,0.0,0.5,39,13,26,0.00
2014-11-18,0.0,0.5,46,17,30,0.00
2014-11-19,0.0,0.5,50,20,34,0.00
2014-11-20,0.0,0.5,49,26,35,0.10
2014-11-21,0.0,0.6,46,23,33,0.00
2014-11-22,0.0,0.6,52,23,37,0.10
2014-11-23,0.2,0.7,30,22,25,0.00
2014-11-24,0.0,0.7,33,17,25,0.00
2014-11-25,0.0,0.7,45,17,36,0.20
2014-11-26,0.5,0.9,52,27,38,0.00
2014-11-27,0.2,0.9,60,29,42,0.00
2014-11-28,0.0,0.9,57,31,43,0.00
2014-11-29,0.0,0.9,51,33,42,0.00
2014-11-30,0.0,0.9,47,26,38,0.00
2014-12-01,0.0,0.9,48,21,33,0.00
2014-12-02,0.0,0.9,47,25,35,0.20
2014-12-03,0.3,1.1,47,33,38,0.10
2014-12-04,0.4,1.2,47,30,36,0.00
2014-12-05,0.2,1.2,44,25,35,0.00
2014-12-06,0.0,1.2,45,28,36,0.00
