#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1101: Chapman Tunnel, CO
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Chapman Tunnel (1101) 
# Colorado  SNOTEL Site - 10110 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: May 1, 2019 4:12:51 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2007-09-07,,,67,36,48,
2007-09-08,,,66,37,49,
2007-09-09,,,65,38,49,
2007-09-10,,,61,33,45,
2007-09-11,,,64,31,47,
2007-09-12,,,63,36,48,
2007-09-13,,,67,36,49,
2007-09-14,,,65,40,52,
2007-09-15,,,62,42,49,
2007-09-16,,,62,41,46,
2007-09-17,,,48,32,40,
2007-09-18,,,57,32,41,
2007-09-19,,,64,32,45,
2007-09-20,,,64,37,48,
2007-09-21,,,63,35,47,
2007-09-22,,,65,37,50,
2007-09-23,,,54,34,44,
2007-09-24,,,46,30,36,
2007-09-25,,,54,25,36,
2007-09-26,,,55,27,38,
2007-09-27,,,62,28,42,
2007-09-28,,,56,34,44,
2007-09-29,,,54,,43,
2007-09-30,,,49,20,33,
2007-10-01,0.0,0.0,58,30,42,0.40
2007-10-02,0.0,0.4,49,29,36,0.20
2007-10-03,0.0,0.6,58,28,39,0.00
2007-10-04,0.0,0.6,60,31,45,0.10
2007-10-05,0.0,0.7,58,36,48,0.00
2007-10-06,0.0,0.7,56,22,41,0.10
2007-10-07,0.0,0.8,38,18,27,0.00
2007-10-08,0.0,0.8,56,20,34,0.10
2007-10-09,0.0,0.9,61,29,41,0.00
2007-10-10,0.0,0.9,61,34,44,0.00
2007-10-11,0.0,0.9,63,33,44,0.00
2007-10-12,0.0,0.9,62,31,43,0.00
2007-10-13,0.0,0.9,49,32,37,0.20
2007-10-14,0.2,1.1,37,31,33,0.50
2007-10-15,0.5,1.6,42,24,31,0.10
2007-10-16,0.5,1.7,45,23,33,0.20
2007-10-17,0.7,1.9,36,21,28,0.90
2007-10-18,1.4,2.8,31,21,24,0.10
2007-10-19,1.4,2.9,47,26,34,0.00
2007-10-20,1.4,2.9,51,23,36,0.30
2007-10-21,1.5,3.2,27,9,20,0.30
2007-10-22,1.7,3.5,34,9,20,0.10
2007-10-23,1.7,3.6,47,17,30,0.00
2007-10-24,1.6,3.6,54,23,34,0.00
2007-10-25,1.6,3.6,56,24,36,0.00
2007-10-26,1.6,3.6,57,27,36,0.10
2007-10-27,1.6,3.7,54,27,37,0.00
2007-10-28,1.6,3.7,53,27,36,0.00
2007-10-29,1.6,3.7,54,28,37,0.00
2007-10-30,1.6,3.7,49,31,38,0.10
2007-10-31,1.6,3.8,42,24,32,0.00
2007-11-01,1.6,3.8,47,21,31,0.00
2007-11-02,1.6,3.8,47,20,31,0.00
2007-11-03,1.6,3.8,49,19,30,0.00
2007-11-04,1.6,3.8,51,22,33,0.00
