#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1116: Lakefork #3, UT
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Lakefork #3 (1116) 
# Utah  SNOTEL Site - 8464 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: May 1, 2019 4:30:37 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2009-10-01,0.0,0.0,,,32,0.00
2009-10-02,0.0,0.0,,,34,0.00
2009-10-03,0.0,0.0,,,40,0.00
2009-10-04,0.0,0.0,,,37,0.40
2009-10-05,0.0,0.4,,,30,0.00
2009-10-06,0.0,0.4,,,30,0.00
2009-10-07,0.0,0.4,,,38,0.00
2009-10-08,0.0,0.4,,,35,0.00
2009-10-09,0.0,0.4,,,38,0.00
2009-10-10,0.0,0.4,,,37,0.00
2009-10-11,0.0,0.4,,,41,0.00
2009-10-12,0.0,0.4,,,42,0.00
2009-10-13,0.0,0.4,,,43,0.10
2009-10-14,0.0,0.5,,,42,0.10
2009-10-15,0.0,0.6,,,43,0.00
2009-10-16,0.0,0.6,,,41,0.00
2009-10-17,0.0,0.6,,,44,0.00
2009-10-18,0.0,0.6,,,48,0.00
2009-10-19,0.0,0.6,,,48,0.00
2009-10-20,0.0,0.6,,,41,0.00
2009-10-21,0.0,0.6,,,36,0.00
2009-10-22,0.0,0.6,,,37,0.00
2009-10-23,0.0,0.6,,,38,0.00
2009-10-24,0.0,0.6,,,38,0.00
2009-10-25,0.0,0.6,,,32,0.00
2009-10-26,0.0,0.6,,,31,0.00
2009-10-27,0.0,0.6,,,28,0.00
2009-10-28,0.0,0.6,,,25,0.00
2009-10-29,0.0,0.6,,,21,0.00
2009-10-30,0.0,0.6,,,32,0.00
2009-10-31,0.0,0.6,,,34,0.00
2009-11-01,0.0,0.6,,,38,0.00
2009-11-02,0.0,0.6,,,39,0.00
2009-11-03,0.0,0.6,,,40,0.00
2009-11-04,0.0,0.6,,,41,0.00
2009-11-05,0.0,0.6,,,42,0.00
2009-11-06,0.0,0.6,,,42,0.00
2009-11-07,0.0,0.6,,,41,0.00
2009-11-08,0.0,0.6,,,35,0.00
2009-11-09,0.0,0.6,,,35,0.00
2009-11-10,0.0,0.6,,,37,0.00
2009-11-11,0.0,0.6,,,39,0.00
2009-11-12,0.0,0.6,,,39,0.00
2009-11-13,0.0,0.6,,,28,0.10
2009-11-14,0.0,0.7,,,19,0.00
2009-11-15,0.0,0.7,,,19,0.00
2009-11-16,0.0,0.7,,,23,0.00
2009-11-17,0.0,0.7,,,29,0.00
2009-11-18,0.0,0.7,,,30,0.00
2009-11-19,0.0,0.7,,,30,0.00
2009-11-20,0.0,0.7,,,30,0.00
2009-11-21,0.0,0.7,,,28,0.10
2009-11-22,0.0,0.8,,,24,0.10
2009-11-23,0.0,0.9,,,18,0.00
2009-11-24,0.0,0.9,,,22,0.00
