#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1060: Sharkstooth, CO
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Sharkstooth (1060) 
# Colorado  SNOTEL Site - 10720 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: May 1, 2019 4:12:46 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2004-10-15,0.0,0.0,52,33,43,0.00
2004-10-16,0.0,0.0,52,39,44,0.00
2004-10-17,0.0,0.0,44,32,37,0.00
2004-10-18,0.0,0.0,34,31,32,0.30
2004-10-19,0.6,0.3,36,31,33,0.10
2004-10-20,0.6,0.4,43,33,38,0.20
2004-10-21,0.6,0.6,44,29,38,0.00
2004-10-22,0.6,0.6,30,18,25,0.70
2004-10-23,1.0,1.3,42,18,31,0.00
2004-10-24,1.0,1.3,40,29,34,0.00
2004-10-25,1.0,1.3,35,31,34,0.00
2004-10-26,1.2,1.3,41,32,36,0.20
2004-10-27,1.4,1.5,41,34,37,0.30
2004-10-28,1.7,1.8,36,23,31,0.80
2004-10-29,2.5,2.6,30,19,23,0.10
2004-10-30,2.5,2.7,37,20,27,0.10
2004-10-31,2.4,2.8,30,12,22,0.20
2004-11-01,2.6,3.0,29,12,19,0.00
2004-11-02,2.6,3.0,38,16,28,0.20
2004-11-03,2.6,3.2,46,31,36,0.10
2004-11-04,2.6,3.3,49,32,39,0.00
2004-11-05,2.6,3.3,50,32,40,0.10
2004-11-06,2.6,3.4,51,35,41,0.10
2004-11-07,2.7,3.5,54,34,42,0.20
2004-11-08,2.8,3.7,46,34,39,0.10
2004-11-09,3.1,3.8,34,22,27,0.50
2004-11-10,3.4,4.3,43,21,32,0.30
2004-11-11,3.6,4.6,38,28,31,0.00
2004-11-12,3.5,4.6,32,26,28,0.40
2004-11-13,3.6,5.0,31,18,26,0.50
2004-11-14,3.7,5.5,37,17,26,0.20
2004-11-15,3.7,5.7,38,26,32,0.20
2004-11-16,3.8,5.9,42,29,35,0.10
2004-11-17,3.8,6.0,47,31,36,0.00
2004-11-18,3.8,6.0,44,27,33,0.00
2004-11-19,3.8,6.0,39,22,29,0.00
2004-11-20,3.7,6.0,28,24,26,0.70
2004-11-21,4.4,6.7,27,23,25,0.70
2004-11-22,5.0,7.4,33,22,27,0.00
2004-11-23,5.0,7.4,35,17,24,0.00
2004-11-24,4.8,7.4,32,16,23,0.00
2004-11-25,4.9,7.4,37,22,29,0.10
2004-11-26,5.0,7.5,26,11,21,0.10
2004-11-27,5.2,7.6,26,11,22,0.60
2004-11-28,5.7,8.2,24,2,15,0.60
2004-11-29,6.4,8.8,17,0,6,0.00
2004-11-30,6.4,8.8,24,2,13,0.10
2004-12-01,6.4,8.9,26,6,15,0.00
2004-12-02,6.3,8.9,31,9,18,0.10
2004-12-03,6.4,9.0,35,13,25,0.10
2004-12-04,6.4,9.1,39,20,28,0.10
