#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1166: Bear Grass, OR
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Bear Grass (1166) 
# Oregon  SNOTEL Site - 4720 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: May 1, 2019 4:27:05 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2011-09-22,,,72,58,65,
2011-09-23,0.0,0.0,75,57,66,0.00
2011-09-24,0.0,0.0,75,54,64,0.00
2011-09-25,0.0,0.0,55,42,46,0.50
2011-09-26,0.0,0.5,57,42,50,0.10
2011-09-27,0.0,0.6,51,42,46,0.20
2011-09-28,0.0,0.8,61,40,50,0.00
2011-09-29,0.0,0.8,76,51,63,0.00
2011-09-30,0.0,0.8,70,47,61,
2011-10-01,0.0,0.0,49,45,47,0.10
2011-10-02,0.0,0.1,54,44,48,0.20
2011-10-03,0.0,0.3,44,39,42,0.40
2011-10-04,0.0,0.7,49,38,41,0.40
2011-10-05,0.0,1.1,40,34,35,0.60
2011-10-06,0.0,1.7,40,34,37,0.40
2011-10-07,0.0,2.1,43,38,41,0.20
2011-10-08,0.0,2.3,54,39,46,0.10
2011-10-09,0.0,2.4,50,42,47,0.00
2011-10-10,0.0,2.4,51,41,46,1.60
2011-10-11,0.0,4.0,43,39,41,0.70
2011-10-12,0.0,4.7,50,40,43,0.00
2011-10-13,0.0,4.7,56,41,48,0.00
2011-10-14,0.0,4.7,60,47,53,0.00
2011-10-15,0.0,4.7,58,49,52,0.10
2011-10-16,0.0,4.8,52,40,46,0.10
2011-10-17,0.0,4.9,62,43,53,0.00
2011-10-18,0.0,4.9,64,47,54,0.00
2011-10-19,0.0,4.9,57,40,46,0.00
2011-10-20,0.0,4.9,58,44,50,0.00
2011-10-21,0.0,4.9,49,41,45,0.10
2011-10-22,0.0,5.0,55,44,48,0.00
2011-10-23,0.0,5.0,57,43,49,0.00
2011-10-24,0.0,5.0,45,32,38,0.00
2011-10-25,0.0,5.0,45,31,37,0.00
2011-10-26,0.0,5.0,49,32,40,0.00
2011-10-27,0.0,5.0,56,37,46,0.00
2011-10-28,0.0,5.0,53,39,46,0.60
2011-10-29,0.0,5.6,49,42,45,0.20
2011-10-30,0.0,5.8,50,40,48,0.90
2011-10-31,0.0,6.7,40,28,35,0.00
2011-11-01,0.0,6.7,45,27,36,0.10
2011-11-02,0.0,6.8,56,35,45,0.00
2011-11-03,0.0,6.8,36,26,31,0.30
2011-11-04,0.0,7.1,30,25,28,0.10
2011-11-05,0.2,7.2,33,28,30,0.40
2011-11-06,0.6,7.6,35,29,32,0.10
2011-11-07,0.6,7.7,35,30,33,0.10
2011-11-08,0.7,7.8,42,30,36,0.00
2011-11-09,0.8,7.8,46,38,41,0.00
2011-11-10,0.8,7.8,54,44,47,0.00
2011-11-11,0.8,7.8,51,29,43,0.30
2011-11-12,0.9,8.1,33,28,31,0.70
2011-11-13,1.7,8.8,35,33,34,0.40
2011-11-14,1.7,9.2,34,33,34,0.80
2011-11-15,2.3,10.0,34,31,33,0.10
2011-11-16,2.4,10.1,40,32,37,1.60
2011-11-17,2.6,11.7,41,29,33,1.90
2011-11-18,3.7,13.6,29,25,26,1.70
2011-11-19,5.4,15.3,31,24,27,0.60
2011-11-20,6.0,15.9,38,22,30,0.20
2011-11-21,6.2,16.1,35,32,34,1.50
2011-11-22,8.1,17.6,44,34,40,1.60
