#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1247: Takka Wiiya, UT
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Takka Wiiya (1247) 
# Utah  SNOTEL Site - 9122 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Jul 3, 2021 6:04:56 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2013-10-01,0.0,0.0,59,40,48,0.00
2013-10-02,0.0,0.0,54,40,44,0.00
2013-10-03,0.0,0.0,41,24,30,0.10
2013-10-04,0.0,0.1,31,23,25,0.00
2013-10-05,0.0,0.1,46,22,34,0.10
2013-10-06,0.0,0.2,61,34,46,0.00
2013-10-07,0.0,0.2,59,41,49,0.00
2013-10-08,0.0,0.2,51,35,42,0.00
2013-10-09,0.0,0.2,41,31,36,0.20
2013-10-10,0.5,0.4,38,29,32,0.50
2013-10-11,0.8,0.9,47,26,33,0.00
2013-10-12,0.7,0.9,49,30,38,0.00
2013-10-13,0.6,0.9,37,29,32,0.70
2013-10-14,1.5,1.6,40,24,31,0.00
2013-10-15,1.5,1.6,35,22,27,0.00
2013-10-16,1.5,1.6,45,20,31,0.10
2013-10-17,1.5,1.7,45,28,35,0.00
2013-10-18,1.5,1.7,46,29,35,0.00
2013-10-19,1.4,1.7,52,30,38,0.00
2013-10-20,1.4,1.7,50,32,39,0.00
2013-10-21,1.4,1.7,50,30,38,0.00
2013-10-22,1.4,1.7,52,32,39,0.00
2013-10-23,1.4,1.7,54,33,39,0.00
2013-10-24,1.3,1.7,54,34,41,0.00
2013-10-25,1.3,1.7,54,35,41,0.00
2013-10-26,1.3,1.7,53,34,40,0.00
2013-10-27,1.2,1.7,51,34,42,0.00
2013-10-28,1.2,1.7,39,24,31,0.00
2013-10-29,1.1,1.7,35,21,26,0.00
2013-10-30,1.2,1.7,34,19,26,0.10
2013-10-31,1.2,1.8,40,22,30,0.00
2013-11-01,1.2,1.8,46,27,35,0.00
2013-11-02,1.2,1.8,54,33,42,0.00
2013-11-03,1.2,1.8,38,19,26,0.00
2013-11-04,1.2,1.8,26,15,20,0.00
2013-11-05,1.2,1.8,31,14,22,0.00
2013-11-06,1.2,1.8,41,25,32,0.10
2013-11-07,1.4,1.9,51,31,40,0.00
2013-11-08,1.4,1.9,47,34,39,0.00
2013-11-09,1.4,1.9,51,33,38,0.00
2013-11-10,1.4,1.9,52,33,39,0.00
2013-11-11,1.4,1.9,54,34,40,0.00
2013-11-12,1.4,1.9,54,36,42,0.00
2013-11-13,1.4,1.9,51,31,39,0.00
2013-11-14,1.4,1.9,47,28,36,0.00
2013-11-15,1.4,1.9,34,20,26,0.00
2013-11-16,1.4,1.9,32,23,28,0.10
2013-11-17,1.4,2.0,42,25,31,0.00
2013-11-18,1.4,2.0,51,30,38,0.10
2013-11-19,1.5,2.1,38,30,34,0.00
2013-11-20,1.5,2.1,37,29,32,0.10
2013-11-21,1.6,2.2,30,14,20,0.70
2013-11-22,2.4,2.9,33,12,23,0.10
2013-11-23,2.5,3.0,32,20,25,0.00
2013-11-24,2.5,3.0,31,22,26,0.10
2013-11-25,2.6,3.1,37,23,29,0.00
2013-11-26,2.6,3.1,43,28,33,0.00
2013-11-27,2.6,3.1,41,31,35,0.00
2013-11-28,2.6,3.1,39,27,32,0.00
2013-11-29,2.6,3.1,40,23,28,0.00
2013-11-30,2.6,3.1,38,22,28,0.00
2013-12-01,2.6,3.1,40,25,32,0.00
2013-12-02,2.6,3.1,44,33,37,0.00
