#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1146: Oak Creek, UT
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Oak Creek (1146) 
# Utah  SNOTEL Site - 7850 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Jul 3, 2021 6:04:27 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2010-10-01,0.0,0.0,78,58,65,0.00
2010-10-02,0.0,0.0,75,56,63,0.00
2010-10-03,0.0,0.0,67,49,57,0.10
2010-10-04,0.0,0.1,60,43,49,0.20
2010-10-05,0.0,0.3,47,43,45,0.40
2010-10-06,0.0,0.7,49,41,44,0.20
2010-10-07,0.0,0.9,54,39,45,0.00
2010-10-08,0.0,0.9,52,35,43,0.10
2010-10-09,0.0,1.0,53,38,44,0.00
2010-10-10,0.0,1.0,56,41,47,0.00
2010-10-11,0.0,1.0,59,40,48,0.00
2010-10-12,0.0,1.0,54,37,43,0.00
2010-10-13,0.0,1.0,56,38,46,0.10
2010-10-14,0.0,1.1,63,44,53,0.00
2010-10-15,0.0,1.1,63,47,53,0.00
2010-10-16,0.0,1.1,64,47,54,0.00
2010-10-17,0.0,1.1,59,42,50,0.00
2010-10-18,0.0,1.1,48,40,44,0.20
2010-10-19,0.0,1.3,54,40,46,0.00
2010-10-20,0.0,1.3,59,43,49,0.00
2010-10-21,0.0,1.3,52,40,45,0.00
2010-10-22,0.0,1.3,49,40,43,0.10
2010-10-23,0.0,1.4,46,38,41,0.20
2010-10-24,0.0,1.6,49,40,44,0.20
2010-10-25,0.0,1.8,45,26,30,0.50
2010-10-26,0.2,2.3,34,23,28,0.10
2010-10-27,0.3,2.4,33,20,27,0.10
2010-10-28,0.3,2.5,49,26,39,0.00
2010-10-29,0.3,2.5,55,42,49,0.00
2010-10-30,0.3,2.5,53,35,42,0.30
2010-10-31,0.3,2.8,46,32,38,0.00
2010-11-01,0.3,2.8,47,34,40,0.00
2010-11-02,0.3,2.8,52,37,46,0.00
2010-11-03,0.3,2.8,59,44,49,0.00
2010-11-04,0.3,2.8,59,45,49,0.00
2010-11-05,0.0,2.8,59,45,51,0.00
2010-11-06,0.0,2.8,56,42,50,0.00
2010-11-07,0.0,2.8,50,38,46,0.00
2010-11-08,0.0,2.8,46,23,34,0.70
2010-11-09,0.6,3.5,26,17,21,0.00
2010-11-10,0.5,3.5,31,19,26,0.50
2010-11-11,1.1,4.0,30,20,25,0.00
2010-11-12,1.0,4.0,34,18,24,0.00
2010-11-13,1.0,4.0,32,21,26,0.10
2010-11-14,1.0,4.1,34,26,30,0.20
2010-11-15,1.4,4.3,35,30,33,0.30
2010-11-16,1.5,4.6,40,25,33,0.00
2010-11-17,1.5,4.6,43,21,29,0.00
2010-11-18,1.5,4.6,48,42,45,0.10
2010-11-19,1.5,4.7,45,40,43,0.20
2010-11-20,1.4,4.9,42,32,38,0.10
2010-11-21,1.5,5.0,33,21,27,0.40
2010-11-22,1.6,5.4,28,21,24,0.00
2010-11-23,1.6,5.4,29,10,25,0.70
2010-11-24,2.0,6.1,14,-2,4,0.00
2010-11-25,2.0,6.1,15,-3,5,0.00
2010-11-26,2.0,6.1,31,13,24,0.00
2010-11-27,2.0,6.1,40,26,34,0.00
2010-11-28,2.0,6.1,28,14,19,1.20
2010-11-29,3.0,7.3,23,6,13,0.00
2010-11-30,3.0,7.3,33,6,18,0.00
2010-12-01,3.0,7.3,36,27,31,0.00
2010-12-02,3.0,7.3,46,27,38,0.10
2010-12-03,2.9,7.4,45,35,42,0.00
2010-12-04,2.8,7.4,47,33,38,0.00
2010-12-05,2.8,7.4,45,35,38,0.00
2010-12-06,2.8,7.4,42,31,36,0.10
2010-12-07,2.9,7.5,37,28,30,0.00
2010-12-08,2.9,7.5,49,31,40,0.00
2010-12-09,2.9,7.5,47,34,38,0.20
2010-12-10,3.0,7.7,41,33,37,0.00
2010-12-11,3.0,7.7,36,30,33,0.00
2010-12-12,3.0,7.7,45,35,38,0.00
2010-12-13,2.9,7.7,51,37,44,0.00
2010-12-14,2.9,7.7,48,39,45,0.00
2010-12-15,2.8,7.7,40,18,26,0.30
2010-12-16,3.1,8.0,27,15,18,0.00
2010-12-17,3.1,8.0,31,15,25,0.20
2010-12-18,3.3,8.2,37,31,35,0.60
2010-12-19,3.8,8.8,40,36,38,1.10
2010-12-20,4.2,9.9,38,26,31,1.50
2010-12-21,5.8,11.4,35,31,33,1.50
2010-12-22,6.9,12.9,38,33,35,0.30
2010-12-23,7.3,13.2,37,27,32,0.10
2010-12-24,7.3,13.3,33,23,27,0.00
2010-12-25,7.3,13.3,37,27,31,0.00
2010-12-26,7.3,13.3,36,21,29,0.10
2010-12-27,7.3,13.4,32,19,22,0.00
2010-12-28,7.3,13.4,35,18,27,0.00
2010-12-29,7.6,13.4,32,13,26,2.40
2010-12-30,8.2,15.8,13,5,8,0.20
2010-12-31,8.4,16.0,8,-5,3,0.10
2011-01-01,8.5,16.1,11,-5,3,0.10
2011-01-02,8.6,16.2,32,10,21,0.20
2011-01-03,8.7,16.4,32,17,21,0.00
2011-01-04,8.7,16.4,22,13,17,0.00
2011-01-05,8.7,16.4,33,14,21,0.00
2011-01-06,8.7,16.4,31,20,25,0.00
2011-01-07,8.7,16.4,35,26,29,0.00
2011-01-08,8.7,16.4,39,27,31,0.00
2011-01-09,8.7,16.4,28,6,15,0.00
2011-01-10,8.7,16.4,19,3,8,0.10
2011-01-11,8.7,16.5,30,4,19,0.00
2011-01-12,8.7,16.5,37,21,28,0.00
2011-01-13,8.7,16.5,41,26,33,0.10
2011-01-14,8.7,16.6,40,29,33,0.00
2011-01-15,8.7,16.6,40,28,33,0.00
2011-01-16,8.7,16.6,42,30,37,0.00
2011-01-17,8.7,16.6,44,30,39,0.00
2011-01-18,8.6,16.6,40,28,33,0.00
2011-01-19,8.4,16.6,38,15,28,0.00
2011-01-20,8.4,16.6,28,13,20,0.00
