#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1243: Dry Creek, NV
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Dry Creek (1243) 
# Nevada  SNOTEL Site - 6555 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Jul 3, 2021 5:56:14 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2013-10-01,0.0,0.0,65,44,55,0.10
2013-10-02,0.0,0.1,58,37,47,0.00
2013-10-03,0.0,0.1,41,32,36,0.10
2013-10-04,0.0,0.2,49,31,38,0.00
2013-10-05,0.0,0.2,57,25,43,0.00
2013-10-06,0.0,0.2,72,41,56,0.00
2013-10-07,0.0,0.2,66,47,56,0.00
2013-10-08,0.0,0.2,56,36,47,0.00
2013-10-09,0.0,0.2,59,39,46,0.00
2013-10-10,0.0,0.2,53,38,44,0.00
2013-10-11,0.0,0.2,54,38,45,0.00
2013-10-12,0.0,0.2,60,32,45,0.00
2013-10-13,0.0,0.2,46,36,39,0.40
2013-10-14,0.0,0.6,47,35,40,0.00
2013-10-15,0.0,0.6,51,31,40,0.00
2013-10-16,0.0,0.6,55,28,42,0.00
2013-10-17,0.0,0.6,57,42,47,0.00
2013-10-18,0.0,0.6,56,33,46,0.00
2013-10-19,0.0,0.6,60,38,51,0.00
2013-10-20,0.0,0.6,61,45,52,0.00
2013-10-21,0.0,0.6,62,35,49,0.00
2013-10-22,0.0,0.6,65,38,51,0.00
2013-10-23,0.0,0.6,65,40,52,0.00
2013-10-24,0.0,0.6,65,40,52,0.00
2013-10-25,0.0,0.6,64,40,52,0.00
2013-10-26,0.0,0.6,64,37,51,0.00
2013-10-27,0.0,0.6,63,38,49,0.00
2013-10-28,0.0,0.6,46,32,36,0.50
2013-10-29,0.5,1.1,40,31,34,0.10
2013-10-30,0.3,1.2,34,31,32,0.00
2013-10-31,0.3,1.2,43,31,37,0.00
2013-11-01,0.3,1.2,53,37,44,0.00
2013-11-02,0.2,1.2,60,36,47,0.00
2013-11-03,0.2,1.2,36,26,31,0.00
2013-11-04,0.2,1.2,36,21,29,0.10
2013-11-05,0.3,1.3,40,27,34,0.00
2013-11-06,0.3,1.3,51,37,43,0.00
2013-11-07,0.3,1.3,56,37,47,0.00
2013-11-08,0.2,1.3,55,42,47,0.00
2013-11-09,0.2,1.3,58,37,47,0.00
2013-11-10,0.2,1.3,61,36,47,0.00
2013-11-11,0.1,1.3,65,36,51,0.00
2013-11-12,0.1,1.3,61,43,51,0.00
2013-11-13,0.1,1.3,56,37,46,0.00
2013-11-14,0.1,1.3,50,29,41,0.00
2013-11-15,0.1,1.3,36,28,32,0.20
2013-11-16,0.3,1.5,40,30,35,0.10
2013-11-17,0.4,1.6,49,35,41,0.20
2013-11-18,0.4,1.8,56,33,45,0.00
2013-11-19,0.4,1.8,46,37,42,0.00
2013-11-20,0.4,1.8,42,34,38,0.40
2013-11-21,0.3,2.2,35,29,31,0.20
2013-11-22,0.3,2.4,50,27,36,0.00
2013-11-23,0.2,2.4,49,33,38,0.00
2013-11-24,0.2,2.4,43,26,36,0.00
2013-11-25,0.2,2.4,47,32,38,0.00
2013-11-26,0.2,2.4,55,33,42,0.00
2013-11-27,0.1,2.4,53,34,41,0.00
2013-11-28,0.1,2.4,50,31,38,0.00
2013-11-29,0.0,2.4,47,28,38,0.00
2013-11-30,0.0,2.4,47,36,40,0.00
2013-12-01,0.0,2.4,48,35,42,0.00
2013-12-02,0.0,2.4,49,29,45,0.00
2013-12-03,0.0,2.4,31,9,18,0.30
2013-12-04,0.3,2.7,16,6,11,0.00
2013-12-05,0.3,2.7,17,0,10,0.00
2013-12-06,0.3,2.7,25,-3,12,0.10
2013-12-07,0.4,2.8,25,8,17,0.20
2013-12-08,0.7,3.0,15,6,9,0.00
2013-12-09,0.7,3.0,19,4,10,0.00
2013-12-10,0.7,3.0,34,2,23,0.10
2013-12-11,0.8,3.1,37,14,25,0.00
2013-12-12,0.8,3.1,43,17,31,0.00
2013-12-13,0.8,3.1,37,27,31,0.00
2013-12-14,0.8,3.1,39,23,32,0.00
2013-12-15,0.8,3.1,52,23,38,0.00
2013-12-16,0.8,3.1,51,31,40,0.00
2013-12-17,0.8,3.1,52,29,40,0.00
2013-12-18,0.8,3.1,53,32,40,0.20
2013-12-19,1.1,3.3,35,17,26,0.40
2013-12-20,1.7,3.7,25,16,20,0.20
2013-12-21,2.0,3.9,38,25,31,0.10
2013-12-22,2.1,4.0,36,31,33,0.00
2013-12-23,2.1,4.0,44,35,40,0.00
2013-12-24,2.1,4.0,42,29,36,0.00
2013-12-25,2.1,4.0,44,21,31,0.00
2013-12-26,2.1,4.0,50,21,36,0.00
2013-12-27,2.1,4.0,49,24,37,0.00
2013-12-28,2.1,4.0,45,20,35,0.00
2013-12-29,2.1,4.0,35,20,30,0.00
2013-12-30,2.1,4.0,46,26,39,0.00
2013-12-31,2.1,4.0,46,37,40,0.00
2014-01-01,2.1,4.0,43,30,37,0.00
2014-01-02,2.1,4.0,48,26,36,0.00
2014-01-03,2.1,4.0,48,33,42,0.00
2014-01-04,2.1,4.0,33,21,26,0.00
2014-01-05,2.1,4.0,34,20,26,0.00
2014-01-06,2.1,4.0,41,18,31,0.00
2014-01-07,2.1,4.0,42,29,38,0.00
2014-01-08,2.1,4.0,39,28,34,0.60
2014-01-09,2.5,4.6,37,28,31,0.30
2014-01-10,2.6,4.9,40,33,37,0.00
2014-01-11,2.6,4.9,49,31,39,0.00
2014-01-12,2.5,4.9,34,26,30,0.00
2014-01-13,2.5,4.9,40,31,35,0.00
2014-01-14,2.5,4.9,44,34,38,0.00
2014-01-15,2.5,4.9,47,36,40,0.00
2014-01-16,2.4,4.9,48,31,39,0.00
2014-01-17,2.4,4.9,50,25,40,0.00
2014-01-18,2.4,4.9,51,27,39,0.00
2014-01-19,2.4,4.9,55,27,41,0.00
2014-01-20,2.3,4.9,50,27,41,0.00
2014-01-21,2.3,4.9,51,28,40,0.00
2014-01-22,2.2,4.9,43,29,38,0.00
2014-01-23,2.1,4.9,43,26,33,0.00
2014-01-24,2.1,4.9,47,26,34,0.00
2014-01-25,2.1,4.9,46,21,35,0.00
2014-01-26,2.0,4.9,45,32,39,0.00
2014-01-27,2.0,4.9,46,36,40,0.00
2014-01-28,1.9,4.9,46,35,40,0.00
2014-01-29,1.7,4.9,48,31,41,0.90
2014-01-30,1.6,5.8,34,22,31,0.10
2014-01-31,1.7,5.9,31,20,25,0.10
2014-02-01,1.8,6.0,26,16,22,0.00
2014-02-02,1.8,6.0,31,11,21,0.00
2014-02-03,1.8,6.0,32,17,24,0.20
2014-02-04,2.0,6.2,26,17,20,0.00
2014-02-05,2.0,6.2,33,10,23,0.00
2014-02-06,2.0,6.2,38,28,31,0.00
2014-02-07,2.0,6.2,39,30,33,0.20
2014-02-08,2.2,6.4,42,35,39,0.00
2014-02-09,2.2,6.4,43,33,37,1.60
2014-02-10,2.8,8.0,42,30,35,0.00
2014-02-11,2.8,8.0,40,31,36,0.00
2014-02-12,2.8,8.0,49,32,43,0.00
2014-02-13,2.6,8.0,47,37,42,1.00
2014-02-14,1.9,9.0,51,35,46,0.00
2014-02-15,1.5,9.0,58,45,52,0.00
2014-02-16,1.0,9.0,50,30,40,0.00
2014-02-17,0.8,9.0,51,28,42,0.00
2014-02-18,0.7,9.0,47,36,41,0.00
2014-02-19,0.7,9.0,46,24,32,0.00
2014-02-20,0.7,9.0,37,22,30,0.00
2014-02-21,0.7,9.0,42,30,35,0.00
2014-02-22,0.6,9.0,44,33,38,0.00
2014-02-23,0.6,9.0,51,30,42,0.00
2014-02-24,0.5,9.0,55,38,47,0.00
2014-02-25,0.4,9.0,56,38,46,0.00
2014-02-26,0.0,9.0,57,37,46,0.00
2014-02-27,0.0,9.0,44,33,38,0.40
2014-02-28,0.0,9.4,43,29,36,0.20
2014-03-01,0.0,9.6,40,32,36,0.20
2014-03-02,0.0,9.8,49,30,38,0.00
2014-03-03,0.0,9.8,47,35,42,0.10
2014-03-04,0.0,9.9,44,32,37,0.70
2014-03-05,0.0,10.6,51,29,41,0.00
2014-03-06,0.0,10.6,50,33,42,0.20
2014-03-07,0.0,10.8,42,31,36,0.10
2014-03-08,0.0,10.9,56,26,41,0.00
2014-03-09,0.0,10.9,54,38,46,0.00
2014-03-10,0.0,10.9,51,29,40,0.10
2014-03-11,0.0,11.0,39,27,31,0.00
2014-03-12,0.0,11.0,49,26,37,0.00
2014-03-13,0.0,11.0,52,27,41,0.00
2014-03-14,0.0,11.0,53,32,41,0.00
2014-03-15,0.0,11.0,52,35,42,0.00
2014-03-16,0.0,11.0,61,34,50,0.00
2014-03-17,0.0,11.0,52,27,36,0.00
2014-03-18,0.0,11.0,41,20,29,0.00
2014-03-19,0.0,11.0,51,20,37,0.00
2014-03-20,0.0,11.0,54,35,45,0.00
2014-03-21,0.0,11.0,49,26,39,0.00
2014-03-22,0.0,11.0,49,28,36,0.00
2014-03-23,0.0,11.0,53,26,42,0.00
2014-03-24,0.0,11.0,57,33,46,0.00
2014-03-25,0.5,11.0,62,35,48,0.00
2014-03-26,0.5,11.0,42,32,37,0.10
2014-03-27,0.5,11.1,40,29,33,0.30
2014-03-28,0.8,11.4,51,32,41,0.00
2014-03-29,0.7,11.4,53,35,44,0.00
2014-03-30,0.7,11.4,38,28,32,0.60
2014-03-31,0.9,12.0,43,21,33,0.10
2014-04-01,0.9,12.1,36,25,30,0.30
2014-04-02,1.1,12.4,37,26,31,0.10
2014-04-03,0.9,12.5,44,28,35,0.00
2014-04-04,0.8,12.5,47,30,36,0.30
2014-04-05,0.8,12.8,43,32,36,0.00
2014-04-06,0.7,12.8,49,36,42,0.00
2014-04-07,0.7,12.8,59,40,48,0.00
2014-04-08,0.6,12.8,65,37,52,0.00
2014-04-09,0.6,12.8,62,48,55,0.00
2014-04-10,0.5,12.8,63,43,53,0.00
2014-04-11,0.5,12.8,65,39,54,0.00
2014-04-12,0.4,12.8,61,39,51,0.00
2014-04-13,0.4,12.8,50,30,39,0.00
2014-04-14,0.4,12.8,56,27,43,0.00
2014-04-15,0.4,12.8,58,35,48,0.00
2014-04-16,0.4,12.8,51,34,43,0.00
2014-04-17,0.4,12.8,68,34,53,0.00
2014-04-18,0.0,12.8,59,41,49,0.00
2014-04-19,0.0,12.8,64,38,52,0.00
2014-04-20,0.0,12.8,59,40,50,0.00
2014-04-21,0.0,12.8,67,40,54,0.00
2014-04-22,0.0,12.8,56,32,42,0.40
2014-04-23,0.8,13.2,46,27,36,0.00
2014-04-24,0.6,13.2,54,33,46,0.00
2014-04-25,0.6,13.2,46,34,39,0.60
2014-04-26,0.7,13.8,42,32,35,0.70
2014-04-27,1.1,14.5,43,31,35,0.30
2014-04-28,1.2,14.8,44,30,36,0.00
2014-04-29,0.7,14.8,54,32,42,0.00
2014-04-30,0.6,14.8,60,33,47,0.00
2014-05-01,0.5,14.8,66,36,54,0.00
2014-05-02,0.5,14.8,70,44,59,0.00
2014-05-03,0.4,14.8,68,48,60,0.00
2014-05-04,0.4,14.8,65,49,56,0.00
2014-05-05,0.4,14.8,57,38,50,0.10
2014-05-06,0.6,14.9,39,34,36,1.00
2014-05-07,1.1,15.9,46,34,38,0.10
2014-05-08,0.8,16.0,55,32,44,0.10
2014-05-09,0.7,16.1,53,38,45,0.10
2014-05-10,0.6,16.2,43,30,36,0.60
2014-05-11,1.0,16.8,52,29,40,0.00
2014-05-12,0.6,16.8,54,34,42,0.00
2014-05-13,0.5,16.8,58,34,47,0.00
2014-05-14,0.0,16.8,67,40,55,0.00
2014-05-15,0.0,16.8,72,47,60,0.00
2014-05-16,0.0,16.8,70,48,61,0.00
2014-05-17,0.0,16.8,70,52,60,0.00
2014-05-18,0.0,16.8,63,44,54,0.00
2014-05-19,0.0,16.8,59,41,49,0.00
2014-05-20,0.0,16.8,61,40,48,0.10
2014-05-21,0.0,16.9,52,35,43,0.00
2014-05-22,0.0,16.9,67,36,51,0.00
2014-05-23,0.0,16.9,73,47,59,0.00
2014-05-24,0.0,16.9,64,42,55,0.00
2014-05-25,0.0,16.9,69,47,59,0.00
2014-05-26,0.0,16.9,75,47,63,0.00
2014-05-27,0.0,16.9,78,49,66,0.00
2014-05-28,0.0,16.9,70,43,60,0.00
2014-05-29,0.0,16.9,66,39,51,0.00
2014-05-30,0.0,16.9,74,46,60,0.00
2014-05-31,0.0,16.9,69,47,58,0.00
2014-06-01,0.0,16.9,69,45,56,0.00
2014-06-02,0.0,16.9,76,49,63,0.00
2014-06-03,0.0,16.9,73,52,62,0.00
2014-06-04,0.0,16.9,73,47,61,0.00
2014-06-05,0.0,16.9,75,45,61,0.00
2014-06-06,0.0,16.9,76,46,63,0.00
2014-06-07,0.0,16.9,75,43,62,0.00
2014-06-08,0.0,16.9,72,47,59,0.00
2014-06-09,0.0,16.9,78,51,65,0.00
2014-06-10,0.0,16.9,77,53,66,0.00
2014-06-11,0.0,16.9,75,45,62,0.00
