#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1221: GBRC HQ, UT
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Gbrc Hq (1221) 
# Utah  SNOTEL Site - 8801 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Jul 3, 2021 6:04:45 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2012-10-01,0.0,0.0,65,42,52,0.00
2012-10-02,0.0,0.0,66,43,53,0.00
2012-10-03,0.0,0.0,64,42,52,0.00
2012-10-04,0.0,0.0,59,40,49,0.00
2012-10-05,0.0,0.0,55,35,43,0.00
2012-10-06,0.0,0.0,50,29,38,0.00
2012-10-07,0.0,0.0,51,26,37,0.00
2012-10-08,0.0,0.0,58,33,45,0.00
2012-10-09,0.0,0.0,58,40,47,0.00
2012-10-10,0.0,0.0,60,42,49,0.00
2012-10-11,0.0,0.0,59,42,49,0.00
2012-10-12,0.0,0.0,47,33,37,0.90
2012-10-13,0.0,0.9,40,33,36,0.20
2012-10-14,0.0,1.1,54,32,40,0.00
2012-10-15,0.0,1.1,58,35,44,0.00
2012-10-16,0.0,1.1,59,36,47,0.10
2012-10-17,0.0,1.2,46,27,35,0.00
2012-10-18,0.0,1.2,53,29,39,0.00
2012-10-19,0.0,1.2,59,35,46,0.00
2012-10-20,0.0,1.2,61,40,50,0.00
2012-10-21,0.0,1.2,57,37,44,0.00
2012-10-22,0.0,1.2,52,36,44,0.00
2012-10-23,0.0,1.2,43,30,37,0.00
2012-10-24,0.0,1.2,31,18,26,0.00
2012-10-25,0.0,1.2,28,16,22,0.00
2012-10-26,0.0,1.2,36,13,25,0.20
2012-10-27,0.2,1.4,44,24,34,0.00
2012-10-28,0.0,1.4,52,32,40,0.00
2012-10-29,0.0,1.4,54,35,42,0.00
2012-10-30,0.0,1.4,56,35,43,0.00
2012-10-31,0.0,1.4,59,39,48,0.00
2012-11-01,0.0,1.4,53,35,44,0.00
2012-11-02,0.0,1.4,51,33,39,0.00
2012-11-03,0.0,1.4,51,31,37,0.00
2012-11-04,0.0,1.4,52,32,39,0.00
2012-11-05,0.0,1.4,53,34,40,0.00
2012-11-06,0.0,1.4,56,35,43,0.00
2012-11-07,0.0,1.4,56,38,45,0.00
2012-11-08,0.0,1.4,53,35,44,0.00
2012-11-09,0.0,1.4,41,20,33,0.60
2012-11-10,0.5,2.0,22,13,16,0.50
2012-11-11,0.9,2.5,23,3,11,0.00
2012-11-12,0.9,2.5,42,8,22,0.30
2012-11-13,1.2,2.8,42,18,27,0.00
2012-11-14,1.2,2.8,46,24,31,0.00
2012-11-15,1.2,2.8,51,26,35,0.00
2012-11-16,1.2,2.8,45,33,38,0.20
2012-11-17,1.4,3.0,47,32,36,0.10
2012-11-18,1.4,3.1,43,29,35,0.00
2012-11-19,1.4,3.1,45,27,34,0.00
2012-11-20,1.4,3.1,51,30,38,0.00
2012-11-21,1.4,3.1,49,31,38,0.00
2012-11-22,1.4,3.1,42,26,31,0.00
2012-11-23,1.4,3.1,53,27,37,0.00
2012-11-24,1.4,3.1,50,32,38,0.00
2012-11-25,1.3,3.1,46,27,35,0.00
2012-11-26,1.3,3.1,47,24,31,0.00
2012-11-27,1.3,3.1,47,28,35,0.00
2012-11-28,1.3,3.1,48,30,38,0.00
2012-11-29,1.3,3.1,42,30,36,0.00
2012-11-30,1.3,3.1,44,30,37,0.10
2012-12-01,1.4,3.2,45,30,37,0.00
2012-12-02,1.4,3.2,48,28,37,0.60
2012-12-03,2.0,3.8,38,19,27,0.00
2012-12-04,2.0,3.8,45,26,37,0.00
2012-12-05,2.0,3.8,47,34,39,0.00
2012-12-06,2.0,3.8,43,29,33,0.00
2012-12-07,2.0,3.8,35,22,28,0.00
2012-12-08,2.0,3.8,30,16,24,0.10
2012-12-09,2.1,3.9,16,4,10,0.20
2012-12-10,2.3,4.1,21,5,18,0.30
2012-12-11,2.5,4.4,32,20,24,0.00
2012-12-12,2.5,4.4,36,23,30,0.00
2012-12-13,2.5,4.4,33,28,29,0.00
2012-12-14,2.5,4.4,33,25,28,0.00
2012-12-15,2.5,4.4,27,18,21,0.50
2012-12-16,2.9,4.9,24,16,19,0.00
