#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1014: Middle Fork Camp, CO
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Middle Fork Camp (1014) 
# Colorado  SNOTEL Site - 8940 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Jul 3, 2021 5:46:01 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2001-09-21,,25.0,,,,
2001-09-22,,24.2,69,32,46,0.80
2001-09-23,,25.0,71,29,46,0.00
2001-09-24,,25.0,73,30,48,0.00
2001-09-25,,25.0,73,31,49,
2001-09-26,,24.8,74,32,50,0.20
2001-09-27,,25.0,74,32,50,
2001-09-28,,24.8,72,35,52,0.20
2001-09-29,,25.0,69,38,50,0.00
2001-09-30,,25.0,67,32,48,
2001-10-01,0.0,0.0,69,31,47,0.00
2001-10-02,0.0,0.0,66,33,47,0.00
2001-10-03,0.0,0.0,68,28,44,0.00
2001-10-04,0.0,0.0,65,27,46,0.00
2001-10-05,0.0,0.0,59,23,38,0.00
2001-10-06,0.0,0.0,63,21,40,0.00
2001-10-07,0.0,0.0,57,29,40,0.00
2001-10-08,0.0,0.0,62,29,43,0.00
2001-10-09,0.0,0.0,47,27,34,0.70
2001-10-10,0.5,0.7,43,17,28,0.00
2001-10-11,0.4,0.7,54,16,31,0.20
2001-10-12,0.6,0.9,36,24,28,0.20
2001-10-13,0.6,1.1,41,28,35,0.00
2001-10-14,0.6,1.1,52,32,42,0.00
2001-10-15,0.3,1.1,50,23,35,0.00
2001-10-16,0.2,1.1,59,22,36,0.00
2001-10-17,0.0,1.1,63,24,38,0.00
2001-10-18,0.0,1.1,56,25,37,0.00
2001-10-19,0.0,1.1,55,22,35,0.00
2001-10-20,0.0,1.1,60,22,37,0.00
2001-10-21,0.0,1.1,55,25,40,0.10
2001-10-22,0.0,1.2,49,29,36,0.10
2001-10-23,0.1,1.3,47,23,36,0.10
2001-10-24,0.0,1.4,41,22,29,0.00
2001-10-25,0.0,1.4,48,17,31,0.00
2001-10-26,0.0,1.4,55,21,33,0.00
2001-10-27,0.0,1.4,59,22,37,0.00
2001-10-28,0.0,1.4,62,30,41,0.00
2001-10-29,0.0,1.4,60,29,40,0.00
2001-10-30,0.0,1.4,56,28,40,0.00
2001-10-31,0.0,1.4,49,30,39,0.30
2001-11-01,0.1,1.7,48,25,33,0.00
2001-11-02,0.0,1.7,54,23,33,0.00
2001-11-03,0.0,1.7,55,25,35,0.00
2001-11-04,0.0,1.7,59,23,35,0.00
2001-11-05,0.0,1.7,56,25,37,0.00
2001-11-06,0.0,1.7,53,27,37,0.00
2001-11-07,0.0,1.7,51,31,38,0.40
2001-11-08,0.4,2.1,44,17,31,0.20
2001-11-09,0.4,2.3,48,13,25,0.00
2001-11-10,0.4,2.3,51,12,25,0.00
2001-11-11,0.4,2.3,52,18,31,0.10
2001-11-12,0.5,2.4,53,24,33,0.00
2001-11-13,0.5,2.4,48,23,33,0.00
2001-11-14,0.5,2.4,51,22,32,0.00
2001-11-15,0.5,2.4,55,21,32,0.00
2001-11-16,0.5,2.4,54,22,32,0.00
2001-11-17,0.5,2.4,53,22,32,0.00
2001-11-18,0.5,2.4,42,21,30,0.30
2001-11-19,0.8,2.7,42,10,26,0.00
2001-11-20,0.8,2.7,44,5,19,0.00
2001-11-21,0.8,2.7,44,4,22,0.20
2001-11-22,0.9,2.9,44,20,31,0.60
2001-11-23,1.5,3.5,29,22,25,0.20
2001-11-24,1.7,3.7,35,17,23,0.10
2001-11-25,1.8,3.8,39,18,25,0.30
