#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1045: Crow Creek, WY
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Crow Creek (1045) 
# Wyoming  SNOTEL Site - 8330 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Jul 3, 2021 6:11:01 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2003-08-07,,,77,58,64,
2003-08-08,,,74,54,62,
2003-08-09,,,73,54,61,
2003-08-10,,,75,53,64,
2003-08-11,,,78,54,65,
2003-08-12,,,75,56,64,
2003-08-13,,,70,56,64,
2003-08-14,,,71,51,62,
2003-08-15,,,68,49,61,
2003-08-16,,,72,52,60,
2003-08-17,,,65,45,56,
2003-08-18,,,60,39,51,
2003-08-19,,,69,45,57,
2003-08-20,,,76,53,65,
2003-08-21,,,75,56,65,
2003-08-22,,,78,56,64,
2003-08-23,,,70,52,60,
2003-08-24,,,72,51,58,
2003-08-25,,,72,56,62,
2003-08-26,,,72,41,59,
2003-08-27,,,74,53,61,
2003-08-28,,,71,47,59,
2003-08-29,,,57,41,49,
2003-08-30,,,48,43,46,
2003-08-31,,,58,37,50,
2003-09-01,,,67,42,54,
2003-09-02,,,69,48,55,
2003-09-03,,,60,45,52,
2003-09-04,,,69,46,57,
2003-09-05,,,74,48,60,
2003-09-06,,,63,45,52,
2003-09-07,,,58,46,51,
2003-09-08,,,68,42,53,
2003-09-09,,,62,42,50,
2003-09-10,,,77,35,42,
2003-09-11,,,52,30,43,
2003-09-12,,,60,33,47,
2003-09-13,,,49,31,37,
2003-09-14,,,59,30,44,
2003-09-15,,,66,45,54,
2003-09-16,,,67,47,57,
2003-09-17,,,57,27,41,
2003-09-18,,,44,24,33,
2003-09-19,,,59,31,45,
2003-09-20,,,58,36,47,
2003-09-21,,,60,32,45,
2003-09-22,,,66,31,50,
2003-09-23,,,67,42,54,
2003-09-24,,,57,35,47,
2003-09-25,,,68,38,55,
2003-09-26,,,64,35,50,
2003-09-27,,,58,34,44,
2003-09-28,,,57,33,43,
2003-09-29,,,50,32,42,
2003-09-30,,,53,31,40,
2003-10-01,0.0,0.0,64,36,48,0.20
2003-10-02,0.0,0.2,60,42,48,0.00
2003-10-03,0.0,0.2,55,37,44,0.00
2003-10-04,0.0,0.2,60,37,47,0.00
2003-10-05,0.0,0.2,61,38,48,0.00
2003-10-06,0.0,0.2,63,40,50,0.10
2003-10-07,0.0,0.3,62,42,50,0.00
2003-10-08,0.0,0.3,64,39,50,0.00
2003-10-09,0.0,0.3,68,43,57,0.00
2003-10-10,0.0,0.3,67,31,52,0.00
2003-10-11,0.0,0.3,50,25,37,0.10
2003-10-12,0.0,0.4,62,41,50,0.00
2003-10-13,0.0,0.4,45,20,36,0.00
2003-10-14,0.0,0.4,55,28,40,0.00
2003-10-15,0.0,0.4,51,29,42,0.10
2003-10-16,0.0,0.5,55,36,47,0.00
