#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 735: Savage Pass, ID
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Savage Pass (735) 
# Idaho  SNOTEL Site - 6190 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Jul 3, 2021 5:49:10 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1983-02-03,15.7,,29,9,16,
1983-02-04,15.7,,34,7,15,
1983-02-05,15.7,,29,4,13,
1983-02-06,15.7,,32,7,21,
1983-02-07,15.9,,28,8,21,
1983-02-08,16.0,,26,7,18,
1983-02-09,16.5,,31,22,27,
1983-02-10,17.1,,28,17,23,
1983-02-11,17.3,,38,19,29,
1983-02-12,17.4,,37,29,32,
1983-02-13,17.5,,35,27,30,
1983-02-14,17.6,,33,24,28,
1983-02-15,17.7,,38,25,30,
1983-02-16,17.9,,32,23,28,
1983-02-17,18.0,,31,22,28,
1983-02-18,19.1,,33,25,31,
1983-02-19,19.7,,29,18,24,
1983-02-20,19.7,,31,18,26,
1983-02-21,19.8,,38,28,31,
1983-02-22,19.9,,38,28,32,
1983-02-23,20.0,,46,28,33,
1983-02-24,20.0,,53,28,37,
1983-02-25,20.0,,40,29,32,
1983-02-26,20.4,,35,18,27,
1983-02-27,20.5,,36,16,26,
1983-02-28,20.5,,34,20,27,
1983-03-01,20.7,,45,26,34,
1983-03-02,20.8,,42,28,35,
1983-03-03,20.8,,50,27,35,
1983-03-04,20.8,,45,31,35,
1983-03-05,20.8,,36,29,31,
1983-03-06,21.0,,36,20,29,
1983-03-07,21.1,,35,20,29,
1983-03-08,21.5,,37,28,32,
1983-03-09,21.5,,46,30,36,
1983-03-10,21.5,,54,29,39,
1983-03-11,21.5,,48,28,33,
1983-03-12,21.5,,36,26,31,
1983-03-13,21.5,,40,26,30,
1983-03-14,21.8,,31,23,26,
1983-03-15,22.0,,33,14,24,
1983-03-16,22.1,,37,13,24,
1983-03-17,22.1,,37,14,23,
1983-03-18,22.1,,27,4,18,
1983-03-19,22.1,,31,1,14,
1983-03-20,22.1,,38,8,22,
1983-03-21,22.2,,40,15,27,
1983-03-22,22.1,,40,25,31,
1983-03-23,22.1,,35,20,27,
1983-03-24,22.1,,38,15,27,
1983-03-25,22.1,,39,20,28,
1983-03-26,22.1,,35,22,28,
1983-03-27,22.1,,35,20,27,
1983-03-28,22.2,,36,17,25,
1983-03-29,22.3,,41,16,29,
1983-03-30,22.7,,35,23,30,
1983-03-31,23.4,,31,23,27,
1983-04-01,23.6,,37,16,28,
1983-04-02,23.9,,30,21,26,
1983-04-03,24.2,,29,12,23,
1983-04-04,24.6,,33,10,20,
1983-04-05,24.6,,38,6,21,
1983-04-06,24.6,,40,12,28,
1983-04-07,24.6,,38,21,30,
1983-04-08,24.7,,33,17,26,
1983-04-09,24.7,,38,18,27,
1983-04-10,25.0,,33,12,22,
