#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1210: Defiance Mines, NV
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Defiance Mines (1210) 
# Nevada  SNOTEL Site - 9302 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Jul 3, 2021 5:56:10 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2012-01-10,,,38,,,
2012-01-11,,,27,18,23,
2012-01-12,,,29,20,23,
2012-01-13,,,42,22,30,
2012-01-14,,,43,28,34,
2012-01-15,,,40,19,27,
2012-01-16,,,19,1,9,
2012-01-17,,,23,3,12,
2012-01-18,,,40,19,28,
2012-01-19,,,42,31,34,
2012-01-20,,,42,29,32,
2012-01-21,,,39,14,23,
2012-01-22,,,28,11,19,
2012-01-23,,,22,17,19,
2012-01-24,,,42,12,23,
2012-01-25,,,47,29,34,
2012-01-26,,,46,22,32,
2012-01-27,,,25,13,18,
2012-01-28,,,38,19,27,
2012-01-29,,,38,28,32,
2012-01-30,,,45,24,30,
2012-01-31,,,43,23,28,
2012-02-01,,,32,16,25,
2012-02-02,,,21,10,14,
2012-02-03,,,22,10,14,
2012-02-04,,,43,11,18,
2012-02-05,,,25,13,18,
2012-02-06,,,32,13,18,
2012-02-07,,,33,16,23,
2012-02-08,,,40,19,27,
2012-02-09,,,47,28,32,
2012-02-10,,,47,29,34,
2012-02-11,,,46,22,30,
2012-02-12,,,30,17,21,
2012-02-13,,,25,18,21,
2012-02-14,,,29,14,18,
2012-02-15,,,25,13,18,
2012-02-16,,,46,9,18,
2012-02-17,,,38,18,25,
2012-02-18,,,41,17,25,
2012-02-19,,,23,7,12,
2012-02-20,,,24,13,19,
2012-02-21,,,49,18,30,
2012-02-22,,,46,27,32,
2012-02-23,,,31,16,23,
2012-02-24,,,44,23,30,
2012-02-25,,,29,10,23,
2012-02-26,,,28,3,18,
2012-02-27,,,23,15,19,
2012-02-28,,,20,10,16,
2012-02-29,,,29,15,19,
2012-03-01,,,19,3,10,
2012-03-02,,,23,1,12,
2012-03-03,,,45,21,28,
2012-03-04,,,49,29,36,
2012-03-05,,,54,29,37,
2012-03-06,,,34,3,21,
2012-03-07,,,22,2,12,
2012-03-08,,,40,18,28,
2012-03-09,,,50,29,37,
2012-03-10,,,50,30,37,
2012-03-11,,,41,28,32,
2012-03-12,,,52,26,34,
2012-03-13,,,39,28,32,
2012-03-14,,,45,27,34,
2012-03-15,,,56,30,37,
2012-03-16,,,44,30,36,
2012-03-17,,,31,15,27,
2012-03-18,,,20,9,14,
2012-03-19,,,19,6,12,
2012-03-20,,,39,7,27,
2012-03-21,,,46,27,36,
2012-03-22,,,54,35,41,
2012-03-23,,,42,33,37,
2012-03-24,,,47,32,37,
2012-03-25,,,45,27,36,
2012-03-26,,,26,14,21,
2012-03-27,,,37,23,30,
2012-03-28,,,37,28,32,
2012-03-29,,,56,30,37,
2012-03-30,,,52,33,43,
2012-03-31,,,54,28,41,
2012-04-01,,,28,15,19,
2012-04-02,,,29,12,21,
2012-04-03,,,50,20,36,
2012-04-04,,,54,29,39,
2012-04-05,,,36,13,25,
2012-04-06,,,28,9,18,
2012-04-07,,,53,20,34,
2012-04-08,,,51,32,41,
2012-04-09,,,61,35,45,
2012-04-10,,,60,38,45,
2012-04-11,,,39,22,32,
2012-04-12,,,34,21,25,
2012-04-13,,,31,20,25,
2012-04-14,,,32,19,25,
2012-04-15,,,38,21,28,
2012-04-16,,,49,25,37,
2012-04-17,,,51,29,39,
2012-04-18,,,54,35,39,
2012-04-19,,,57,33,41,
2012-04-20,,,58,36,48,
2012-04-21,,,65,44,54,
2012-04-22,,,66,49,57,
2012-04-23,,,64,48,57,
2012-04-24,,,59,46,52,
2012-04-25,,,51,42,46,
2012-04-26,,,47,24,37,
2012-04-27,,,39,18,30,
2012-04-28,,,41,26,34,
2012-04-29,,,51,28,39,
2012-04-30,,,52,39,46,
2012-05-01,,,,,,
2012-05-02,,,54,36,48,
2012-05-03,,,54,38,45,
2012-05-04,,,50,31,43,
2012-05-05,,,44,25,34,
2012-05-06,,,46,26,36,
2012-05-07,,,43,25,34,
2012-05-08,,,57,33,46,
2012-05-09,,,62,42,52,
2012-05-10,,,58,39,50,
2012-05-11,,,57,38,46,
2012-05-12,,,60,38,48,
2012-05-13,,,60,38,48,
2012-05-14,,,,,,
2012-05-15,,,63,46,54,
2012-05-16,,,62,45,54,
2012-05-17,,,62,44,54,
2012-05-18,,,45,33,39,
2012-05-19,,,56,33,46,
2012-05-20,,,64,43,54,
2012-05-21,,,68,51,59,
2012-05-22,,,66,41,55,
2012-05-23,,,49,32,41,
2012-05-24,,,52,30,43,
2012-05-25,,,49,31,39,
2012-05-26,,,42,24,32,
2012-05-27,,,42,25,34,
2012-05-28,,,53,32,46,
2012-05-29,,,61,42,52,
2012-05-30,,,64,44,55,
2012-05-31,,,67,47,57,
2012-06-01,,,68,51,61,
2012-06-02,,,71,55,63,
2012-06-03,,,72,54,63,
2012-06-04,,,66,48,59,
2012-06-05,,,47,26,36,
2012-06-06,,,51,25,39,
2012-06-07,,,60,37,50,
2012-06-08,,,65,47,57,
2012-06-09,,,58,28,45,
2012-06-10,,,55,27,43,
2012-06-11,,,63,38,52,
2012-06-12,,,68,48,59,
2012-06-13,,,70,52,61,
2012-06-14,,,69,48,61,
2012-06-15,,,73,50,61,
2012-06-16,,,72,48,61,
2012-06-17,,,71,57,64,
2012-06-18,,,72,54,63,
2012-06-19,,,67,48,55,
2012-06-20,,,68,43,55,
2012-06-21,,,74,56,64,
2012-06-22,,,68,53,59,
2012-06-23,,,66,49,57,
2012-06-24,,,69,51,61,
2012-06-25,,,68,52,59,
2012-06-26,,,68,48,57,
2012-06-27,,,69,48,59,
2012-06-28,,,71,54,63,
2012-06-29,,,72,54,63,
2012-06-30,,,74,53,64,
2012-07-01,,,74,57,64,
2012-07-02,,,75,55,64,
2012-07-03,,,73,56,64,
2012-07-04,,,71,47,59,
2012-07-05,,,60,46,52,
2012-07-06,,,69,49,59,
2012-07-07,,,74,53,63,
2012-07-08,,,74,56,64,
2012-07-09,,,79,58,68,
2012-07-10,,,81,62,72,
2012-07-11,,,83,63,72,
2012-07-12,,,80,49,64,
2012-07-13,,,60,48,54,
2012-07-14,,,62,46,52,
2012-07-15,,,62,46,54,
2012-07-16,,,60,48,54,
2012-07-17,,,65,49,55,
2012-07-18,,,67,48,57,
2012-07-19,,,70,52,59,
2012-07-20,,,72,53,63,
2012-07-21,,,75,57,64,
2012-07-22,,,74,57,64,
2012-07-23,,,68,48,55,
2012-07-24,,,67,51,59,
2012-07-25,,,71,54,63,
2012-07-26,,,74,56,64,
2012-07-27,,,72,54,63,
2012-07-28,,,72,57,64,
2012-07-29,,,74,57,64,
2012-07-30,,,77,55,66,
2012-07-31,,,70,54,61,
2012-08-01,,,75,56,63,
2012-08-02,,,77,56,66,
2012-08-03,,,78,57,66,
2012-08-04,,,77,57,64,
2012-08-05,,,73,56,63,
2012-08-06,,,74,55,63,
2012-08-07,,,78,57,66,
2012-08-08,,,78,54,64,
2012-08-09,,,78,56,68,
