#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1081: Ragged Mountain, ID
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Ragged Mountain (1081) 
# Idaho  SNOTEL Site - 4210 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: May 1, 2019 4:16:58 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2006-09-26,0.0,,,,,
2006-09-27,0.0,,70,,,
2006-09-28,0.0,,71,58,65,
2006-09-29,0.0,,73,60,66,
2006-09-30,0.0,,69,54,62,
2006-10-01,0.0,0.0,61,49,54,0.00
2006-10-02,0.0,0.0,61,47,54,0.00
2006-10-03,0.0,0.0,62,49,54,0.00
2006-10-04,0.0,0.0,63,49,54,0.00
2006-10-05,0.0,0.0,64,49,54,0.00
2006-10-06,0.0,0.0,55,47,50,0.00
2006-10-07,0.0,0.0,54,41,49,0.00
2006-10-08,0.0,0.0,49,39,44,0.00
2006-10-09,0.0,0.0,53,38,45,0.00
2006-10-10,0.0,0.0,54,44,51,0.10
2006-10-11,0.0,0.1,57,47,51,0.00
2006-10-12,0.0,0.1,61,47,54,0.10
2006-10-13,0.0,0.2,60,50,54,0.00
2006-10-14,0.0,0.2,63,48,55,0.00
2006-10-15,0.0,0.2,54,43,47,1.20
2006-10-16,0.0,1.4,48,38,43,1.50
2006-10-17,0.0,2.9,47,36,41,0.10
2006-10-18,0.0,3.0,44,41,43,0.10
2006-10-19,0.0,3.1,51,42,45,0.30
2006-10-20,0.0,3.4,51,41,46,0.00
2006-10-21,0.0,3.4,46,39,43,0.00
2006-10-22,0.0,3.4,53,39,45,0.00
2006-10-23,0.0,3.4,53,42,46,0.00
2006-10-24,0.0,3.4,47,38,43,0.00
2006-10-25,0.0,3.4,48,35,41,0.00
2006-10-26,0.0,3.4,43,35,40,0.00
2006-10-27,0.0,3.4,47,40,44,0.00
2006-10-28,0.0,3.4,53,43,47,0.00
2006-10-29,0.0,3.4,45,24,36,0.00
2006-10-30,0.0,3.4,32,20,25,0.00
2006-10-31,0.0,3.4,32,24,27,0.10
2006-11-01,0.1,3.5,33,23,28,0.10
2006-11-02,0.2,3.6,39,28,33,0.40
2006-11-03,0.7,4.0,46,39,43,1.00
2006-11-04,0.0,5.0,47,44,45,0.70
2006-11-05,0.0,5.7,47,42,45,0.20
2006-11-06,0.0,5.9,55,47,54,1.50
2006-11-07,0.0,7.4,55,38,51,0.90
2006-11-08,0.0,8.3,42,35,38,0.00
2006-11-09,0.0,8.3,36,34,35,0.50
2006-11-10,0.5,8.8,37,33,35,1.00
2006-11-11,1.5,9.8,37,32,35,0.70
2006-11-12,2.2,10.5,36,33,34,0.10
2006-11-13,2.3,10.6,38,33,36,0.90
2006-11-14,3.2,11.5,39,32,35,0.00
2006-11-15,3.2,11.5,45,33,37,0.00
2006-11-16,3.2,11.5,44,33,37,0.00
