#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 307: Badger Pass, MT
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Badger Pass (307) 
# Montana  SNOTEL Site - 6900 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: May 1, 2019 4:17:05 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1978-10-01,0.6,,,,,
1978-10-02,0.6,,,,,
1978-10-03,0.6,,,,,
1978-10-04,0.7,,,,,
1978-10-05,0.9,,,,,
1978-10-06,0.9,,,,,
1978-10-07,0.9,,,,,
1978-10-08,1.0,,,,,
1978-10-09,1.6,,,,,
1978-10-10,1.6,,,,,
1978-10-11,1.6,,,,,
1978-10-12,1.6,,,,,
1978-10-13,1.6,,,,,
1978-10-14,1.7,,,,,
1978-10-15,1.9,,,,,
1978-10-16,1.9,,,,,
1978-10-17,1.9,,,,,
1978-10-18,1.9,,,,,
1978-10-19,3.0,,,,,
1978-10-20,3.0,,,,,
1978-10-21,3.0,,,,,
1978-10-22,3.1,,,,,
1978-10-23,3.1,,,,,
1978-10-24,3.1,,,,,
1978-10-25,3.1,,,,,
1978-10-26,3.1,,,,,
1978-10-27,3.2,,,,,
1978-10-28,3.5,,,,,
1978-10-29,3.5,,,,,
1978-10-30,3.7,,,,,
1978-10-31,3.9,,,,,
1978-11-01,4.1,,,,,
1978-11-02,4.2,,,,,
1978-11-03,4.2,,,,,
1978-11-04,4.2,,,,,
1978-11-05,4.5,,,,,
1978-11-06,4.8,,,,,
1978-11-07,5.0,,,,,
1978-11-08,5.4,,,,,
1978-11-09,5.8,,,,,
1978-11-10,6.0,,,,,
1978-11-11,6.1,,,,,
1978-11-12,6.3,,,,,
1978-11-13,6.5,,,,,
1978-11-14,6.7,,,,,
1978-11-15,6.9,,,,,
1978-11-16,7.2,,,,,
1978-11-17,7.5,,,,,
1978-11-18,8.1,,,,,
1978-11-19,8.9,,,,,
1978-11-20,9.2,,,,,
1978-11-21,9.3,,,,,
1978-11-22,9.5,,,,,
1978-11-23,9.6,,,,,
1978-11-24,9.9,,,,,
1978-11-25,10.0,,,,,
1978-11-26,10.3,,,,,
1978-11-27,10.6,,,,,
1978-11-28,10.8,,,,,
1978-11-29,10.8,,,,,
1978-11-30,10.8,,,,,
1978-12-01,11.0,,,,,
1978-12-02,11.2,,,,,
1978-12-03,11.5,,,,,
1978-12-04,11.7,,,,,
1978-12-05,11.9,,,,,
1978-12-06,12.4,,,,,
1978-12-07,12.7,,,,,
1978-12-08,13.0,,,,,
1978-12-09,13.2,,,,,
1978-12-10,13.5,,,,,
1978-12-11,13.8,,,,,
1978-12-12,13.9,,,,,
1978-12-13,14.2,,,,,
1978-12-14,14.4,,,,,
1978-12-15,14.7,,,,,
1978-12-16,15.0,,,,,
1978-12-17,15.5,,,,,
1978-12-18,16.0,,,,,
1978-12-19,16.4,,,,,
1978-12-20,16.8,,,,,
1978-12-21,17.0,,,,,
1978-12-22,17.2,,,,,
1978-12-23,17.4,,,,,
1978-12-24,17.6,,,,,
1978-12-25,17.8,,,,,
1978-12-26,18.2,,,,,
1978-12-27,18.4,,,,,
1978-12-28,18.6,,,,,
1978-12-29,19.1,,,,,
1978-12-30,19.5,,,,,
1978-12-31,19.5,,,,,
1979-01-01,19.6,,,,,
1979-01-02,19.6,,,,,
1979-01-03,19.6,,,,,
1979-01-04,19.6,,,,,
1979-01-05,19.6,,,,,
1979-01-06,19.6,,,,,
1979-01-07,19.6,,,,,
1979-01-08,19.7,,,,,
1979-01-09,19.8,,,,,
1979-01-10,20.0,,,,,
1979-01-11,20.4,,,,,
1979-01-12,20.7,,,,,
1979-01-13,20.9,,,,,
1979-01-14,21.1,,,,,
1979-01-15,21.4,,,,,
1979-01-16,21.5,,,,,
1979-01-17,21.7,,,,,
1979-01-18,21.8,,,,,
1979-01-19,22.0,,,,,
1979-01-20,22.1,,,,,
1979-01-21,22.3,,,,,
1979-01-22,22.4,,,,,
1979-01-23,22.5,,,,,
1979-01-24,22.7,,,,,
1979-01-25,23.0,,,,,
1979-01-26,24.0,,,,,
1979-01-27,24.5,,,,,
1979-01-28,25.0,,,,,
1979-01-29,25.3,,,,,
1979-01-30,25.5,,,,,
1979-01-31,25.6,,,,,
1979-02-01,25.7,,,,,
1979-02-02,25.7,,,,,
1979-02-03,25.7,,,,,
1979-02-04,25.9,,,,,
1979-02-05,26.0,,,,,
1979-02-06,26.2,,,,,
1979-02-07,26.3,,,,,
1979-02-08,26.6,,,,,
1979-02-09,26.7,,,,,
1979-02-10,26.8,,,,,
1979-02-11,27.0,,,,,
1979-02-12,27.2,,,,,
1979-02-13,27.4,,,,,
1979-02-14,27.9,,,,,
1979-02-15,28.3,,,,,
1979-02-16,28.6,,,,,
1979-02-17,29.2,,,,,
1979-02-18,29.9,,,,,
1979-02-19,30.5,,,,,
1979-02-20,31.2,,,,,
1979-02-21,31.4,,,,,
1979-02-22,31.5,,,,,
1979-02-23,31.7,,,,,
1979-02-24,31.9,,,,,
1979-02-25,32.1,,,,,
1979-02-26,32.5,,,,,
1979-02-27,32.6,,,,,
1979-02-28,32.7,,,,,
1979-03-01,33.6,,,,,
1979-03-02,34.7,,,,,
1979-03-03,35.0,,,,,
1979-03-04,35.1,,,,,
1979-03-05,35.2,,,,,
1979-03-06,35.3,,,,,
1979-03-07,35.6,,,,,
1979-03-08,35.6,,,,,
1979-03-09,35.6,,,,,
1979-03-10,35.6,,,,,
1979-03-11,35.8,,,,,
1979-03-12,36.0,,,,,
1979-03-13,36.3,,,,,
1979-03-14,36.7,,,,,
