#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1113: Tony Grove RS, UT
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Tony Grove Rs (1113) 
# Utah  SNOTEL Site - 6332 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Jul 3, 2021 6:04:17 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2009-10-01,0.0,0.0,44,26,33,0.00
2009-10-02,0.0,0.0,53,22,36,0.00
2009-10-03,0.0,0.0,54,28,44,0.00
2009-10-04,0.0,0.0,47,34,39,0.60
2009-10-05,0.0,0.6,41,25,33,0.20
2009-10-06,0.0,0.8,48,21,33,0.00
2009-10-07,0.0,0.8,54,23,36,0.00
2009-10-08,0.0,0.8,48,28,37,0.00
2009-10-09,0.0,0.8,50,32,42,0.00
2009-10-10,0.0,0.8,44,34,38,0.00
2009-10-11,0.0,0.8,45,33,38,0.30
2009-10-12,0.0,1.1,59,33,44,0.00
2009-10-13,0.0,1.1,56,37,46,0.30
2009-10-14,0.0,1.4,57,40,46,0.50
2009-10-15,0.0,1.9,56,34,44,0.00
2009-10-16,0.0,1.9,62,32,44,0.00
2009-10-17,0.0,1.9,67,34,47,0.00
2009-10-18,0.0,1.9,70,36,51,0.00
2009-10-19,0.0,1.9,59,38,46,0.10
2009-10-20,0.0,2.0,50,30,40,0.00
2009-10-21,0.0,2.0,52,25,37,0.00
2009-10-22,0.0,2.0,53,30,40,0.10
2009-10-23,0.0,2.1,52,28,40,0.10
2009-10-24,0.0,2.2,49,28,41,0.20
2009-10-25,0.0,2.4,45,23,31,0.00
2009-10-26,0.0,2.4,51,22,36,0.10
2009-10-27,0.0,2.5,41,13,28,0.30
2009-10-28,0.0,2.8,39,12,27,0.00
2009-10-29,0.0,2.8,37,17,27,0.00
2009-10-30,0.0,2.8,38,27,34,0.00
2009-10-31,0.0,2.8,53,30,39,0.00
2009-11-01,0.0,2.8,56,31,40,0.00
2009-11-02,0.0,2.8,56,29,38,0.00
2009-11-03,0.0,2.8,59,29,41,0.00
2009-11-04,0.0,2.8,67,29,44,0.00
2009-11-05,0.0,2.8,65,32,47,0.00
2009-11-06,0.0,2.8,56,33,48,0.00
2009-11-07,0.0,2.8,52,29,38,0.00
2009-11-08,0.0,2.8,47,24,33,0.00
2009-11-09,0.0,2.8,53,22,35,0.00
2009-11-10,0.0,2.8,54,29,39,0.00
2009-11-11,0.0,2.8,59,31,45,0.00
2009-11-12,0.0,2.8,53,20,39,0.30
2009-11-13,0.2,3.1,35,12,21,0.00
2009-11-14,0.2,3.1,34,10,23,0.20
2009-11-15,0.4,3.3,32,5,17,0.00
2009-11-16,0.4,3.3,42,9,24,0.00
2009-11-17,0.4,3.3,54,19,32,0.00
2009-11-18,0.4,3.3,52,22,34,0.00
2009-11-19,0.3,3.3,45,19,29,0.00
2009-11-20,0.3,3.3,51,18,35,0.00
2009-11-21,0.3,3.3,47,12,30,0.20
2009-11-22,0.4,3.5,36,10,24,0.30
2009-11-23,0.7,3.8,34,10,24,0.00
2009-11-24,0.7,3.8,39,8,20,0.00
2009-11-25,0.7,3.8,47,14,28,0.00
2009-11-26,0.7,3.8,54,20,32,0.00
2009-11-27,0.7,3.8,49,21,34,0.00
2009-11-28,0.7,3.8,47,23,32,0.00
2009-11-29,0.7,3.8,43,16,27,0.00
2009-11-30,0.7,3.8,45,16,27,0.00
2009-12-01,0.7,3.8,41,18,29,0.00
2009-12-02,0.7,3.8,35,3,18,0.00
2009-12-03,0.7,3.8,27,-1,10,0.00
2009-12-04,0.7,3.8,31,-2,15,0.00
2009-12-05,0.7,3.8,27,11,18,0.10
2009-12-06,0.8,3.9,15,-1,10,0.10
2009-12-07,0.9,4.0,19,2,9,0.10
2009-12-08,1.0,4.1,19,-1,9,0.10
2009-12-09,1.1,4.2,14,2,10,0.00
2009-12-10,1.1,4.2,26,-5,7,0.00
2009-12-11,1.1,4.2,35,-3,17,0.00
2009-12-12,1.3,4.2,34,20,30,0.30
2009-12-13,1.8,4.5,35,30,31,0.70
2009-12-14,2.4,5.2,34,10,28,0.00
2009-12-15,2.4,5.2,39,10,26,0.10
2009-12-16,2.5,5.3,41,30,33,0.20
2009-12-17,2.5,5.5,41,27,33,0.10
2009-12-18,2.6,5.6,43,13,26,0.00
2009-12-19,2.6,5.6,38,12,25,0.00
2009-12-20,2.6,5.6,51,21,31,0.00
2009-12-21,2.6,5.6,45,22,30,0.00
2009-12-22,2.6,5.6,36,23,29,0.00
2009-12-23,2.6,5.6,29,0,20,0.00
2009-12-24,2.6,5.6,29,-3,10,0.00
2009-12-25,2.6,5.6,31,0,13,0.00
2009-12-26,2.6,5.6,32,1,13,0.00
2009-12-27,2.6,5.6,34,4,16,0.00
2009-12-28,2.6,5.6,40,5,18,0.00
2009-12-29,2.6,5.6,29,12,21,0.10
2009-12-30,2.7,5.7,30,17,23,0.20
2009-12-31,3.0,5.9,28,18,24,0.10
2010-01-01,3.2,6.0,38,26,32,0.40
2010-01-02,3.5,6.4,37,22,31,0.10
2010-01-03,3.5,6.5,40,13,26,0.00
2010-01-04,3.5,6.5,42,10,24,0.00
2010-01-05,3.5,6.5,38,21,32,0.00
2010-01-06,3.5,6.5,39,11,31,0.20
2010-01-07,3.7,6.7,34,-2,11,0.00
2010-01-08,3.7,6.7,43,-1,15,0.00
2010-01-09,3.7,6.7,41,12,26,0.00
2010-01-10,3.7,6.7,48,19,28,0.00
2010-01-11,3.7,6.7,51,17,28,0.00
2010-01-12,3.7,6.7,46,17,29,0.00
2010-01-13,3.7,6.7,50,20,32,0.00
2010-01-14,3.7,6.7,42,22,29,0.00
2010-01-15,3.7,6.7,42,12,26,0.00
2010-01-16,3.7,6.7,54,17,29,0.00
2010-01-17,3.7,6.7,49,18,29,0.00
2010-01-18,3.7,6.7,38,25,33,0.10
2010-01-19,4.0,6.8,38,18,30,0.50
2010-01-20,4.4,7.3,37,21,27,0.00
2010-01-21,4.4,7.3,41,24,30,0.30
2010-01-22,4.9,7.6,37,26,30,0.40
2010-01-23,5.3,8.0,28,25,26,0.60
2010-01-24,5.9,8.6,29,8,22,0.20
2010-01-25,5.9,8.8,33,9,23,0.10
2010-01-26,6.1,8.9,38,16,28,0.10
2010-01-27,6.2,9.0,42,18,28,0.00
2010-01-28,6.2,9.0,43,13,27,0.00
2010-01-29,6.2,9.0,46,10,22,0.00
2010-01-30,6.2,9.0,48,10,25,0.30
2010-01-31,6.4,9.3,31,28,29,0.90
2010-02-01,7.3,10.2,40,9,26,0.00
2010-02-02,7.3,10.2,44,8,25,0.00
2010-02-03,7.3,10.2,44,16,29,0.10
2010-02-04,7.4,10.3,42,16,29,0.00
2010-02-05,7.4,10.3,38,17,30,0.30
2010-02-06,7.7,10.6,49,22,33,0.00
2010-02-07,7.7,10.6,37,13,27,0.00
2010-02-08,7.7,10.6,38,7,20,0.00
2010-02-09,7.7,10.6,35,7,19,0.10
2010-02-10,7.7,10.7,38,10,25,0.00
2010-02-11,7.7,10.7,37,24,29,0.10
2010-02-12,7.9,10.8,39,28,33,0.30
2010-02-13,8.3,11.1,40,12,30,0.30
2010-02-14,8.5,11.4,46,9,24,0.10
2010-02-15,8.6,11.5,40,22,31,0.10
2010-02-16,8.9,11.6,43,19,28,0.00
2010-02-17,8.9,11.6,39,23,31,0.00
2010-02-18,9.0,11.6,42,13,28,0.00
2010-02-19,9.0,11.6,38,9,22,0.00
2010-02-20,9.0,11.6,40,5,19,0.00
2010-02-21,9.0,11.6,28,2,17,0.00
2010-02-22,9.0,11.6,34,-3,13,0.00
2010-02-23,9.0,11.6,38,0,17,0.00
2010-02-24,9.0,11.6,36,14,27,0.30
2010-02-25,9.3,11.9,43,14,29,0.00
2010-02-26,9.3,11.9,45,8,26,0.00
2010-02-27,9.4,11.9,54,24,35,0.00
2010-02-28,9.5,11.9,46,20,33,0.00
2010-03-01,9.6,11.9,46,15,30,0.00
2010-03-02,9.6,11.9,51,20,35,0.00
2010-03-03,9.5,11.9,45,30,36,0.00
2010-03-04,9.4,11.9,45,26,35,0.10
2010-03-05,9.2,12.0,45,31,35,0.00
2010-03-06,9.2,12.0,46,22,34,0.00
2010-03-07,9.2,12.0,43,24,33,0.00
2010-03-08,9.2,12.0,47,23,35,0.00
2010-03-09,8.9,12.0,47,22,33,0.00
2010-03-10,8.5,12.0,34,13,25,0.10
2010-03-11,8.6,12.1,40,12,24,0.00
2010-03-12,8.6,12.1,47,12,30,0.00
2010-03-13,8.6,12.1,43,26,32,0.00
2010-03-14,8.7,12.1,49,24,35,0.00
2010-03-15,8.7,12.1,51,23,36,0.00
2010-03-16,8.6,12.1,54,22,36,0.00
2010-03-17,8.5,12.1,58,26,40,0.00
2010-03-18,8.3,12.1,47,24,36,0.00
2010-03-19,8.3,12.1,37,17,27,0.10
2010-03-20,8.4,12.2,46,11,27,0.00
2010-03-21,8.4,12.2,52,17,35,0.00
2010-03-22,8.4,12.2,43,28,35,0.20
2010-03-23,8.5,12.4,43,22,32,0.00
2010-03-24,8.5,12.4,48,17,33,0.00
2010-03-25,8.5,12.4,52,24,33,0.00
2010-03-26,8.5,12.4,36,23,30,0.30
2010-03-27,8.8,12.7,46,20,31,0.00
2010-03-28,8.8,12.7,49,17,33,0.00
2010-03-29,8.8,12.7,54,27,43,0.00
2010-03-30,8.7,12.7,53,28,42,0.20
2010-03-31,8.5,12.9,34,26,29,0.50
2010-04-01,8.8,13.4,39,24,29,0.10
2010-04-02,8.8,13.5,40,24,30,0.20
2010-04-03,8.9,13.7,35,22,28,0.60
2010-04-04,9.2,14.3,42,14,30,0.20
2010-04-05,9.3,14.5,44,25,34,0.70
2010-04-06,9.8,15.2,37,16,28,0.40
2010-04-07,10.1,15.6,45,9,27,0.00
