#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 788: Stampede Pass, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Stampede Pass (788) 
# Washington  SNOTEL Site - 3850 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: May 1, 2019 4:33:18 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1982-10-01,0.0,0.0,,,,0.40
1982-10-02,0.0,0.4,,,,0.40
1982-10-03,0.1,0.8,,,,0.00
1982-10-04,0.1,0.8,,,,0.00
1982-10-05,0.0,0.8,,,,0.30
1982-10-06,0.1,1.1,,,,0.00
1982-10-07,0.1,1.1,,,,0.90
1982-10-08,0.1,2.0,,,,0.50
1982-10-09,0.0,2.5,,,,0.00
1982-10-10,0.0,2.5,,,,0.10
1982-10-11,0.0,2.6,,,,0.00
1982-10-12,0.0,2.6,,,,0.00
1982-10-13,0.0,2.6,,,,0.00
1982-10-14,0.0,2.6,,,,0.00
1982-10-15,0.0,2.6,,,,0.00
1982-10-16,0.0,2.6,,,,0.30
1982-10-17,0.0,2.9,,,,0.20
1982-10-18,0.0,3.1,,,,0.00
1982-10-19,0.0,3.1,,,,0.00
1982-10-20,0.0,3.1,,,,0.50
1982-10-21,0.0,3.6,,,,0.30
1982-10-22,0.0,3.9,,,,0.50
1982-10-23,0.3,4.4,,,,0.00
1982-10-24,0.3,4.4,,,,0.00
1982-10-25,0.6,4.4,,,,0.00
1982-10-26,0.1,4.4,,,,0.40
1982-10-27,0.0,4.8,,,,0.30
1982-10-28,0.0,5.1,,,,1.30
1982-10-29,0.3,6.4,,,,0.30
1982-10-30,0.2,6.7,,,,0.10
1982-10-31,0.4,6.8,,,,0.20
1982-11-01,0.5,7.0,,,,0.20
1982-11-02,0.0,7.2,,,,0.00
1982-11-03,0.2,7.2,,,,0.30
1982-11-04,0.5,7.5,,,,0.50
1982-11-05,0.5,8.0,,,,1.30
1982-11-06,0.5,9.3,,,,0.10
1982-11-07,0.7,9.4,,,,0.10
1982-11-08,0.7,9.5,,,,0.00
1982-11-09,0.7,9.5,,,,0.00
1982-11-10,0.7,9.5,,,,0.00
1982-11-11,0.7,9.5,,,,0.00
1982-11-12,0.7,9.5,,,,0.30
1982-11-13,0.9,9.8,,,,0.00
1982-11-14,1.0,9.8,,,,0.00
1982-11-15,1.0,9.8,,,,0.60
1982-11-16,1.1,10.4,,,,1.50
1982-11-17,3.3,11.9,,,,0.90
1982-11-18,3.3,12.8,,,,0.50
1982-11-19,3.3,13.3,,,,0.80
1982-11-20,4.5,14.1,,,,0.40
1982-11-21,4.3,14.5,,,,0.00
1982-11-22,3.6,14.5,,,,0.00
1982-11-23,3.0,14.5,,,,0.00
1982-11-24,3.1,14.5,,,,0.00
1982-11-25,3.1,14.5,,,,0.00
1982-11-26,3.3,14.5,,,,0.20
