#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 555: Kendall R.S., WY
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Kendall R.s. (555) 
# Wyoming  SNOTEL Site - 7740 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Jul 3, 2021 6:09:08 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1985-08-16,,,61,34,46,
1985-08-17,,,75,27,50,
1985-08-18,,,74,36,53,
1985-08-19,,,72,41,53,
1985-08-20,,,77,33,55,
1985-08-21,,,75,31,52,
1985-08-22,,,66,29,49,
1985-08-23,,,74,28,51,
1985-08-24,,,79,30,54,
1985-08-25,,,85,30,58,
1985-08-26,,,85,38,59,
1985-08-27,,,83,40,55,
1985-08-28,,,,,15,
1985-08-29,,,76,,52,
1985-08-30,,,78,35,56,
1985-08-31,,,72,42,53,
1985-09-01,,,69,40,51,
1985-09-02,,,56,32,45,
1985-09-03,,,68,28,46,
1985-09-04,,,69,32,49,
1985-09-05,,,66,41,53,
1985-09-06,,,68,40,53,
1985-09-07,,,61,37,49,
1985-09-08,,,65,33,48,
1985-09-09,,,68,34,49,
1985-09-10,,,68,36,50,
1985-09-11,,,53,30,41,
1985-09-12,,,43,31,34,
1985-09-13,,,60,22,37,
1985-09-14,,,66,26,43,
1985-09-15,,,65,33,46,
1985-09-16,,,62,26,43,
1985-09-17,,,59,32,44,
1985-09-18,,,48,37,41,
1985-09-19,,,46,24,37,
1985-09-20,,,61,20,37,
1985-09-21,,,46,25,34,
1985-09-22,,,40,19,30,
1985-09-23,,,41,14,27,
1985-09-24,,,47,26,34,
1985-09-25,,,49,20,33,
1985-09-26,,,59,21,38,
1985-09-27,,,57,23,35,
1985-09-28,,,,13,21,
1985-09-29,,,38,11,23,
1985-09-30,,,52,8,28,
1985-10-01,0.0,0.0,54,15,33,0.00
1985-10-02,0.0,0.0,53,26,38,0.00
1985-10-03,0.0,0.0,52,28,39,0.00
1985-10-04,0.0,0.0,50,15,30,0.00
1985-10-05,0.0,0.0,59,19,36,0.00
1985-10-06,0.0,0.0,59,22,39,0.40
1985-10-07,0.0,0.4,38,19,31,0.30
1985-10-08,0.0,0.7,32,15,20,0.10
1985-10-09,0.0,0.8,36,15,23,0.00
1985-10-10,0.0,0.8,49,8,25,0.00
1985-10-11,0.0,0.8,52,15,31,0.10
1985-10-12,0.0,0.9,40,18,31,0.00
1985-10-13,0.0,0.9,42,10,25,0.10
1985-10-14,0.0,1.0,44,15,29,0.00
1985-10-15,0.0,1.0,54,24,37,0.00
1985-10-16,0.0,1.0,55,19,34,0.00
1985-10-17,0.0,1.0,53,21,34,0.00
1985-10-18,0.0,1.0,55,22,34,0.00
1985-10-19,0.0,1.0,57,19,34,0.00
1985-10-20,0.0,1.0,57,21,35,0.00
1985-10-21,0.0,1.0,55,24,38,0.10
1985-10-22,0.2,1.1,32,24,27,0.80
1985-10-23,0.9,1.9,38,26,32,0.50
1985-10-24,1.5,2.4,44,26,34,0.10
1985-10-25,1.5,2.5,52,22,33,0.00
1985-10-26,1.3,2.5,52,22,34,0.00
1985-10-27,1.3,2.5,57,21,35,0.00
1985-10-28,1.3,2.5,54,24,36,0.00
1985-10-29,1.3,2.5,50,19,32,0.00
1985-10-30,1.3,2.5,49,18,32,0.00
1985-10-31,1.5,2.5,39,16,28,0.00
1985-11-01,1.5,2.5,38,13,27,0.00
1985-11-02,1.5,2.5,47,31,36,0.00
1985-11-03,1.5,2.5,51,23,33,0.00
1985-11-04,1.3,2.5,54,21,36,0.10
1985-11-05,1.5,2.6,36,22,28,0.00
1985-11-06,1.5,2.6,34,21,25,0.40
1985-11-07,1.8,3.0,32,24,28,1.20
1985-11-08,3.3,4.2,30,2,22,0.00
1985-11-09,3.3,4.2,25,-1,12,0.30
1985-11-10,3.7,4.5,18,-1,9,0.20
1985-11-11,3.8,4.7,33,14,25,0.20
1985-11-12,4.0,4.9,37,22,29,0.80
1985-11-13,4.8,5.7,26,19,21,0.00
1985-11-14,4.8,5.7,36,3,15,0.00
1985-11-15,4.8,5.7,33,5,14,0.00
1985-11-16,4.8,5.7,29,3,13,0.00
1985-11-17,4.8,5.7,29,-1,14,0.00
1985-11-18,4.8,5.7,23,0,13,0.00
1985-11-19,4.8,5.7,9,-13,-3,0.00
1985-11-20,4.8,5.7,10,-17,-2,0.20
1985-11-21,5.0,5.9,13,-3,3,0.10
1985-11-22,5.1,6.0,9,-6,3,0.10
1985-11-23,5.2,6.1,8,-17,-3,0.10
1985-11-24,5.3,6.2,27,2,15,0.90
1985-11-25,6.3,7.1,28,7,21,0.00
1985-11-26,6.3,7.1,24,-2,9,0.00
1985-11-27,6.3,7.1,20,13,16,0.40
1985-11-28,6.7,7.5,25,13,18,0.50
1985-11-29,7.5,8.0,28,16,22,0.30
1985-11-30,7.5,8.3,22,-9,10,0.00
1985-12-01,7.5,8.3,15,-1,8,0.20
1985-12-02,7.7,8.5,25,11,19,0.70
1985-12-03,8.4,9.2,28,-1,20,0.30
1985-12-04,8.8,9.5,27,-10,6,0.10
1985-12-05,8.9,9.6,27,0,12,0.00
1985-12-06,8.9,9.6,30,1,16,0.10
1985-12-07,9.0,9.7,25,10,18,0.00
1985-12-08,9.0,9.7,33,10,19,0.00
1985-12-09,9.0,9.7,20,1,13,0.00
1985-12-10,9.0,9.7,11,-13,1,0.00
1985-12-11,9.0,9.7,7,-25,-8,0.00
1985-12-12,9.0,9.7,13,-5,2,0.00
1985-12-13,9.0,9.7,20,-1,9,0.00
1985-12-14,9.0,9.7,25,-10,3,0.00
1985-12-15,9.0,9.7,27,-9,6,0.00
1985-12-16,9.0,9.7,28,-3,13,0.10
1985-12-17,9.1,9.8,33,15,24,0.00
1985-12-18,9.1,9.8,32,9,19,0.00
1985-12-19,9.1,9.8,32,8,18,0.00
1985-12-20,9.1,9.8,36,12,21,0.00
1985-12-21,9.1,9.8,36,10,20,0.00
1985-12-22,9.1,9.8,40,10,20,0.00
1985-12-23,9.1,9.8,36,9,21,0.00
1985-12-24,9.1,9.8,32,11,22,0.00
1985-12-25,9.1,9.8,33,5,18,0.00
1985-12-26,9.1,9.8,32,0,14,0.00
1985-12-27,9.1,9.8,20,-2,8,0.00
1985-12-28,9.1,9.8,27,-1,11,0.00
1985-12-29,9.1,9.8,29,-1,13,0.00
1985-12-30,9.1,9.8,29,0,18,0.00
1985-12-31,9.1,9.8,26,-1,10,0.10
1986-01-01,9.2,9.9,22,9,18,0.40
1986-01-02,9.6,10.3,23,3,13,0.00
1986-01-03,9.6,10.3,25,-3,13,0.00
1986-01-04,9.6,10.3,13,-12,-3,0.00
1986-01-05,9.6,10.3,28,-14,12,0.40
1986-01-06,10.1,10.7,25,1,18,0.00
1986-01-07,10.0,10.7,25,-5,8,0.00
1986-01-08,10.1,10.7,34,6,17,0.00
1986-01-09,10.1,10.7,37,4,20,0.00
1986-01-10,10.1,10.7,35,10,20,0.00
1986-01-11,10.1,10.7,36,5,17,0.00
1986-01-12,10.1,10.7,31,-1,14,0.00
1986-01-13,10.1,10.7,31,1,14,0.00
1986-01-14,10.1,10.7,29,1,11,0.00
1986-01-15,10.1,10.7,30,-3,15,0.20
1986-01-16,10.3,10.9,30,20,25,0.90
1986-01-17,11.3,11.8,34,8,26,0.10
1986-01-18,11.3,11.9,37,6,19,0.00
1986-01-19,11.4,11.9,29,7,18,0.00
1986-01-20,11.4,11.9,32,9,19,0.00
1986-01-21,11.4,11.9,23,-3,7,0.00
1986-01-22,11.4,11.9,26,-11,8,0.10
1986-01-23,11.4,12.0,25,3,16,0.20
1986-01-24,11.6,12.2,26,-2,10,0.00
1986-01-25,11.6,12.2,25,-9,8,0.00
1986-01-26,11.6,12.2,37,4,17,0.00
1986-01-27,11.7,12.2,43,6,20,0.10
1986-01-28,11.9,12.3,41,18,30,0.10
1986-01-29,11.9,12.4,36,18,26,0.20
1986-01-30,12.1,12.6,37,20,29,0.40
1986-01-31,12.5,13.0,36,27,31,0.10
1986-02-01,12.7,13.1,36,12,28,0.00
1986-02-02,12.7,13.1,31,3,16,0.00
1986-02-03,12.7,13.1,32,8,23,0.00
1986-02-04,12.7,13.1,29,4,16,0.00
1986-02-05,12.7,13.1,26,-1,10,0.00
1986-02-06,12.7,13.1,25,-3,11,0.00
1986-02-07,12.7,13.1,16,-10,4,0.00
1986-02-08,12.7,13.1,13,-21,-5,0.00
1986-02-09,12.7,13.1,14,-20,-7,0.00
1986-02-10,12.7,13.1,17,-7,4,0.00
1986-02-11,12.7,13.1,11,-19,-6,0.00
1986-02-12,12.7,13.1,17,-12,5,0.60
1986-02-13,13.2,13.7,29,12,21,0.40
1986-02-14,13.7,14.1,32,20,25,0.70
1986-02-15,14.7,14.8,36,28,31,0.90
1986-02-16,15.5,15.7,33,26,29,1.10
1986-02-17,16.6,16.8,28,28,28,2.30
1986-02-18,19.0,19.1,35,28,31,1.50
1986-02-19,20.6,20.6,33,26,30,0.90
1986-02-20,21.5,21.5,20,15,17,0.30
1986-02-21,21.8,21.8,29,17,21,0.50
1986-02-22,22.3,22.3,32,20,26,1.70
1986-02-23,24.1,24.0,40,28,32,0.10
1986-02-24,24.3,24.1,38,27,33,0.00
1986-02-25,24.3,24.1,49,20,33,0.00
1986-02-26,24.3,24.1,47,17,33,0.00
1986-02-27,24.3,24.1,45,11,23,0.00
1986-02-28,24.3,24.1,49,11,25,0.00
1986-03-01,24.3,24.1,46,10,26,0.00
1986-03-02,24.3,24.1,50,16,31,0.00
1986-03-03,24.3,24.1,45,9,26,0.00
1986-03-04,24.3,24.1,51,12,29,0.00
1986-03-05,24.3,24.1,50,14,28,0.00
1986-03-06,24.3,24.1,48,10,27,0.20
1986-03-07,24.3,24.3,39,31,34,0.30
1986-03-08,24.8,24.6,38,28,33,0.20
1986-03-09,25.0,24.8,41,20,28,0.00
1986-03-10,25.0,24.8,31,15,24,0.00
1986-03-11,25.1,24.8,44,12,26,0.00
1986-03-12,25.1,24.8,42,15,24,0.00
1986-03-13,25.1,24.8,38,9,21,0.00
1986-03-14,25.1,24.8,35,6,19,0.00
1986-03-15,25.1,24.8,39,6,18,0.00
1986-03-16,25.1,24.8,35,3,20,0.20
1986-03-17,25.1,25.0,36,16,25,0.10
1986-03-18,25.3,25.1,34,12,21,0.00
1986-03-19,25.3,25.1,39,11,24,0.00
1986-03-20,25.5,25.1,46,16,29,0.00
1986-03-21,25.5,25.1,18,10,14,0.00
1986-03-22,25.5,25.1,49,25,35,0.00
1986-03-23,25.6,25.1,49,18,32,0.00
1986-03-24,25.6,25.1,49,25,34,0.00
1986-03-25,25.6,25.1,41,13,27,0.00
1986-03-26,25.6,25.1,45,8,25,0.00
1986-03-27,25.6,25.1,50,22,35,0.00
1986-03-28,25.6,25.1,57,19,34,0.20
1986-03-29,25.3,25.3,56,26,37,0.00
1986-03-30,25.0,25.3,54,19,35,0.00
1986-03-31,24.6,25.3,40,17,31,0.00
1986-04-01,24.3,25.3,43,9,26,0.00
1986-04-02,24.3,25.3,44,25,32,0.00
1986-04-03,24.3,25.3,45,22,31,0.00
1986-04-04,24.3,25.3,47,20,32,0.00
1986-04-05,24.3,25.3,48,14,30,0.00
1986-04-06,23.8,25.3,53,18,35,0.00
1986-04-07,23.5,25.3,49,25,34,0.30
1986-04-08,23.3,25.6,49,20,32,0.10
1986-04-09,23.3,25.7,44,26,33,0.20
1986-04-10,23.5,25.9,51,29,37,0.20
1986-04-11,23.1,26.1,47,28,35,0.10
1986-04-12,23.0,26.2,49,28,37,0.00
1986-04-13,22.8,26.2,32,11,24,0.00
1986-04-14,22.6,26.2,41,6,24,0.00
1986-04-15,22.3,26.2,51,15,33,0.10
1986-04-16,22.1,26.3,44,21,35,0.00
1986-04-17,22.1,26.3,37,20,29,0.00
1986-04-18,22.1,26.3,39,18,28,0.00
1986-04-19,22.1,26.3,48,20,33,0.10
1986-04-20,21.6,26.4,53,34,41,0.00
1986-04-21,20.6,26.4,64,31,42,0.00
1986-04-22,19.5,26.4,61,27,41,0.40
1986-04-23,18.8,26.8,53,31,39,0.40
1986-04-24,19.1,27.2,49,27,36,0.00
1986-04-25,19.3,27.2,42,25,31,0.10
1986-04-26,19.6,27.3,42,25,31,0.10
1986-04-27,19.0,27.4,41,25,31,0.20
1986-04-28,18.8,27.6,51,28,35,0.00
1986-04-29,18.1,27.6,42,25,32,0.00
1986-04-30,18.0,27.6,49,19,34,0.20
1986-05-01,17.8,27.8,65,22,41,0.00
1986-05-02,17.0,27.8,69,30,46,0.00
1986-05-03,17.0,27.8,66,28,44,0.00
1986-05-04,16.8,27.8,55,29,37,0.30
1986-05-05,16.8,28.1,40,22,31,0.00
1986-05-06,16.6,28.1,39,20,30,0.70
1986-05-07,17.3,28.8,44,29,33,0.30
1986-05-08,17.5,29.1,39,25,30,0.20
1986-05-09,17.6,29.3,42,18,30,0.10
1986-05-10,17.6,29.4,45,30,34,0.00
1986-05-11,17.3,29.4,43,22,33,0.00
1986-05-12,17.0,29.4,44,14,30,0.00
1986-05-13,16.6,29.4,54,21,36,0.30
1986-05-14,16.0,29.7,48,28,36,0.00
1986-05-15,15.6,29.7,31,23,26,0.00
1986-05-16,14.6,29.7,49,25,34,0.10
1986-05-17,14.6,29.8,59,18,35,0.00
1986-05-18,14.5,29.8,59,24,41,0.10
1986-05-19,13.6,29.9,69,31,46,0.00
1986-05-20,12.2,29.9,73,32,48,0.00
1986-05-21,10.9,29.9,62,29,45,0.00
1986-05-22,9.8,29.9,40,19,29,0.00
1986-05-23,8.9,29.9,52,14,32,0.00
1986-05-24,8.1,29.9,61,25,41,0.00
1986-05-25,6.8,29.9,70,28,47,0.00
1986-05-26,4.7,29.9,72,31,49,0.00
1986-05-27,3.2,29.9,71,29,48,0.00
1986-05-28,1.5,29.9,73,30,51,0.00
1986-05-29,0.0,29.9,71,31,50,0.00
1986-05-30,0.0,29.9,76,32,52,0.00
1986-05-31,0.0,29.9,77,32,54,0.00
1986-06-01,0.0,29.9,74,36,51,0.00
1986-06-02,0.0,29.9,76,34,54,0.00
1986-06-03,0.0,29.9,73,36,54,0.00
1986-06-04,0.0,29.9,71,37,52,0.00
1986-06-05,0.0,29.9,69,39,53,0.00
1986-06-06,0.0,29.9,66,34,50,0.00
1986-06-07,0.0,29.9,,,,0.00
1986-06-08,0.0,29.9,60,37,45,0.00
1986-06-09,0.0,29.9,57,33,45,0.00
1986-06-10,0.0,29.9,66,34,49,0.00
1986-06-11,0.0,29.9,68,32,51,0.00
1986-06-12,0.0,29.9,72,34,53,0.00
1986-06-13,0.0,29.9,71,40,55,0.00
1986-06-14,0.0,29.9,70,35,52,0.00
1986-06-15,0.0,29.9,71,37,54,0.00
1986-06-16,0.0,29.9,79,36,58,0.00
1986-06-17,0.0,29.9,80,37,58,0.00
1986-06-18,0.0,29.9,70,35,52,0.00
1986-06-19,0.0,29.9,72,38,54,0.00
1986-06-20,0.0,29.9,69,37,52,0.00
1986-06-21,0.0,29.9,64,32,48,0.00
1986-06-22,0.0,29.9,37,31,32,0.00
1986-06-23,0.0,29.9,76,34,57,0.00
1986-06-24,0.0,29.9,78,36,58,0.00
1986-06-25,0.0,29.9,74,40,57,0.00
1986-06-26,0.0,29.9,77,39,59,0.00
1986-06-27,0.0,29.9,81,39,60,0.00
1986-06-28,0.0,29.9,78,43,59,0.00
1986-06-29,0.0,29.9,72,42,58,0.00
1986-06-30,0.0,29.9,69,33,52,0.00
1986-07-01,0.0,29.9,74,33,54,0.00
1986-07-02,0.0,29.9,82,34,59,0.00
1986-07-03,0.0,29.9,76,45,60,0.00
1986-07-04,0.0,29.9,66,33,51,0.00
1986-07-05,0.0,29.9,58,30,42,0.00
1986-07-06,0.0,29.9,69,25,47,0.00
1986-07-07,0.0,29.9,61,36,47,0.00
1986-07-08,0.0,29.9,69,32,49,0.20
1986-07-09,0.0,30.1,67,39,51,0.00
1986-07-10,0.0,30.1,59,39,48,0.00
1986-07-11,0.0,30.1,62,38,52,0.00
1986-07-12,0.0,30.1,68,30,50,0.00
1986-07-13,0.0,30.1,74,32,54,0.00
1986-07-14,0.0,30.1,75,38,52,0.50
1986-07-15,0.0,30.6,67,40,50,0.10
1986-07-16,0.0,30.7,65,41,49,0.30
1986-07-17,0.0,31.0,68,35,51,0.00
1986-07-18,0.0,31.0,72,35,53,0.00
1986-07-19,0.0,31.0,72,36,53,0.00
1986-07-20,0.0,31.0,76,35,56,0.00
1986-07-21,0.0,31.0,76,37,57,0.00
1986-07-22,0.0,31.0,65,43,55,0.00
1986-07-23,0.0,31.0,71,37,51,0.00
1986-07-24,0.0,31.0,61,38,47,0.60
1986-07-25,0.0,31.6,64,40,47,0.00
1986-07-26,0.0,31.6,63,39,47,0.30
1986-07-27,0.0,31.9,65,36,46,0.10
1986-07-28,0.0,32.0,72,32,51,0.00
1986-07-29,0.0,32.0,72,35,52,0.00
1986-07-30,0.0,32.0,68,34,51,0.00
1986-07-31,0.0,32.0,72,35,53,0.00
1986-08-01,0.0,32.0,76,33,55,0.10
1986-08-02,0.0,32.1,77,38,57,0.00
1986-08-03,0.0,32.1,80,40,53,0.10
1986-08-04,0.0,32.2,72,35,52,0.00
1986-08-05,0.0,32.2,76,37,56,0.00
