#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 942: Burnt Mountain, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Burnt Mountain (942) 
# Washington  SNOTEL Site - 4170 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Jul 3, 2021 6:07:05 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1999-07-14,0.0,,48,-87,35,
1999-07-15,0.0,,56,40,49,
1999-07-16,0.0,,58,44,49,
1999-07-17,0.0,,46,42,44,
1999-07-18,0.0,,60,43,54,
1999-07-19,0.0,,67,53,60,
1999-07-20,0.0,,64,49,58,
1999-07-21,0.0,,62,48,53,
1999-07-22,0.0,,,,,
1999-07-23,0.0,,65,48,56,
1999-07-24,0.0,,49,43,46,
1999-07-25,0.0,,56,41,47,
1999-07-26,0.0,,70,50,61,
1999-07-27,0.0,,70,54,62,
1999-07-28,0.0,,71,53,62,
1999-07-29,0.0,,65,51,56,
1999-07-30,0.0,,58,47,51,
1999-07-31,0.0,,64,46,54,
1999-08-01,0.0,,65,50,57,
1999-08-02,0.0,,69,54,61,
1999-08-03,0.0,,63,52,58,
1999-08-04,0.0,,66,51,58,
1999-08-05,0.0,,72,55,62,
1999-08-06,0.0,,65,54,58,
1999-08-07,0.0,,54,48,52,
1999-08-08,0.0,,57,48,52,
1999-08-09,0.0,,61,50,55,
1999-08-10,0.0,,65,51,57,
1999-08-11,0.0,,54,44,51,
1999-08-12,0.0,,54,43,48,
1999-08-13,0.0,,53,44,48,
1999-08-14,0.0,,50,44,46,
1999-08-15,0.0,,52,43,47,
1999-08-16,0.0,,63,50,55,
1999-08-17,0.0,,70,53,62,
1999-08-18,0.0,,71,51,61,
1999-08-19,0.0,,60,50,54,
1999-08-20,0.0,,65,49,57,
1999-08-21,0.0,,59,47,51,
1999-08-22,0.0,,72,46,60,
1999-08-23,0.0,,76,57,67,
1999-08-24,0.0,,70,55,61,
1999-08-25,0.0,,65,48,55,
1999-08-26,0.0,,70,50,60,
1999-08-27,0.0,,78,60,69,
1999-08-28,0.0,,69,54,60,
1999-08-29,0.0,,53,40,47,
1999-08-30,0.0,,45,38,40,
1999-08-31,0.0,,48,38,41,
1999-09-01,0.0,,53,38,45,
1999-09-02,0.0,,56,42,49,
1999-09-03,0.0,,62,46,53,
1999-09-04,0.0,,62,49,53,
1999-09-05,0.0,,55,43,49,
1999-09-06,0.0,,51,40,44,
1999-09-07,0.0,,57,39,48,
1999-09-08,0.0,,71,52,60,
1999-09-09,0.0,,59,45,52,
1999-09-10,0.0,,53,42,46,
1999-09-11,0.0,,62,42,53,
1999-09-12,0.0,,69,53,62,
1999-09-13,0.0,,72,59,65,
1999-09-14,0.0,,73,56,64,
1999-09-15,0.0,,64,51,56,
1999-09-16,0.0,,59,44,51,
1999-09-17,0.0,,67,44,57,
1999-09-18,0.0,,73,57,64,
