#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06016300: Union Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Union Reservoir (06016300) 
# Colorado  RESERVOIR Site - 4950 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:36:12 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1950,8940,8940,8940,8940,8940,8940,8940,7776,6431,4963,3321,3445
1951,3445,3321,3321,3321,3321,3321,9786,8939,11498,11141,11739,11918
1952,11977,11855,11855,12250,12615,12727,12715,10116,9694,9149,8461,8923
1953,9272,9621,9936,10285,10499,9476,9176,8476,7376,6176,6211,6176
1954,6011,6011,6011,6011,6011,5342,4157,2766,1406,876,876,876
1955,876,876,876,876,876,876,1186,1296,1296,1516,1516,1640
1956,1640,1516,1516,1516,1626,1711,2766,2766,2436,1966,1966,2195
1957,2306,2186,2186,2186,3945,11498,12591,12591,11498,11498,8061,10176
1958,12305,12250,12250,12250,12250,12615,12615,11855,8640,8061,7791,8129
1959,8358,8490,8861,9332,11855,12591,12591,12000,8391,6526,7793,9776
1960,11286,11355,11496,10496,11855,12591,11581,11999,7343,7343,11855,10133
1961,8161,8241,8391,8641,9021,12965,12591,11855,8939,10116,10807,11374
1962,11960,11855,11855,11855,12591,12591,12591,12591,10476,7068,7791,8476
1963,9139,9783,10324,10452,10452,9461,11276,9139,7233,7705,4956,7276
1964,9651,9916,10452,10452,10796,10115,10452,9139,6791,5956,12591,9476
1965,6261,6261,6261,6521,6791,6791,10166,11956,12591,12591,5755,9140
1966,12627,12615,12615,12615,12615,12615,11346,9139,6261,5755,9656,8045
1967,6190,6006,6161,6261,6631,6631,11856,12616,8496,8496,9656,10865
1968,11355,11355,11355,11855,11854,12591,12591,12591,10452,7433,5362,3143
1969,3143,3143,3143,3143,3143,8940,12591,12591,12512,9983,11141,11141
1970,11141,11141,12591,12591,12591,12591,12591,12591,10659,10846,12591,12591
1971,12591,12591,12591,12591,12591,12591,12591,12591,9721,10728,11248,11376
1972,11576,11676,11855,12076,12176,12376,12591,11855,10452,9519,10318,10452
1973,10727,10727,10727,10727,11376,12591,12591,12591,12591,12591,12591,12591
1974,12591,12591,12591,12591,12591,12591,12591,12476,12276,12176,11976,11854
1975,11804,11804,11854,11854,12142,12076,12591,12591,11284,11325,11076,10796
1976,10796,10796,10920,10796,10796,11928,12442,12442,11003,11212,11569,12002
1977,12517,12591,12591,12591,12591,12517,12065,10251,8900,8590,8740,8590
1978,8939,8979,8979,9719,10064,12591,12591,12344,11003,10452,10521,11003
1979,11072,11141,11284,12454,12591,12591,12591,12002,12591,12591,12591,12591
1980,12591,12591,12591,12591,12517,12517,12591,12223,8491,7233,7233,8867
1981,9770,10537,11212,11903,12195,12131,11168,8229,6081,6248,6749,7725
1982,8819,9398,9585,9585,9767,11015,12229,11360,10182,11292,12715,12715
1983,12715,12715,12715,12715,12715,12715,12715,12608,11934,11569,11957,12076
1984,12223,12297,12591,12591,12591,12591,12591,12591,11141,12370,12591,12591
1985,12223,12297,12297,12370,12444,12591,12591,12223,9461,9461,9917,10507
1986,10865,11072,11284,10796,12591,12591,12591,12591,9780,10021,11929,12002
1987,12076,12223,12591,12591,12591,12591,12591,11427,8860,8820,8939,8979
1988,9019,9099,9332,9590,10184,11855,12591,10590,5755,6008,6008,6210
1989,6420,6526,6685,6899,7122,7288,10251,8640,6791,6526,8151,8341
1990,8780,9019,9203,12002,12591,12591,12297,11003,7233,5590,6420,6846
1991,6957,7012,8061,8540,8979,9193,12456,10395,8635,7456,7456,7743
1992,8094,9130,9510,12048,12644,12644,12419,12419,6562,6837,6948,7004
1993,7285,7513,8332,9510,12048,12644,12270,9383,5517,4932,6562,8213
1994,9193,10429,11186,12048,12644,12644,11186,8635,5770,3894,3894,4424
1995,4424,4424,4469,4469,5027,11046,12644,12644,9067,7456,7456,8035
1996,9414,10701,11504,11756,11756,12644,12644,9704,6782,7285,9193,10162
1997,11612,11902,12344,12344,12644,12644,12644,8696,10769,9769,9899,10228
1998,10564,10632,11186,12122,12344,12493,12048,9639,9899,9834,10362,10769
1999,10838,10838,11046,11829,12419,12569,12493,9510,10096,10907,11756,11902
2000,11829,11902,11327,11398,12122,12569,11612,9193,6186,6346,6727,7406
2001,8453,9575,10362,11186,11541,12419,12270,10295,8513,8453,8574,8880
2002,9067,9130,9383,9510,9319,9193,8880,7976,7172,6239,5567,5567
2003,5668,5770,5976,6292,7116,9899,12419,12344,11756,11469,11398,10769
2004,10769,10769,10162,9639,9769,9834,11541,12644,11756,11327,11046,11975
2005,12270,12569,12493,12195,12569,12569,12644,12344,12061,12061,11902,10838
2006,10701,10362,9704,10162,10228,10429,10362,10096,9446,8757,8880,8635
2007,8392,8392,7685,8635,11756,12644,12569,12344,11975,11902,11975,11829
2008,11902,11902,11240,10564,10497,10564,10295,11256,12344,11612,11684,11256
2009,11256,10838,10295,10228,11186,12644,12644,11975,11902,11541,11902,12270
2010,12270,11902,11902,12270,12493,12644,12419,12195,11756,11186,12419,12493
2011,11829,11829,12195,12195,12270,12644,12493,12569,12195,12195,12419,12419
2012,12270,12344,12270,12270,11829,11256,11256,10162,8819,7627,496,5469
2013,3982,5520,5570,5620,6292,8454,9770,10910,9751,11351,11458,11458
2014,11558,11730,11830,11873,11924,12451,12570,12421,11998,11580,11917,12065
2015,11838,11537,11372,11000,11830,12225,12139,12110,11250,10464,11659,11984
2016,11859,11659,12088,12451,12228,12214,12280,11737,10759,10013,10786,10152
2017,9584,9334,8983,8526,8090,9244,1084,12295,11573,11744,12600,11209
2018,11069,11995,11925,11891,11749,12613,12417,11638,10670,9928,9800,9100
