#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06090900: Lower Two Medicine Lake, MT
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Lower Two Medicine Lake (06090900) 
# Montana  RESERVOIR Site - 4882 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: May 16, 2019 3:55:40 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1938,,,,,,,,,,,0,0
1939,0,0,0,0,0,2500,7400,5400,3000,0,0,0
1940,0,0,0,0,2900,12000,12000,9500,1000,0,0,0
1941,0,0,0,0,5900,14000,14000,12800,7600,0,0,0
1942,0,0,0,0,6000,11400,14000,14000,9000,4800,0,0
1943,0,0,0,0,0,12200,12000,11400,8300,2000,0,0
1944,0,0,0,0,2000,14800,14200,10800,7400,3000,0,0
1945,0,0,0,0,0,14000,14000,13200,6800,3300,2000,0
1946,0,0,0,0,9200,11600,10800,9400,5000,2700,0,0
1947,0,0,0,0,9800,11460,10800,9500,6000,2900,4540,0
1948,0,0,0,0,0,12400,10850,9520,8060,3080,0,0
1949,0,0,0,0,0,11110,10110,8670,4560,0,0,3610
1950,0,0,0,0,0,11510,11730,9900,7620,4510,2290,0
1951,0,0,0,0,0,6160,10550,9570,10550,10550,3170,3080
1952,0,0,0,0,0,6160,10160,7930,6610,0,0,0
1953,0,0,0,0,7270,7270,10550,9370,7910,0,0,0
1954,0,0,0,0,0,10700,11140,10910,8670,6720,0,0
1955,0,0,0,0,700,6320,10550,10550,4480,5200,0,0
