#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 07007060: John Martin Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# John Martin Reservoir (07007060) 
# Colorado  RESERVOIR Site - 3850 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: May 16, 2019 3:54:33 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1952,,,,,,,,,,0,0,2300
1953,8700,14200,18300,20400,0,0,1200,0,5000,0,0,1200
1954,6400,10600,13100,15600,0,0,0,32200,20500,0,0,0
1955,300,2800,5100,6000,0,224300,223700,146100,124100,68100,47400,39000
1956,41000,42900,46600,48300,0,0,0,0,2600,0,0,0
1957,700,1800,3000,3900,0,50700,133600,282300,250300,225900,220100,226900
1958,247200,261600,270800,278100,282000,329200,344800,357200,318900,262600,231000,233200
1959,238900,244400,252500,255900,223100,185500,148600,83800,32800,0,0,6200
1960,10000,13500,21900,48000,50300,0,0,0,0,0,0,10500
1961,6100,9900,16800,22300,0,0,0,0,0,0,0,10500
1962,15900,20400,27700,34700,4300,0,0,10800,0,0,0,2600
1963,8700,12500,18800,23200,0,0,0,0,0,0,0,0
1964,1400,5000,7200,9100,0,9600,0,0,0,0,0,0
1965,400,1300,2900,3800,0,0,335400,378000,411500,369000,375400,375300
1966,375600,375800,375200,374500,339400,278800,221500,188200,197300,199000,186100,187200
1967,191000,196400,198400,198000,119900,85600,110000,107600,67700,40200,15000,22700
1968,29100,35900,39900,43000,0,0,0,7500,0,0,0,2300
1969,7200,12800,16200,21800,24800,11500,20600,0,900,12200,20400,28600
1970,36400,43500,49300,54200,48200,0,0,0,0,0,2700,8000
1971,10600,23100,31400,35200,0,0,0,0,0,0,0,4800
1972,11300,18300,23700,25600,0,0,0,0,0,0,0,4800
1973,8800,14100,18400,24100,47300,32300,0,1800,0,0,0,4200
