#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06110500: Ackley Lake, MT
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Ackley Lake (06110500) 
# Montana  RESERVOIR Site - 4300 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:36:17 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1938,,,,,,,6000,6000,6000,5600,5550,5550
1939,5450,5400,5350,5400,5300,5700,5800,4550,3980,3900,3880,3800
1940,3760,3720,3680,3650,3630,4600,5320,3810,3440,3380,3320,3280
1941,3240,3180,3130,3080,3000,2600,2800,2240,2170,2300,2600,2750
1942,2740,2700,2680,2800,3500,5980,5960,5800,5660,5640,5600,5560
1943,5530,5500,5460,5440,5420,5400,5380,5040,4690,4630,4600,4560
1944,4510,4490,4470,4410,4300,5980,5980,5860,5880,5780,5720,5680
1945,5630,5600,5560,5520,5480,5600,5700,5640,5250,4390,3320,2500
1946,2500,2500,2500,2580,3240,5540,5700,5670,5250,5400,5250,5030
1947,4920,4810,4690,5480,5480,5480,5700,5480,5020,4830,4810,4810
1948,4690,4690,4690,4690,4810,5600,5720,5720,5670,5480,5480,5250
1949,5250,5250,5250,5250,5250,5060,5240,4580,4580,4580,4580,4360
1950,4360,4360,4360,4360,4360,5480,5980,5460,5200,5180,5140,5030
1951,4970,4920,4860,4860,4810,4810,4810,4290,3880,3880,3740,3740
1952,3740,3740,3760,3740,4810,3740,3500,3030,2830,2830,2730,2560
1953,2560,2560,2500,2560,2520,3160,3950,3120,2780,2610,2500,2350
1954,2350,2350,2350,2350,2200,3460,5520,5250,4860,4810,4820,4580
1955,4580,4580,4580,4580,4360,5250,5460,5240,4840,4580,4150,4150
1956,4150,4150,4150,4150,4150,4580,5250,4140,3950,3950,3950,3950
1957,3740,3740,3740,3740,3740,5030,5840,5410,5120,4580,4580,4580
1958,4580,4580,4580,4470,4360,4690,5690,5540,4990,3470,2940,2890
1959,2840,2800,2700,2690,2640,4660,5330,5020,4540,4250,4200,4170
