#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 10218500: Sevier Bridge Reservoir, UT
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Sevier Bridge Reservoir (10218500) 
# Utah  RESERVOIR Site - 5000 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: May 16, 2019 3:53:37 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1920,,,,,,,,,,16300,43900,66700
1921,86200,106000,127000,158000,170000,147000,135000,94100,77600,67500,77600,103000
1922,132000,150000,176000,218000,238000,248000,237000,201000,175000,156000,139000,171000
1923,201000,203000,216000,222000,212000,176000,147000,101000,67200,44400,68800,94100
1924,120000,144000,166000,188000,186000,119000,91400,56400,22600,2650,20700,40100
1925,57500,74000,94900,110000,95000,54400,49200,28500,8970,5630,18100,34500
1926,51500,66000,79700,91800,83000,50000,27500,12900,7320,4070,12500,24700
1927,39000,55800,68300,77900,75100,36400,27000,7180,4280,1030,1030,18800
1928,31400,44600,57200,69800,66800,38100,31800,4280,0,5630,9910,19800
1929,32100,44600,56600,69700,77100,39400,34900,14100,18300,20200,14300,25800
1930,40700,54500,71700,84600,76400,53300,37700,17000,21200,21400,25100,29200
1931,42600,55200,70800,80900,74500,45700,35100,8540,0,0,,
1932,17600,25800,38500,48900,53700,26000,18700,3070,0,5910,3780,13200
1933,24100,36700,47900,59400,62200,52000,36300,8220,0,0,0,6810
1934,18600,32600,43900,48300,25300,9780,2130,0,0,0,1550,5140
1935,12000,18900,24500,29200,36600,19900,15200,1900,724,0,1840,6620
1936,13800,23200,34400,41400,37300,14300,16600,11800,8960,7200,6230,16600
1937,28900,38200,54500,67500,73900,47300,46000,23300,16000,15100,20300,25300
1938,40700,57000,73900,89600,90300,87800,77700,58000,44100,52500,68000,85500
1939,99500,114000,128000,150000,140000,95600,84600,50800,40200,44800,58200,68000
1940,81100,93700,107000,122000,120000,87100,65200,39300,24200,25800,33500,42300
1941,56000,68000,80500,90300,97400,84100,101000,76700,63900,59400,79100,98500
1942,126000,157000,183000,213000,234000,219000,191000,151000,131000,123000,138000,155000
1943,172000,189000,204000,220000,204000,153000,144000,107000,87800,85700,97200,110000
1944,125000,137000,152000,176000,203000,197000,214000,163000,135000,120000,133000,148000
1945,163000,180000,197000,216000,232000,206000,195000,162000,157000,153000,169000,183000
1946,201000,218000,232000,232000,219000,196000,164000,134000,117000,107000,121000,140000
1947,157000,171000,187000,203000,208000,172000,165000,132000,127000,119000,131000,148000
1948,166000,183000,200000,222000,232000,205000,182000,139000,125000,112000,122000,136000
1949,153000,169000,185000,204000,211000,173000,148000,117000,99500,87800,106000,119000
1950,135000,153000,173000,185000,161000,131000,,,,55000,62800,76200
1951,91900,106000,120000,130000,124000,92500,69100,33300,12500,150,,
1952,,,,,,,,,,133000,143000,151000
1953,170000,188000,212000,231000,215000,183000,157000,110000,86800,78900,89800,104000
1954,118000,133000,150000,165000,156000,111000,84300,60200,36900,37300,44600,52900
1955,62900,73500,85200,103000,108000,64600,51900,18400,7000,3860,10300,19100
1956,29700,40400,50400,66800,70600,38700,20400,6020,2080,3380,7120,12100
1957,19900,28000,40900,52700,62100,51100,70600,48700,37100,41100,47700,58900
1958,70300,81700,104000,125000,125000,90800,64900,38200,26900,31900,41600,50200
1959,62900,75600,90400,106000,94200,59400,31700,17000,5680,7100,13000,20500
1960,30100,39800,52400,68300,63800,29900,14000,246,0,1810,6520,13100
1961,20500,28600,37100,49400,58600,22400,12200,2760,1620,4970,9950,17300
1962,25300,32900,56500,71700,80800,53700,37300,16100,8010,14600,18900,26300
1963,35100,44100,57800,70300,73300,33000,26500,13300,8920,12300,15700,21400
1964,29400,36600,45800,55700,65600,44800,42200,16600,12300,11400,15200,21200
1965,31800,41300,50700,60000,57300,37900,42700,31600,35700,40400,49200,59700
1966,79100,95000,110000,130000,107000,69700,44300,25400,14400,19200,25200,33000
1967,45000,55400,68500,81700,81700,51200,52800,29600,21100,28800,36600,43800
1968,54900,65300,83000,107000,110000,83300,71800,48700,51000,48900,58100,67900
1969,82300,105000,129000,165000,166000,137000,146000,126000,114000,118000,131000,148000
1970,168000,193000,224000,233000,223000,199000,181000,146000,126000,126000,141000,160000
1971,177000,197000,218000,233000,231000,198000,159000,118000,95000,97400,107000,124000
1972,141000,157000,173000,186000,173000,128000,94300,67900,59200,65900,75100,86500
1973,98200,111000,129000,143000,161000,183000,200000,155000,124000,123000,139000,157000
1974,174000,194000,222000,234000,229000,201000,161000,129000,103000,101000,111000,123000
1975,137000,150000,165000,179000,186000,175000,170000,131000,105000,99800,109000,123000
1976,138000,154000,177000,198000,189000,139000,97800,74800,60500,65000,73000,84300
1977,94700,106000,118000,128000,116000,92400,63600,48900,34800,37400,42200,49200
1978,58300,71200,82600,97800,102000,78500,48700,22500,14800,22800,27600,37900
1979,48200,59400,79800,106000,124000,101000,97400,69100,58300,64500,70600,82000
1980,96500,118000,153000,194000,193000,218000,220000,179000,145000,144000,163000,190000
1981,214000,228000,231000,231000,225000,201000,163000,134000,105000,115000,127000,143000
1982,161000,179000,199000,234000,222000,197000,171000,140000,119000,129000,152000,184000
1983,211000,222000,234000,231000,228000,234000,260000,143000,75700,99000,146000,192000
1984,228000,210000,208000,222000,212000,246000,208000,154000,124000,113000,125000,154000
1985,200000,210000,217000,209000,225000,228000,214000,198000,162000,178000,202000,216000
1986,209000,205000,232000,221000,223000,224000,219000,192000,165000,166000,186000,203000
1987,214000,218000,228000,233000,211000,191000,154000,129000,108000,108000,119000,136000
1988,156000,175000,196000,232000,228000,208000,174000,141000,109000,110000,123000,138000
1989,157000,174000,193000,228000,198000,165000,135000,106000,95900,87100,96040,107900
1990,121000,135900,152900,168600,158200,126300,107900,88140,79720,70000,77330,86580
1991,94780,107600,126300,140600,136500,117100,107900,79680,58230,59900,65980,78120
1992,92340,103400,122800,133200,107000,89080,58800,42920,26420,31890,37920,46920
1993,57210,71020,91320,112200,105300,107300,126400,100200,78000,80300,91000,104200
1994,118200,135600,154400,171900,156200,133400,92050,69500,55070,55370,66390,79960
1995,93110,108400,121300,131900,129900,150300,231400,223800,179100,171800,109048,124081
1996,142093,160667,177614,204611,186300,185360,191818,158613,135919,141435,153989,169673
1997,185700,208312,224077,230370,215104,211100,233500,208520,176460,180109,194265,201004
1998,210100,224947,230800,235647,236145,232340,219200,192100,163700,166800,181200,197600
1999,222300,224800,219200,231900,236000,232340,219200,192100,163700,166800,181200,197600
2000,222300,234100,229700,235200,213100,186500,155300,124100,92900,102900,110000,120400
2001,135500,150700,162900,175700,162500,134600,93700,93800,58300,59574,66813,92000
2002,93100,106200,119400,134900,127300,96300,93500,45200,29300,36700,46200,60700
2003,65500,76300,87000,93500,87400,72600,53400,10200,500,500,500,16000
2004,28000,37200,56400,74900,72900,51000,28900,17200,6100,8600,12900,31500
2005,37900,51100,72000,85700,89200,97500,175300,147700,112400,108700,123900,160600
2006,189300,208100,223000,234900,228300,199800,163500,137000,104300,106800,122800,138500
2007,154400,167700,185400,205300,197400,163800,131900,108100,83300,86500,90800,98000
2008,114200,136000,148100,158700,141300,104000,95100,79800,49500,55900,66200,76000
2009,86700,103700,120400,127300,113500,96700,87400,67400,46500,52100,53400,64700
2010,78800,90000,103700,126500,123400,103600,103300,79600,42300,43700,52900,34100
2011,82300,95500,114800,140500,173600,205900,231400,221300,187100,193600,209400,206500
2012,207600,225900,230900,234100,228900,191700,146000,119100,94300,100100,108700,120900
2013,141097,144195,157750,172035,174537,140619,107830,82850,63834,76101,78535,93026
2014,105708,116122,129881,138755,118286,99393,76614,53628,56282,48393,55111,66383
2015,81870,91608,105841,117102,105985,91152,78878,50262,31016,40522,47420,42912
2016,61006,78610,90971,105985,164577,69237,55203,24970,8290,8290,8290,8290
2017,8290,57000,72070,87818,94939,65569,53000,26084,10762,17637,25419,34769
2018,50847,67833,82545,88661,72300,51237,30500,19581,7927,9818,15979,25579
2019,35379,49211,62352,79336,82946,,,,,,,
