#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 08008160: Terrace Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Terrace Reservoir (08008160) 
# Colorado  RESERVOIR Site - 8550 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:36:02 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1952,,,,,,,,,,5600,4400,4400
1953,4500,4600,4700,4900,6000,6300,5900,4000,700,800,1300,1400
1954,1400,1200,1400,1600,2000,1900,1300,1000,900,900,1000,1100
1955,1000,900,1000,1300,1400,1600,1000,900,900,900,800,500
1956,800,1000,1400,2200,2900,3200,2000,1000,900,500,400,700
1957,1000,1100,1500,2500,0,0,0,0,7900,0,0,0
1958,0,0,0,0,0,0,0,0,0,1700,0,0
1959,2000,2200,2400,2600,3800,5300,3100,0,0,0,3300,4900
1960,5500,6000,6100,6900,11500,9100,8300,4900,2300,1500,1800,2000
1961,2400,2400,2700,3200,6600,8000,6700,4600,4700,5200,5100,5900
1962,6700,7100,7700,8200,13000,12900,11900,8800,4000,2900,2600,2500
1963,2700,2900,3200,3700,4200,4300,3300,0,0,0,0,200
1964,800,900,1100,1100,2500,2500,2300,1300,1300,1800,1300,1600
1965,2100,2600,3000,3400,7300,10200,17200,13100,10300,10800,10700,10400
1966,10800,10800,10500,10800,10600,11100,8500,5800,4000,3500,4200,4400
1967,4700,5100,5400,6100,6000,5900,6000,6500,7700,7300,6900,6900
