#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 08108050: Costilla Reservoir, NM
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Costilla Reservoir (08108050) 
# New Mexico  RESERVOIR Site - 9380 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:32:58 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1952,,,,,,,,,,8800,8600,9000
1953,9600,9800,10000,10200,11000,12200,12600,9800,6300,5100,5200,5400
1954,5700,5900,6100,6400,7100,8600,5600,3700,1900,1500,1700,1900
1955,2200,2600,3000,3600,4500,6100,7700,5200,4400,4000,4200,4400
1956,4700,5000,5500,6000,6700,5600,3600,1600,300,0,100,300
1957,600,1000,1600,2300,3100,5300,12200,12200,10400,6500,7000,7500
1958,8000,8600,9000,9400,10200,9700,8700,5100,3500,3400,3000,2900
1959,2900,4000,5000,6300,7100,8400,6500,3800,3200,2900,3200,3600
1960,4000,4200,4600,5400,7200,8200,7400,4600,1900,1400,2100,2600
1961,3000,3100,3600,4000,6200,10000,11100,9200,8000,8000,7000,7000
1962,7400,8100,8600,9400,10900,12300,10300,7800,5100,4200,4600,5100
1963,5600,6000,6900,7100,7600,5800,3400,600,500,500,900,1100
1964,1300,1300,1500,2000,3100,3300,1100,500,200,100,500,800
1965,1000,1200,1400,2000,3500,6300,10100,9900,7800,7600,6900,7400
1966,7800,8200,8700,9400,10500,10100,7600,5600,4500,3900,4300,4700
