#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06016180: Lake Loveland Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Lake Loveland Reservoir (06016180) 
# Colorado  RESERVOIR Site - 5020 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:35:18 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1950,3193,3193,3147,3482,3104,9639,10636,9846,5558,3020,2108,4157
1951,3749,308,308,308,309,3280,10061,10258,9252,7318,7521,9760
1952,7125,6836,6836,6711,9437,10333,10455,8878,9156,5911,5642,4970
1953,4666,4581,4581,3636,3538,5642,9581,9964,28,7635,6267,5870
1954,5153,5153,5153,5153,4792,4339,4972,5378,4937,4441,3669,3070
1955,2746,2746,2440,2320,2470,2435,1559,4441,4100,6671,5669,5270
1956,4900,4792,4791,4792,-777,4687,4441,6143,166,4972,7125,6270
1957,5912,5912,5526,5415,7548,10160,10306,10014,8787,8203,9203,7765
1958,7125,5265,6307,7548,9691,10160,9348,9965,7657,8606,10111,8651
1959,7981,7333,7678,8651,9296,10258,9766,9110,9819,8878,4687,8375
1960,7981,7125,7336,8203,9819,10111,8070,5911,8203,9819,7678,6267
1961,7294,5153,5377,5912,7337,10257,9723,8878,8515,9965,8697,7210
1962,6228,5443,5379,5379,6334,8203,10306,10111,9342,10209,7970,6870
1963,6630,7075,8742,9916,9767,7678,9916,1333,-2430,3312,10555,9570
1964,8070,8070,8170,9570,9818,6570,9270,6670,7770,8770,9203,8170
