#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06040500: Ennis Lake, MT
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Ennis Lake (06040500) 
# Montana  RESERVOIR Site - 4841 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:59:46 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1936,,5700,18570,11440,40,38610,34460,38150,38850,39250,39020,23460
1937,14030,6190,9000,2600,9880,14080,29510,28540,2490,31220,34080,29080
1938,20310,20150,22080,21880,22670,29930,34430,37780,37190,31170,34910,37590
1939,30980,36780,35350,29360,29400,36360,34770,37710,39270,38400,37630,39070
1940,36150,31300,33400,32310,33140,35540,38820,37510,39150,40220,37130,40180
1941,38320,36300,34230,29020,27370,21500,38240,36910,38860,37920,32670,39390
1942,32270,37880,29750,28300,2010,24810,38540,39110,39450,37040,37210,36990
1943,35840,39110,33760,37900,34690,34690,38500,38580,37820,34730,39690,37690
1944,39310,37210,30450,27150,30330,36240,38360,39030,35390,37680,36480,37630
1945,38360,34570,35500,34060,33500,34020,34020,39490,34500,38660,38200,39540
1946,39610,36650,37970,38350,37400,34910,38160,37970,38920,37440,39080,38310
1947,36280,30650,34320,37740,38470,35910,36130,37520,37060,37480,38470,38010
1948,37710,33460,37140,38010,36390,34390,37740,35840,35620,36100,38200,35320
1949,38540,33800,37920,35620,37480,37210,37780,37330,35940,38160,36580,38540
1950,38660,34280,38660,35390,32780,33180,38050,39110,34150,38770,37360,38920
