#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06016110: Empire Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Empire Reservoir (06016110) 
# Colorado  RESERVOIR Site - 4500 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:58:39 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1950,19133,26396,31581,34003,32117,28432,23054,13814,5816,2624,790,5239
1951,9688,18227,28562,27159,24154,20534,16467,9951,8580,5852,13814,19834
1952,26141,28432,30261,31581,32385,32385,26396,15024,7428,3692,2879,2600
1953,12830,23049,30000,31313,32921,28954,22447,13421,6874,3846,2691,3400
1954,11314,19600,26905,28432,26268,21002,13617,5571,1975,1472,1080,0
1955,-1200,-1200,5326,12299,8810,6340,6206,352,-1200,-1200,0,0
1956,4171,12436,16687,17017,15230,8503,6206,2021,707,320,-203,0
1957,-321,8810,22447,24649,22688,35531,35392,30000,19600,14109,16467,27900
1958,28432,29216,29607,32921,33591,34282,33457,20062,12062,5449,4063,11501
1959,21724,27159,30738,32117,32385,34281,26905,14611,8196,3441,4388,22447
1960,28954,29477,31313,32921,33189,34559,30000,14011,6607,3441,3100,11100
1961,22447,26396,30522,30522,34559,34837,31983,18227,9688,8042,7889,13224
1962,17786,20768,29216,31581,31849,33457,32921,25887,12436,7007,5326,16687
1963,23906,25887,31045,33189,31313,21483,20534,9161,4700,3160,6340,13027
1964,18900,26141,30522,31045,30783,23411,23411,8657,1836,956,749,552
1965,6340,17127,21001,28177,26650,19133,34003,32921,22929,15951,15642,22929
1966,24402,24402,24154,32653,32385,25144,22206,11688,3160,2222,1560,8913
1967,18692,23615,28311,27414,24154,21483,34975,29869,13617,659,17347,24392
1968,27414,27923,31443,31849,33189,29200,26396,18007,560,66,-192,10473
1969,19367,28177,30391,31045,32117,35114,34837,19834,8810,6740,14611,21724
1970,28954,28432,28954,33591,32653,34837,33509,27668,13421,8196,8810,13224
1971,21724,25392,30000,31581,34698,32926,34564,18903,7005,701,1115,10388
1972,16053,18228,22453,31587,31855,28961,31319,17126,9862,7426,7005,21500
1973,24200,23912,25398,32390,32792,29483,34080,28961,14609,8501,2354,2152
1974,4060,4955,7886,26845,33462,28438,32390,15022,8808,4710,3439,2354
1975,4833,5446,17787,31051,34008,31319,34842,21971,15228,9510,8040,7272
1976,16259,23417,33700,32123,33730,31319,24655,15228,6471,5201,13615,21489
1977,25893,25398,29770,32926,33730,31587,22212,14403,6604,4833,4955,2876
1978,9159,13242,21489,32390,28961,30790,32390,16259,7579,4168,3843,12631
1979,13615,11592,10213,21007,32658,33740,32658,23417,15224,9430,7625,8194
1980,13222,13812,17347,31962,28438,26402,33462,22694,10751,9601,7005,14403
1981,23417,26402,27547,31801,30528,35675,28961,15950,11499,7005,5692,5937
1982,16455,18669,25150,29744,29483,29353,30790,22212,14919,16465,25695,28438
