#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 12336500: Nevada Creek Res, MT
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Nevada Creek Res (12336500) 
# Montana  RESERVOIR Site - 4616 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:36:50 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1939,,,,,,,,,,,2100,2300
1940,2600,2850,3820,7300,9050,9120,8200,6650,4000,2980,2860,3010
1941,3130,3710,4150,5860,6490,4840,3200,3000,2300,1680,2340,3250
1942,3580,3630,3630,5000,10580,12100,12640,12200,10730,10730,9000,8500
1943,7100,7300,7120,7900,12650,12650,12650,12650,12640,11370,8050,7290
1944,7290,7290,7750,8790,9720,10940,12450,11350,10860,10480,9440,7900
1945,7080,7590,7590,9470,12640,12640,12640,12010,10300,8720,,8820
1946,7880,8820,6420,9810,11160,10990,10480,9480,8820,6990,7150,9480
1947,9140,9180,9670,12320,12230,12260,12260,,,,,8650
1948,,,,,,12640,12640,12640,12260,10710,9750,10310
1949,9820,9480,9140,7690,10870,12640,8880,8500,7180,6500,7100,7700
1950,,,,,,9800,10800,10890,12240,8040,,
1951,,,,,,12800,12000,11900,11150,6750,2810,
1952,2550,2200,,,10800,11200,9620,9260,8680,6570,,
1953,,4840,5100,5500,6000,11500,12000,,,4500,,
1954,,,,,,,10140,,,,,
1955,,,,,7000,,13000,,,7500,,
1956,,,,,,12740,10000,10050,6600,3500,3500,3500
1957,3500,3500,3500,3500,3500,10430,10630,9810,5870,,,
1958,,,,,,12640,11800,10660,7880,4590,4590,4590
1959,4590,3420,3420,3200,3420,10480,10480,11520,8500,7840,6000,6000
1960,6000,6000,7290,12260,11160,12640,10480,10480,7290,7290,7290,7290
1961,,,,8820,8820,11520,6700,,,,,940
1962,1150,1500,1830,3420,9410,12640,12080,11450,8490,3880,4750,4840
1963,4840,6560,8270,10480,12260,12640,11630,11520,6700,4990,4480,4950
1964,5210,5210,5040,5950,9120,12100,12260,10650,7700,5100,5000,5000
1965,5000,5000,5000,7000,12640,12600,12000,11000,7000,5000,4360,4360
1966,4590,4360,4850,9650,11190,9650,6720,5880,3420,3540,3420,4590
1967,4590,4590,4590,3420,8820,13060,12260,12260,9140,4110,4470,5190
1968,5530,5790,7290,8980,10820,12640,11890,10040,8190,6150,3830,4590
1969,5090,5610,6150,8820,12640,12600,10000,8000,6000,4110,4000,4000
1970,4000,4000,4000,6420,9150,12640,12640,9000,6000,4110,2650,2410
1971,2160,5340,8350,8980,11040,12160,10480,8990,5600,2580,3170,3760
1972,3990,4110,4110,9810,9150,12640,11800,10500,7920,3900,2750,2840
1973,2990,2990,1660,4470,5870,3210,1000,620,0,0,0,1000
1974,1360,6710,7580,11160,12640,12640,10260,9810,3650,1220,1500,2170
1975,2250,1920,1900,3920,6960,12640,12640,11170,10750,9800,7960,7510
1976,8980,9480,7900,11890,12830,12830,12080,10440,7230,4760,4770,4460
1977,3910,3740,5510,6480,8030,5110,1660,900,350,0,1140,810
1978,1060,840,1010,7520,11930,12640,11450,12370,9510,5470,2490,2880
1979,2910,2700,3270,5770,10310,12910,10920,9880,6410,3580,3170,3010
1980,3070,3050,2910,4120,9760,13050,13050,11940,8350,4360,4200,4590
1981,5820,5820,7680,9030,12450,12790,12380,11850,8500,4310,4820,3800
1982,4480,4590,7930,8890,9890,12790,12450,11270,7560,4820,4020,4490
1983,4930,5210,6900,8940,9860,12870,9820,11780,11760,9340,6560,3860
1984,3310,6900,6290,8130,10810,12720,11750,10180,7310,3500,3640,4200
1985,4250,4250,3270,4090,9230,10240,7560,4820,3000,2330,3770,4820
1986,5120,5120,9570,11210,12450,12490,9570,10240,6900,4920,3270,3400
1987,3440,2280,2280,5990,7930,5990,3960,3720,2460,1260,1300,1170
1988,1280,750,770,2460,4760,5180,2800,1400,200,200,450,740
1989,900,980,1190,3860,12230,12450,10020,8860,8600,7760,6960,6830
1990,6480,6100,6960,8730,12720,12720,11800,10710,9360,7400,6960,6430
1991,6560,6690,6810,8260,9750,12130,11510,10310,4940,2910,3080,3630
1992,3760,3380,5030,6910,8250,5550,2770,2120,130,160,480,810
1993,1060,870,360,5150,6660,10210,11940,11010,9970,9500,8230,6680
1994,6430,6390,6740,8920,12210,11860,9910,8050,4170,2640,2420,3060
1995,3040,4570,5670,6790,8390,10430,12070,12140,9280,7500,7390,8630
1996,8400,8600,10350,10850,12280,13030,12600,10830,8420,4350,4710,4570
1997,5520,4990,3750,7610,7450,11760,11560,12600,8750,6330,6750,6390
1998,6390,6520,6870,10130,12320,12370,12710,12320,8830,7280,6440,6590
1999,6380,6810,6950,10040,9100,12960,11520,10500,6110,5030,5460,5850
2000,5850,5850,6330,8080,11650,11340,9460,7490,3580,1670,2570,3070
