#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 07007050: Horse Creek Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Horse Creek Reservoir (07007050) 
# Colorado  RESERVOIR Site - 3950 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:34:54 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1949,,,,,,,,,,,,6977
1950,7517,7239,7023,6575,5258,4657,0,0,2259,0,0,0
1951,0,0,0,0,0,0,3355,5688,2018,0,0,0
1952,0,0,0,0,0,0,0,0,0,0,0,0
1953,0,0,0,0,0,0,0,0,0,0,0,0
1954,0,0,0,0,0,0,0,0,0,0,0,0
1955,0,0,0,0,0,0,0,2982,4543,388,0,0
1956,0,0,0,0,0,0,0,0,0,0,0,0
1957,0,0,0,0,0,15824,25658,24165,25026,23456,21688,22595
1958,22857,22738,22571,22285,21808,21998,20614,15823,10286,3638,3295,3190
1959,2889,2468,3018,2468,1403,0,0,0,0,0,0,0
1960,0,0,0,1480,2698,1830,1399,1090,0,0,0,0
1961,0,0,0,0,0,0,1950,3242,4244,4400,3982,4400
1962,6120,7575,11444,12192,11335,10642,9592,16024,10286,6928,2143,2000
1963,1800,1700,1700,1600,3100,0,0,0,0,0,0,0
1964,0,0,0,0,0,0,0,0,0,0,0,0
1965,0,0,0,0,0,0,20000,23700,26200,24800,24500,23800
1966,23600,23200,23100,22400,20100,15800,12300,11000,10800,9900,9400,9000
1967,8800,8800,8300,8000,5400,4300,7000,10300,3800,600,500,400
1968,400,500,400,300,200,0,0,0,0,0,0,0
1969,0,0,0,0,0,0,0,0,0,0,0,1000
