#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 08108080: Heron Reservoir, NM
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Heron Reservoir (08108080) 
# New Mexico  RESERVOIR Site - 7150 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:56:17 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1970,,0,0,0,0,0,0,0,0,0,0,0
1971,0,0,0,1100,10200,22800,35900,35000,39000,36400,38400,40600
1972,41300,41500,41700,46000,54700,61100,62200,52500,48100,48100,64800,68100
1973,52600,54200,55500,56900,69200,119300,171800,196300,196900,197400,197200,194000
1974,154800,155300,155200,155800,162800,183500,189500,190100,190600,189300,188900,188200
1975,149900,150200,150700,151400,125900,166900,218500,249400,252100,251700,249600,248900
1976,180400,164100,164700,164900,146600,179100,205100,206600,205600,205600,204700,203500
1977,159900,160200,160300,159400,162400,164400,154400,143200,140900,133600,127700,127100
1978,113700,114100,114500,115700,131000,160100,186200,191400,189200,185100,184200,183800
1979,148000,149100,150200,149100,165300,212900,269400,298400,301500,298700,295700,294000
1980,243700,244900,244200,240600,255400,298300,354600,357300,347400,346300,343400,342300
1981,318300,311700,310900,310000,319000,333500,349600,338400,327000,324500,322300,320100
1982,294200,293800,294900,295400,309900,353100,400700,400700,401100,400100,400700,399500
1983,321000,321000,321600,320900,328800,362000,400400,400400,400700,398800,396400,389600
1984,368000,353400,334400,316500,327400,371900,400800,400700,400600,385700,385900,375600
