#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06016100: Elevenmile Canyon Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Elevenmile Canyon Reservoir (06016100) 
# Colorado  RESERVOIR Site - 8580 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:58:38 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1952,,,,,,,,,,81900,81900,81900
1953,81900,81900,81900,81900,81900,81900,81900,81900,81900,81900,81900,81900
1954,81900,81900,81900,81900,81900,69500,61000,46300,29100,27100,25500,18600
1955,17300,17300,17300,17300,17300,17300,17300,17300,17300,20800,24400,24400
1956,24400,24400,24400,24400,24400,24200,24200,23700,23700,23700,23700,23700
1957,23700,23700,23700,23700,26200,37500,79800,88900,88900,90000,92500,92500
1958,92500,92500,92500,92500,97500,97500,97800,97800,97800,97800,97800,97800
1959,97800,97800,97800,97800,97800,97800,97800,97800,97800,97800,97800,97800
1960,97800,97800,97800,97800,97800,97800,97800,97800,97800,97800,97800,97800
1961,97800,97800,97800,97800,97800,97800,97800,97800,97800,97800,97800,97800
1962,97800,97800,97800,97800,97800,97800,97800,97800,97800,97800,97800,97800
1963,97800,97800,97800,97800,97800,97800,94400,81200,74700,69600,61100,61100
1964,61100,61100,61100,61100,61100,50400,46800,32700,30600,30100,29600,29100
1965,28600,28000,27700,27700,29500,30000,35700,51400,74400,78700,83200,85700
1966,86700,87600,87900,89900,92300,92300,92300,92300,92300,92300,92300,92300
1967,92300,92300,92300,92300,92300,92300,92300,92300,92300,92300,92300,92300
1968,92300,92500,92900,93300,93900,94600,94600,94600,94600,94800,94800,94800
