#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 09UTMILL: Millsite, UT
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Millsite (09UTMILL) 
# Utah  RESERVOIR Site - 6225 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:56:47 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1972,,,,,,,,,,2300,,
1973,3100,3700,4100,5300,6200,,,,,6300,,
1974,4000,4500,5400,6100,6700,,,,,2100,,
1975,2500,3100,3600,4300,5200,,,,,2100,,
1976,4500,5200,5800,6400,7200,,,,,0,,
1977,1300,1500,1700,2000,3600,,,,,3000,,
1978,300,300,1200,2000,3800,,,,,4800,,
1979,5300,5600,5900,6800,11100,,,,,1300,,
1980,,4000,,4200,6400,16700,,,,9300,,
1981,9300,9800,10000,10600,11700,13100,,,,5600,,
1982,5300,5900,6600,7400,8500,14700,,,,10300,,
1983,12000,12800,13100,16700,15500,17000,,,,10300,,
1984,11200,12500,13500,13900,14600,16700,,,,9300,,
1985,9300,10100,11000,12000,16700,16700,,,,7600,,
1986,7300,10300,9200,7400,9900,16700,,,,12700,,
1987,10600,11300,12000,12500,14800,17100,,,,12700,,
1988,6800,5300,8600,7000,9400,17100,,,,12700,,
1989,9200,12200,12900,10200,11000,17100,,,,12700,,
1990,6900,9700,7300,7600,9900,17100,,,,12700,,
1991,11800,9700,11600,10600,10900,17100,,,,12700,,
1992,11400,11400,10300,11400,10900,17100,,,,12700,,
1993,10900,11600,11600,11600,10400,17100,,,,12700,,
1994,11700,10400,13200,11900,12500,17100,,,,12700,9400,6600
1995,10300,10300,8200,10300,12500,17100,19607,19019,15000,12700,13520,13225
1996,13000,12700,12900,13400,13000,19312,17500,16763,14610,11238,,
1997,10500,10300,10400,11000,12700,16700,,,,,,
1998,16900,16900,16900,16700,16000,16700,,18400,,14400,,
1999,13800,13800,13600,14700,16700,16700,,,,13400,11500,
2000,10900,10300,9800,9900,11500,16700,,,,,,
2001,10100,9800,9200,11100,13200,16700,,,,,,
2002,10200,10100,8700,8400,9200,13800,14400,12000,10000,9300,9000,8500
2003,8500,8700,8700,8700,8600,16400,16700,12900,10500,8000,7700,7300
2004,6900,6200,6100,6100,8000,16200,15900,15200,12400,9400,8600,8900
2005,8500,4500,4900,5400,1500,16700,16300,14900,14400,10200,9100,9200
