#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 08008130: Rio Grande Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Rio Grande Reservoir (08008130) 
# Colorado  RESERVOIR Site - 9450 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: May 16, 2019 3:54:51 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1949,15100,16600,17500,19500,21200,45100,51400,43300,23900,23900,24400,27000
1950,27700,29100,29800,30600,19700,7900,0,0,0,0,0,1300
1951,2100,2800,4300,5100,5100,3600,0,0,0,0,0,1400
1952,3400,5300,5500,6800,2700,16400,45700,23200,10100,10900,10900,12300
1953,13900,15300,16500,17600,17600,21700,0,0,0,0,0,2200
1954,3600,4700,5900,7000,7000,0,0,0,0,0,0,0
1955,3400,5100,6200,7500,7800,7800,1500,0,0,0,0,1400
1956,2700,4000,5200,6500,6500,6500,0,0,0,0,0,2700
1957,2500,3800,4700,5500,6100,6100,52100,48200,35600,35700,35700,38100
1958,39700,40900,41600,41900,39000,47000,39300,9400,0,0,0,2300
1959,3800,5100,6200,7600,8800,8800,0,0,0,0,2800,6900
1960,9000,10300,12000,14000,13600,0,3100,0,0,0,0,2700
1961,3900,5300,6300,7900,9200,9200,0,0,0,0,200,5200
1962,7600,9300,11200,12800,27300,48900,47700,23400,4700,4700,4700,5800
1963,7200,8400,9500,12000,12000,1300,0,0,0,0,0,400
1964,2300,3200,4100,5000,5300,2600,0,0,0,0,0,900
1965,3200,4600,5800,7000,15200,27600,51100,38400,29200,29000,29000,31800
1966,34200,35600,36300,37400,39800,41500,23300,3200,3100,3100,3100,4900
1967,6500,7800,8900,10200,10200,10200,2200,2200,2200,2200,2200,3000
1968,4900,6300,7400,8700,10600,15200,32000,11000,16100,16100,16100,17700
1969,18900,20100,21300,22400,23300,23300,20700,5800,5300,10500,18700,22900
1970,25300,26700,27800,28800,29400,47400,35400,10700,6000,29200,33900,36600
1971,38200,39200,39900,42000,42000,42900,21700,4400,3800,3800,7900,11200
1972,13300,14800,15900,18100,18100,13000,2000,2800,3000,3000,8500,12600
1973,15300,17000,18300,19900,21000,39600,50500,35200,21400,21400,21400,22800
1974,24300,26100,26800,27600,28500,18800,1800,1800,1800,1800,2075,3966
1975,5202,6284,7443,9165,10199,8688,38588,36269,20422,18218,15386,12917
1976,14466,15636,16752,18010,20172,20552,16838,2373,1949,2347,875,2448
1977,2884,3043,3298,3866,5271,5154,172,0,0,0,0,2352
1978,3804,5085,6156,7442,8032,10705,9389,9341,9559,9566,4721,6442
1979,8097,9665,10621,11984,8800,6688,30853,37671,37028,37010,38125,38614
1980,39341,40177,40730,41233,42441,28547,41586,17779,16082,15638,16345,18704
1981,20307,21324,23045,23432,26347,17068,9525,13242,15365,17244,16671,20530
1982,22890,25398,26688,28223,25909,24733,20306,9533,296,3058,1400,3655
1983,6634,8327,10102,12175,14768,24063,33322,15624,13717,14236,13096,14828
1984,17646,19002,21877,22397,26305,52627,49129,24123,22172,23206,23459,26421
1985,28678,31154,32111,33663,39557,50747,51113,33645,29567,34287,33993,25482
1986,27630,28971,30289,31645,37805,50691,51113,23490,3051,80,0,0
1987,0,0,0,0,4157,4516,41680,15827,910,15,2903,4933
1988,6161,7350,8413,9409,13714,14435,6183,6164,6619,6365,6415,8946
1989,13303,14978,16433,17895,25348,25430,6362,242,60,60,60,968
1990,1562,1999,4094,5801,5855,12503,7581,319,83,49,37,4710
1991,7711,9734,11030,12523,17658,22649,11844,1821,1500,1500,1572,4274
1992,7001,8648,10017,11599,15372,15841,6024,778,686,613,995,3319
1993,5295,7164,8821,10596,13025,29512,45926,20476,20516,21440,20934,23035
1994,24729,25930,26949,28300,29427,38287,25569,8619,8646,8735,8946,12801
1995,15325,17193,18944,20278,20501,9331,53714,45407,37406,37766,37913,39523
1996,40502,41115,42109,43059,42961,35880,13763,13667,13763,13763,13997,17688
1997,20434,21745,22490,26859,26439,31462,44339,9386,2933,1768,1992,1992
1998,4022,5124,6509,9770,12803,14587,9996,9632,9660,9715,9656,14487
1999,18748,21124,22372,23479,23479,32713,50595,16374,20108,6480,80,176
2000,2296,2736,2950,5479,11290,14371,5509,5519,5431,5418,5483,8661
2001,10756,12075,13830,15851,18442,31480,12140,5852,5838,5969,6017,8207
2002,9930,10996,11752,13760,13724,13984,13738,13710,13675,13717,13696,14609
2003,16262,17666,18191,19014,18976,13823,4299,3994,3980,4015,4090,5820
2004,7596,9800,11152,14434,14440,7431,4589,4810,5253,5734,6352,10502
2005,13176,15600,17327,19324,19038,27176,23423,12677,13102,13737,14348,18046
2006,20470,22195,23365,23946,22050,16824,6485,6469,7011,8124,9314,17335
2007,19190,21658,23345,27401,26618,29418,22293,13346,16932,17504,17797,21126
2008,23978,26071,27641,29326,23168,15177,10654,10146,10552,10726,10984,12743
2009,14852,16516,17851,19206,19452,26010,21640,15359,14707,13862,13809,15141
2010,16426,17812,18881,15122,14692,14293,12354,11713,11372,11028,10956,12713
2011,15078,16859,18211,19697,19603,18907,16440,10410,10304,9793,10063,13048
2012,15327,17032,18484,21432,20925,10058,10199,10652,10001,8765,8200,9539
2013,10782,11951,12990,14175,14762,6884,6684,5616,6836,7354,8495,13887
2014,17527,19914,21766,24092,25938,27402,14002,12329,12285,12117,12303,17817
2015,21484,24152,26480,30930,31195,29557,43509,24184,23695,22993,21852,25204
2016,27993,30152,32093,35200,34673,28696,25812,22950,20994,19387,18618,20086
2017,22431,24849,26758,31792,26689,20694,22263,23179,22811,22615,22267,24403
2018,25783,26966,28134,29055,26469,11986,10923,9301,4296,3720,0,0
2019,45,44,44,2200,6784,,,,,,,
