#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 08008170: Continental Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Continental Reservoir (08008170) 
# Colorado  RESERVOIR Site - 10260 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:34:09 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1949,5100,5200,5800,6000,12600,17700,26500,26700,16200,16400,16800,17300
1950,17300,17300,18700,19000,19000,19000,13000,1700,1100,1100,1100,1600
1951,2200,2800,3800,5000,5000,5000,3000,1700,1700,1600,1600,1800
1952,2100,2500,3000,3000,6900,3200,11400,9500,3300,2800,2900,3300
1953,3900,4500,5600,6300,6300,7800,6000,2000,2000,2000,2000,3300
1954,3600,4000,4900,5800,4600,4900,800,800,800,800,800,1000
1955,2200,2900,3500,4100,4100,4100,3000,0,0,0,0,300
1956,800,1300,1800,3700,3700,3700,1300,1000,1000,1000,1000,800
1957,2100,2400,2700,3800,3800,1500,9800,12000,9400,9800,9800,10400
1958,11000,11000,12000,12000,15300,25300,24500,9600,200,0,0,800
1959,1200,1700,2100,2900,5600,5600,3000,1700,1700,1700,1900,2600
1960,3300,3800,4100,4500,7900,7900,6800,9900,0,0,0,2800
1961,3600,4100,4400,4900,4500,6100,3600,3600,1100,1100,1600,2000
1962,3900,4200,5400,6200,6900,9700,9800,5600,0,0,0,900
1963,2000,2700,3500,4700,4700,2200,0,0,0,0,0,200
1964,500,700,1000,1400,1500,1500,200,0,0,0,0,300
