#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06065100: Hauser Lake & Lake Helena, MT
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Hauser Lake & Lake Helena (06065100) 
# Montana  RESERVOIR Site - 3635 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: May 16, 2019 3:55:27 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1939,,,,,,,,,,,41010,60730
1940,60500,36920,37500,39620,48870,56010,56700,59780,46530,38080,48440,63420
1941,56470,55560,45070,37500,51930,61210,59780,50400,57880,63670,59310,63680
1942,57880,55780,49530,53280,47370,48440,60260,62680,54640,61450,62180,62680
1943,60730,1620,42210,42010,41410,48440,55100,61690,61450,60730,63430,63920
1944,59310,54640,50620,55790,47580,53280,56700,60500,56930,60500,60020,62330
1945,45490,50620,51050,13090,49790,54610,57720,58260,56560,49050,56390,63550
1946,62540,61940,61940,56190,48770,52590,60180,58440,23760,23420,23260,23260
1947,52660,51870,57880,56190,44370,51340,56190,64050,59310,47520,34840,60760
1948,63140,55080,52930,52930,33420,47280,51340,62540,58440,61060,63750,63440
1949,52930,30690,35060,31460,41580,57310,64670,53460,53460,61350,63140,57320
1950,45520,38080,48180,28740,36590,44120,54600,55140,51980,64230,63630,64820
1951,64820,46240,56770,38730,52490,37650,59000,59290,63630,60130,62450,64230
1952,30970,36590,46000,37870,34500,38730,63340,50430,41380,63040,63940,55140
1953,54600,63040,56770,23870,51460,63630,63630,50940,60710,25550,63630,64230
1954,59000,48910,61870,55680,47930,53020,58440,54070,54070,63040,46000,49920
1955,49420,54600,59000,63040,56150,59000,61290,60130,55140,62450,56220,63630
1956,61290,59570,64820,49420,55140,60130,57870,58440,63040,62250,64230,63040
1957,61290,60130,61870,60130,61870,59570,61870,61870,60710,55140,63630,58440
1958,63040,62450,58440,7920,52490,56770,61290,59570,61870,62450,63630,53020
1959,51460,60130,59000,53550,50430,56770,57320,57320,53550,55680,59000,56770
1960,59570,43650,43650,52490,57870,51460,63040,64230,61870,63630,63040,64230
1961,60130,64230,59570,55140,60710,60710,58440,60130,61290,60710,61870,60130
