#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 12301920: Lake Koocanusa, MT
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Lake Koocanusa (12301920) 
# Montana  RESERVOIR Site - 2201 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:36:41 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1972,,,0,26000,90000,1040000,2869000,3430000,3498000,2703072,1241000,153000
1973,161000,159000,155000,158000,274000,1460000,3116000,3770000,3583000,2783480,2455000,2308000
1974,2391000,2180000,1447000,1061000,1080000,1818000,4804000,5680000,5693000,5420000,4326000,3536000
1975,2922000,2146000,1201000,770000,761000,1566000,3734000,4962000,5429000,5420000,5066000,4451000
1976,3734000,2446000,1716000,1164000,1359000,3430000,4938000,5693000,5673000,5604000,4997000,4392000
1977,3736000,3157000,2770000,2340000,2175000,2842000,3882000,3723000,3722000,3733000,3391000,2640000
1978,2377000,1920000,1575000,1567000,1865000,3206000,5016000,5679000,5660000,5530000,5130000,4279000
1979,3292000,2448000,2329000,2299000,2368000,3551000,4803000,5316000,5336000,5151000,4572000,3599000
1980,2882000,2320000,2081000,2027000,2540000,4694000,5544000,5654000,5648000,5553000,5061000,4397000
1981,3698000,2851000,2149000,2008000,2316000,4227000,5527000,5745000,5738000,5600000,5151000,4604000
1982,3655000,2710000,2198000,1927000,1812000,2659000,4977000,5741000,5738000,5696000,5286000,4398000
1983,3645000,2732000,2069000,1956000,2203000,3427000,5023000,5736000,5730000,5481000,4985000,4667000
1984,3619000,2789000,2566000,2513000,2658000,3234000,5158000,5748000,5532000,5348000,4862000,4179000
1985,3112000,2113000,1885000,1801000,2046000,3546000,4962000,5314000,5290000,5086000,4347000,3556000
1986,2971000,2139000,2108000,2238000,2583000,4016000,5656000,5729000,5706000,5126000,4039000,3173000
1987,3035000,2544000,2205000,2248000,2712000,4553000,5536000,5726000,5588000,5093000,4049000,3504000
1988,3114000,2079000,1393000,1291000,1648000,2848000,4281000,4814000,4928000,4189000,3617000,2936000
1989,2072000,1731000,1390000,1372000,1742000,3096000,4855000,5456000,5014000,4974000,4255000,3801000
1990,3037000,2966000,1947000,1450000,1912000,3173000,5154000,5735000,5731000,5501000,4661000,4546000
1991,3396000,2192000,1412000,1078000,1225000,2827000,4747000,5725000,5705000,5320000,4439000,3234000
1992,2469000,2363000,2306000,2334000,2523000,3486000,4274000,4861000,4736000,4097000,3659000,2869000
1993,2220000,1939000,1696000,1402000,1508000,2971000,3759000,4846000,5221000,5112000,4558000,3705000
1994,2757000,2443000,2365000,2364000,2874000,3997000,4584000,5091000,5211000,5138000,4751000,4112000
1995,3705000,2881000,2809000,2835000,2924000,3375000,4941000,5645000,5527000,5510000,5528000,4950000
1996,4113000,2922000,2534000,2386000,2306000,3075000,4739000,5746000,5441000,5279000,4868000,4290000
1997,3438000,2499000,1744000,1752000,1845000,3351000,4991000,5487000,5343000,5226000,4914000,4403000
1998,3774000,3468000,3136000,3102000,3355000,4906000,5525000,5671000,5066000,4810000,4624000,4512000
1999,3554000,2595000,1630000,1406000,1727000,2953000,4602000,5653000,5593000,5286000,4890000,4723000
2000,3643000,2494000,1784000,1692000,2086000,3272000,4013000,4667000,4683000,4576000,4473000,4120000
2001,3764000,3562000,3090000,2983000,2966000,3735000,4525000,4753000,4683000,4523000,4319000,4131000
2002,3730000,3127000,2648000,2508000,2736000,3797000,5646000,5571000,4982000,4922000,4809000,4691000
2003,3752000,3655000,3557000,3512000,3765000,4754000,5691000,5505000,4848000,4640000,4754000,4484000
2004,3744000,3454000,3366000,3323000,3714000,4536000,5163000,5296000,5115000,5197000,5224000,4694000
2005,3738000,3772000,3806000,3828000,4045000,4828000,5652000,5425000,4880000,4756000,5154000,4669000
2006,3787000,3795000,3751000,3508000,3852000,5334000,5634000,5482000,5032000,4788000,4747000,4564000
2007,3740000,3166000,3023000,3219000,2939000,3813000,5322000,5432000,4854000,4688000,4688000,4462000
2008,3746000,3646000,3339000,3245000,3231000,4259000,4889000,5068000,4972000,4934000,4943000,4670000
2009,3746000,3664000,3572000,3483000,3551000,3975000,4566000,4953000,5031000,4959000,4922000,4695000
2010,3744000,3658000,3566000,3485000,3615000,4066000,4552000,4981000,4987000,4957000,4965000,4658000
2011,3785000,3721000,3096000,2345000,2108000,2421000,4258000,5463000,5237000,5197000,5259000,4711000
2012,3802000,3723000,3709000,3442000,3047000,4090000,5686000,5709000,5418000,5275790,5322226,4752421
2013,3724501,3219017,3171378,3180044,3452980,4264710,5582133,5548291,5298088,5319094,5447361,4797579
2014,4334673,4281344,4196994,4060039,3021543,3779518,5057339,5470922,5394526,5237379,5269083,4725104
2015,3747479,3704957,3815881,4020234,4121777,4362683,5021700,5040372,4930184,4907446,4928896,4752421
2016,3894156,3749720,3714358,3288405,3581067,4081967,4860434,5198150,5190639,5118058,5461854,4957717
2017,3739023,3243884,3216508,2940147,2275943,3330916,4892888,5275345,5120687,5007828,4975830,4770119
2018,3731757,3425868,2934906,2192906,2320683,4501527,5010428,5244215,5065179,4969357,5021266,4662398
2019,3912111,3833225,3733572,3562970,,,,,,,,
