#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06016230: Milton Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Milton Reservoir (06016230) 
# Colorado  RESERVOIR Site - 4780 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: May 16, 2019 3:54:41 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1950,14039,14694,15350,16993,17276,18851,13410,9341,3763,1834,1884,2611
1951,3388,4453,5424,6432,9934,10427,11936,6432,4800,3438,8828,11980
1952,15350,16043,16712,18851,19580,19580,15350,9340,4800,2582,3762,10000
1953,11000,12055,12298,13562,14826,15622,11575,4800,2849,85,0,0
1954,2591,3144,3765,3765,4444,4087,1834,167,0,0,0,421
1955,842,842,842,842,842,842,842,0,0,0,360,537
1956,720,978,1114,1834,2314,1978,1978,0,0,0,0,0
1957,0,0,0,607,1434,13100,17417,15350,13158,11200,11246,12500
1958,14695,15622,16167,16853,16920,16712,16712,13040,6432,4528,4528,9033
1959,14039,15350,15350,16031,17417,17417,13411,8315,4087,6432,6432,9341
1960,14250,14690,15758,15758,15758,17412,14039,8815,2763,2850,12781,13389
1961,14039,14039,15895,16030,16030,17558,17558,14039,7344,7830,2894,2894
1962,12781,13281,14694,14694,15350,13410,12781,7344,4800,1834,2894,6668
1963,12781,12781,15350,16031,15350,11000,10427,4800,2894,2314,2581,5582
1964,9195,13033,13033,13850,16712,14104,14694,7635,2747,1108,1005,1242
1965,1100,1114,1242,1434,1700,1714,11460,12660,12359,12600,12359,12480
1966,12781,13536,14301,17383,18487,14170,12299,7025,2715,2689,2909,6177
1967,6050,6007,5965,6135,6888,7830,18122,14432,7587,6007,9721,13096
1968,14563,13221,16399,17417,18122,16994,13410,7878,4337,3143,5794,13599
1969,15088,14629,14432,16371,17417,17628,18400,13095,6614,5504,11116,13158
1970,13158,13095,13473,13473,16923,17417,18122,12907,7253,6660,6660,13410
1971,14170,14170,14170,15895,16371,18122,15022,9341,3291,2421,11600,16154
1972,15554,15963,15963,15963,18122,15895,14957,10047,5543,9884,13284,13347
1973,13347,13347,13347,17981,18122,18632,15022,9830,3925,1614,3113,10373
1974,15022,15022,14105,17135,17840,15622,15153,9938,4995,7587,13410,15153
1975,15153,15088,15219,15350,18122,17769,18486,12721,6219,4950,10264,15690
1976,16031,16031,16500,16712,17628,18486,15350,9187,4622,3503,10427,14694
1977,14694,14694,17064,19580,19731,18486,12600,5939,1474,1046,978,4995
1978,6523,10155,12781,12781,13221,16853,17417,10427,4158,2314,2314,2314
1979,5794,9341,14039,15350,19580,20336,19958,14039,14039,14039,15486,15690
1980,15690,15690,15690,17064,17417,18486,17064,11575,6888,7829,12479,15849
