#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 07007020: Clear Creek Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Clear Creek Reservoir (07007020) 
# Colorado  RESERVOIR Site - 8900 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:58:19 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1952,,,,,,,,,,500,500,300
1953,1300,1900,2100,2200,2000,2300,1700,700,300,800,700,700
1954,600,600,600,12900,500,400,300,300,300,300,300,500
1955,800,1300,1700,2000,2100,4300,4900,4600,4600,4400,4200,4300
1956,4300,4300,4300,4200,4300,6400,6900,6100,6100,5500,5500,5500
1957,11200,5400,5400,5400,5400,6300,11400,11100,11100,11000,10900,11000
1958,11200,11000,9400,9400,9400,10700,10500,8000,5500,4800,4700,4700
1959,4600,4800,5200,5300,5100,5600,7900,8300,7800,8000,8100,8000
1960,7900,7900,7900,7900,8600,9200,11700,10900,5600,5100,5000,5500
1961,5200,5300,5600,5500,5500,6400,8700,8500,8400,8400,8600,10100
1962,10300,10400,10400,10400,10400,11200,11200,11200,9600,8700,8700,8700
1963,8600,9000,9100,8700,8000,8500,8800,8100,8100,8000,7900,7900
1964,7800,7900,7900,7900,7800,9500,10700,10800,10700,10500,10500,10400
1965,10400,10400,10400,9800,9000,4300,11200,11200,11200,11200,11200,11200
1966,11200,11200,11200,11200,11200,11200,10600,8500,8300,7200,7200,7100
1967,7100,7100,7100,7100,6800,7000,9800,10100,9500,8000,7900,7700
1968,7800,8200,8400,8400,8300,6700,9700,9800,7800,7700,7700,7600
1969,7600,7800,8000,8000,8100,10100,10400,8500,8500,8100,8700,9900
1970,10100,10100,10100,10100,9800,9700,11200,10000,3900,3600,1200,2800
1971,3900,5000,5800,5900,5900,1900,5800,8700,3400,3300,3200,3900
1972,5000,5800,6400,5400,5100,6000,10200,4000,3700,3300,3200,4500
1973,5100,5800,6300,6800,7900,8000,11200,9900,4300,4300,4100,4000
1974,3900,3700,3800,3300,2100,3400,7300,5300,4100,1600,1600,1600
1975,1600,2200,2000,2000,2000,1400,5600,9000,4400,3700,3700,3800
1976,4400,5400,5800,4700,4100,2000,5900,4900,4200,4200,5500,5500
1977,6000,6400,6500,6000,5400,6500,7800,6900,5400,4900,4800,4800
1978,4800,4800,4200,4000,1400,1600,8600,6300,0,0,0,0
1979,0,400,1000,1300,1800,3200,11300,8000,4300,3000,4700,5700
1980,6700,7600,8100,7600,8000,8100,9200,7000,5600,4100,3400,3400
