#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 14159400: Cougar, OR
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Cougar (14159400) 
# Oregon  RESERVOIR Site - 1700 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:55:40 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1971,49600,99700,107700,142000,168200,195200,195300,193200,169300,134500,96500,78300
1972,43500,91400,128800,147300,180500,196300,196200,192600,162900,125000,79600,53700
1973,52200,54500,76700,107400,152200,183800,187900,180600,153800,114200,69600,78900
1974,65800,74700,99900,145700,175300,191300,194900,192300,174400,135900,85800,50200
1975,58800,70700,119700,147200,158200,195100,193700,193400,169800,134900,97000,55000
1976,55500,58800,100600,137400,181600,193600,193600,191500,179400,143100,100700,52400
1977,46200,47400,55100,86800,136200,195700,199900,187700,158700,119500,94000,103600
1978,58800,59100,90800,114500,143900,174100,182300,186400,176900,148200,99300,55600
1979,49500,50300,109600,140900,185400,196100,193500,179500,143800,103700,77100,56700
1980,49800,71600,97300,132700,179400,196400,196400,193700,154400,116200,74300,52200
1981,74000,55200,110100,132800,176000,194500,195200,191900,158800,117100,78500,60600
1982,73000,61500,122400,141600,181500,195600,193800,191100,153800,114500,89500,67300
1983,50600,57900,109300,158600,183800,193200,193500,191100,158100,123200,86600,61100
1984,57300,65000,112500,147500,179600,193500,193700,186700,154100,113600,81400,60200
1985,52900,55600,75200,100000,173800,192700,193700,180900,142500,107300,87800,55400
1986,50100,56600,139600,147200,178800,193600,193500,185900,144800,107900,65600,78100
1987,50000,64600,101900,134800,164200,178500,174200,169100,158500,133300,87000,71200
1988,53000,71100,102500,150100,186700,194300,193900,183100,148000,105900,66400,75700
1989,50700,60900,63700,136900,178500,194100,193800,180500,148900,106500,53800,50300
1990,50100,57100,94700,146400,191300,194800,194400,180400,139100,91700,58400,52300
1991,48800,57200,102900,142700,182100,193800,194600,190500,161300,127000,68100,64600
1992,50300,57700,88400,99100,156400,164400,157700,144100,123600,82500,63400,58700
1993,52800,57400,83500,154500,187200,194600,193800,188300,157200,119800,77300,52400
1994,51900,66000,84300,124000,162400,178000,191300,160000,114500,79600,62000,64200
1995,54800,94400,113700,154100,183700,193700,194500,181900,147300,116100,78600,110100
1996,71500,63600,113800,152500,188400,194400,194000,189100,146800,115100,79600,56000
1997,141400,78900,103600,146800,183200,196000,194200,183200,153100,126600,110300,55300
1998,53700,54700,87900,144700,180000,196000,195000,190600,152000,119600,90300,62900
1999,76800,53800,114800,142700,178800,193600,193400,191700,159700,132000,102100,82000
2000,49800,52300,115200,146500,179300,193400,194800,188200,147900,119600,92800,61000
2001,50800,52100,63100,96900,124300,144700,151600,148300,122600,92000,66600,58200
2002,51900,49900,41000,37700,11100,-8100,-8100,-8100,-8100,-8100,-8100,-8100
2003,-7600,7600,3200,4300,3000,3000,3000,3300,3100,3300,3200,5100
2004,3200,9900,3300,3300,3100,3200,3100,3900,4800,3300,3800,3900
2005,8400,23700,32200,57500,109000,157400,169700,150600,121400,105100,72700,44400
2006,89000,83400,95700,119400,158500,171200,170500,150500,126700,97600,67000,42500
2007,50500,45400,87300,132300,158900,148200,131300,112200,90900,69700,62800,47300
2008,42400,45000,72600,123900,149100,170100,174600,171600,161500,135200,84500,40800
2009,58900,56700,66800,102000,144200,168200,149200,140100,122200,108000,84700,44100
2010,42600,43700,55800,76900,121400,169100,173800,158600,133200,121100,82800,42400
