#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06015300: Clark Canyon Res, MT
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Clark Canyon Res (06015300) 
# Montana  RESERVOIR Site - 5560 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:59:42 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1964,-3,-3,-3,-3,-3,-3,-3,-3,-3,15264,28574,43123
1965,55153,66313,75729,85734,108535,147389,173951,181842,168760,158901,155894,153053
1966,150433,151304,151159,156384,158157,134728,112118,85306,72276,71961,78293,85984
1967,94368,101877,107953,115043,120172,120744,162075,162524,140412,134126,145481,153053
1968,155551,156727,158554,159447,157711,153445,161430,144575,131792,140271,146101,148789
1969,151449,152906,150337,151498,159199,158901,156972,156041,130061,127623,134497,141964
1970,142105,141917,142622,144861,149031,167340,174105,167039,139942,136766,139236,141587
1971,139331,139236,137738,137275,143334,164932,184817,173798,146388,137321,140083,144479
1972,139142,140694,141729,155061,154963,147103,161480,146244,127892,131519,144145,150385
1973,151111,155404,154474,160736,173695,161083,133251,112457,85448,91991,104283,120832
1974,134080,141446,144813,152078,164229,141776,124354,93576,68514,62047,68361,84310
1975,97631,107455,115212,124889,140882,183299,228130,230783,195807,170739,165082,160885
1976,158157,153004,150385,154621,176874,219948,222237,189861,161430,157959,162373,161182
1977,157513,158802,162373,171297,179562,166939,147628,127936,109449,115849,128071,138437
1978,147055,153984,159100,169471,183822,182723,168355,159149,134450,137923,143620,150772
1979,154915,154915,157070,165032,180339,187173,156580,124442,107580,112373,118053,127264
1980,137229,144813,151352,159546,170384,183351,183456,165785,141305,148595,159000,159447
1981,161182,161877,164380,170891,182723,194206,191818,160587,132749,122637,134913,147103
1982,155698,158703,160687,167594,180391,189544,192399,193405,173695,163678,162975,169116
1983,172210,169166,165032,176208,184451,180391,177904,180495,160339,158951,187696,193245
1984,183508,177182,171906,181013,196768,250746,278526,235787,198209,158257,150192,150869
1985,149998,149224,147870,151788,163678,154474,125203,95927,83652,92821,107538,120215
1986,131019,138720,146769,159796,166287,167593,155503,133524,119090,138860,151594,160091
1987,162524,162025,162673,167442,169979,155747,147151,143239,132341,144479,149466,156678
1988,164129,168812,172210,177233,180494,159248,129650,92596,74783,77653,82994,89890
1989,97872,104526,108534,117059,122493,113305,76902,49404,40046,45787,53944,65189
1990,75013,84068,91433,102791,110442,99104,82543,55075,47081,52562,59363,70623
1991,79537,87055,94482,103551,110031,114279,108617,82022,61492,66402,74882,89633
1992,101439,111152,120613,133250,136396,105259,80816,68941,43014,42490,50036,60077
1993,69369,77294,84555,96124,106154,99181,94482,104812,105624,112796,126028,141259
1994,149853,155943,161977,171601,180701,161481,130062,96513,80848,78057,88936,99733
1995,109781,119046,131246,144574,153003,173542,214301,209303,165133,153642,163377,166938
1996,160289,157463,159844,158158,160539,156336,154800,129414,112034,114449,125954,141023
1997,151546,158258,155061,151546,153054,151062,174053,159447,152513,155747,159050,157168
1998,154377,160638,166037,179666,182516,180805,202733,186230,159546,146482,152976,153855
1999,149146,149002,150307,156403,162895,166859,176740,143120,123142,128454,139678,150985
2000,155420,157978,162147,169131,171213,146503,111178,76891,61982,61757,74230,86324
2001,96644,105481,112481,121074,126611,100230,75845,57150,32607,36467,42435,51713
2002,60618,68551,75777,83912,89114,72060,50434,21966,12084,16898,24964,34732
2003,43052,50606,57346,66571,71374,64865,40594,15619,11161,15834,21397,28070
2004,35735,42588,49415,55239,57080,50336,37790,26455,21210,24726,29496,36232
2005,42875,48934,54540,59458,63016,64225,63704,44893,37463,43988,56523,69038
2006,79647,90159,97960,106824,121137,110815,96252,73223,59267,64399,77305,89942
2007,100345,108281,115780,126639,131053,117437,99533,69006,59954,62049,71778,82576
2008,93006,101083,107713,115401,123672,121224,108362,79280,57937,64485,77434,87865
2009,97198,106623,118763,129422,147345,151097,176378,161004,147878,139724,146616,152469
2010,153995,156517,161354,168628,177466,171078,189106,170721,149629,142909,146135,153108
2011,158108,160452,160103,161655,164776,172154,218181,216567,182989,155428,149239,159654
