#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 07007110: Turquoise Lake, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Turquoise Lake (07007110) 
# Colorado  RESERVOIR Site - 9860 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:36:05 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1952,,,,,,,,,,4900,5000,5100
1953,5200,5400,5400,5500,5400,11000,10900,9100,5600,5600,5300,5200
1954,5200,5100,5200,13200,5300,6600,7600,6200,5600,5400,5700,5400
1955,3000,5100,5300,5100,5100,5800,6800,5700,5800,5900,5800,5700
1956,5700,7100,7100,7200,6500,3400,6500,6100,4900,4800,4700,4600
1957,15100,5000,5100,5000,4500,3000,17300,17400,17500,16600,15200,15000
1958,15200,15200,15300,15400,15200,17200,16100,12500,5800,5600,5400,5100
1959,5400,5500,5800,5900,1600,3600,8800,6400,4300,3500,3000,2900
1960,2900,3000,3200,3700,2900,5000,11500,11100,6600,6500,6400,6300
1961,5000,5000,5100,5000,5000,3300,4400,5100,6100,6100,6100,6800
1962,7000,7400,7500,7500,7500,7600,9100,8700,5600,4300,3600,3500
1963,6200,6300,6600,6600,4800,5600,4500,3200,4100,4100,4300,4200
1964,4200,4200,4200,4200,4100,4100,4800,7600,6900,5400,5200,5300
1965,5300,5300,5200,5200,4900,3000,17400,17200,17400,16200,15900,15400
1966,14800,14600,14400,14400,11400,12200,13500,11400,11000,10900,10500,10500
1967,10200,9900,9200,8900,8900,8700,12800,3000,900,1500,1700,1900
1968,2500,2800,3100,3300,4300,11200,14400,11500,11800,11700,11900,13400
1969,15100,19400,23900,28600,32900,33921,37633,37174,32295,32189,32996,34859
1970,37748,39621,39917,40036,39976,41114,43124,39621,32136,34803,39443,43493
1971,43555,43555,47251,49234,48591,52632,60471,56873,55242,54366,54366,54434
1972,55040,55920,55920,56261,53580,56533,77950,73334,54434,49234,44485,43171
1973,44387,45609,46049,46390,47695,59092,89268,101477,86172,73840,71954,71622
1974,71769,66034,55730,55324,58426,65757,80765,69315,52971,49299,48911,44535
1975,44634,44858,44348,44435,39882,41330,63781,83772,75767,73471,69597,58371
1976,58399,58496,56397,51510,48565,57669,73334,73273,71019,67290,53244,38493
1977,38260,37945,37174,35082,43530,49506,61016,60457,59730,58911,58329,57546
1978,57216,54231,53124,52977,48706,48041,80671,80545,80450,79072,75076,73334
1979,71184,66908,63538,77966,79745,70690,103922,118265,105073,103162,99900,91164
1980,88478,90249,91539,81424,73091,77313,117792,116254,100756,87686,78013,69746
1981,59884,58606,62399,68647,67158,75245,91719,92162,91049,87186,76679,67143
1982,61538,56901,53137,54879,46313,51721,101192,126568,120991,119600,114809,104819
1983,84809,71698,61002,67952,67922,71607,119231,124713,125318,123983,123291,115609
1984,100269,94712,91932,92064,79886,85577,122210,125407,124855,124962,125196,123807
1985,123186,114098,93134,81211,60465,74194,125070,125178,122726,122335,122247,120656
1986,119389,118652,118179,117094,117024,115540,125445,125178,125516,125392,124751,123736
1987,123488,123630,123329,123169,123008,123613,125302,124768,124180,123258,121629,118250
1988,115211,116135,116169,115872,115314,116814,124947,121504,123187,125125,123150,119426
1989,117445,115995,104397,87530,80566,95591,117513,123807,124768,121134,115072,100371
1990,94352,82445,72976,63648,51307,62282,108876,103011,107748,122707,121558,115367
1991,114029,103179,93413,83380,68982,81290,117181,120656,117145,116552,113683,109819
1992,100053,89846,80849,77163,69755,90710,118161,118301,118950,117304,111763,110093
1993,96172,77691,66639,59100,52401,67299,110953,123701,123648,119618,115401,108139
1994,98281,83842,64336,59850,66800,89976,124483,122318,120551,118320,116867,102184
1995,87336,79969,70652,49522,44763,29303,90775,125462,125088,124893,123701,122548
1996,119407,115036,112626,116255,124340,113075,125533,124822,118231,110471,104413,96934
1997,90335,82698,73767,67561,67561,72324,124234,125713,122991,119144,118020,113075
