#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06119000: Martinsdale Res, MT
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Martinsdale Res (06119000) 
# Montana  RESERVOIR Site - 4779 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 3:00:01 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1940,710,380,300,1490,6000,9180,7530,990,130,0,510,950
1941,1810,2020,2280,3410,6040,10730,16450,13840,11400,13300,16720,15670
1942,15240,14660,14170,13910,18840,19160,18930,14440,13070,12870,13010,13030
1943,12910,12370,12730,12800,12890,14940,14520,13070,11150,10970,10900,10900
1944,10540,9970,10010,10320,11650,15720,16790,15200,12760,12780,11790,11060
1945,11040,11280,11280,11450,12010,15800,17700,14470,11070,10920,10720,10720
1946,10460,9580,9410,9410,9410,13990,16990,14280,10730,10240,10180,9500
1947,9270,8870,8620,8460,11930,16880,18240,13510,10610,10290,9730,9500
1948,8970,8640,8360,8060,11610,16740,19170,18110,15480,14870,14690,14410
1949,14160,13980,13620,13440,13080,14520,16220,12860,8560,7960,7670,8170
1950,9120,9810,10260,10830,13660,18520,19340,16590,14160,13750,13530,13570
1951,13080,12720,12360,12010,14160,17610,18520,16190,12990,12740,12280,12220
1952,11930,11730,11130,11030,11980,14700,15980,13800,9180,9500,9890,10330
1953,10520,10630,11030,11890,12610,17290,17250,12610,4780,5480,4760,4350
1954,4970,4780,6070,7440,10010,10810,12740,9020,4670,1520,1590,2390
1955,2610,2710,2860,3340,5100,7480,12490,11180,6320,4090,4020,4230
1956,4630,5030,5430,5820,8630,15020,16710,13080,7890,6070,6320,7370
1957,7520,10020,12520,15020,11230,19580,21230,17700,10410,9180,9690,9950
1958,,,,11030,12360,19960,15430,14520,9730,7220,6570,6630
1959,6680,6830,6880,6900,11030,20570,20630,16730,7010,3180,4620,7620
1960,6820,6520,6520,7520,11860,15400,13730,4200,4200,4200,3830,3830
1961,3630,3530,3880,3980,4300,3900,2180,0,0,0,0,1000
1962,1270,1170,1480,2300,7230,12720,17530,17610,13650,13010,11930,11030
1963,8930,8620,8620,9420,12360,19340,19340,16710,9300,8110,8210,8460
1964,8160,8160,7960,7610,8110,13910,17940,13510,7260,6820,7510,7610
1965,7610,7560,7510,7310,10590,20420,22920,18790,12860,12610,12790,12660
1966,12390,12070,11790,12300,16890,22640,19250,14850,7490,7510,7460,6870
1967,7260,7660,7410,7360,9180,15410,19670,19170,10660,10530,10160,9980
1968,9860,9790,9920,9420,10290,14730,19900,18520,12020,10960,11090,10730
1969,10590,10590,10530,10290,13800,17940,13370,12790,6770,5150,5350,4790
1970,4780,4780,4780,5190,7560,18870,20370,13440,11090,10160,10000,9900
1971,9700,9500,9300,9140,11430,18430,20680,14560,7950,8260,8200,8110
1972,8010,7900,7810,8070,9050,14740,17280,15020,9010,8830,9470,9170
1973,9000,9360,9730,10300,11330,14150,5080,1310,0,540,1580,3620
1974,4850,6520,7460,9050,13420,21870,22890,19000,12910,14300,15200,15160
1975,14640,14420,14220,14000,14110,19590,22710,22170,20230,19320,16820,17520
1976,17430,16830,16040,16220,17800,21600,21510,20940,18190,15210,15890,15870
1977,15970,15230,15400,15560,18430,18520,18680,14660,10590,10420,11640,11920
1978,11930,11930,11930,11770,15350,19170,20090,20750,15890,12360,12030,12650
1979,12660,12500,12690,11460,11790,14300,15890,17450,11210,9790,10400,11040
1980,10590,11120,11000,11420,18140,21510,23280,18490,10160,9260,9650,9850
1981,10530,10590,10590,10880,9550,23300,23330,21650,16380,9980,9420,10190
1982,10360,10840,11400,11860,12890,16550,21510,22920,22360,15810,15640,16380
1983,17370,16300,18270,18760,18930,21220,21890,20750,10590,11460,14010,12150
1984,13010,13870,14230,15090,17530,23300,22550,16790,6220,3300,3760,3900
1985,5370,5850,5700,4850,7880,7560,3790,290,170,170,830,2610
1986,3540,4670,5080,9850,15740,21510,21130,16960,12720,11930,11520,12070
1987,12070,12070,11720,12790,15090,11400,7120,5700,4600,2560,2910,2880
1988,3080,3130,3240,3570,6970,8870,2010,280,240,250,240,220
1989,210,200,200,270,5260,14870,15090,11210,7310,7710,11150,9670
1990,9980,10350,10960,12070,20500,22920,23580,18680,10350,8620,8260,7910
1991,7960,7910,7360,7760,9420,21600,22360,18840,10660,8060,7540,7630
1992,7490,7030,6680,7870,9880,5900,6520,9600,6190,6010,5730,5910
1993,5980,5840,5900,7250,11430,24020,24760,23400,21190,17970,17730,17350
1994,17230,16700,16200,16640,21820,23580,17060,10160,6200,4620,4570,4540
1995,4320,4200,5100,6290,9190,19560,24710,22600,16840,14470,14070,14000
1996,13750,13580,13550,14990,20770,24650,24490,19020,12480,9970,9750,9710
1997,9910,9910,9750,10870,15020,21730,24120,22740,17350,16730,18110,18430
1998,16960,15840,15810,17940,20820,21770,21570,21220,15080,11670,11140,11070
1999,10650,10380,10240,11420,14600,20770,22070,18150,13160,10870,10140,9930
2000,9540,9420,9340,9920,10750,5920,3700,2870,2110,2000,2000,1790
2001,1910,1800,2030,2370,3230,1880,1290,1320,1210,180,160,180
2002,190,110,40,40,1350,1310,1270,1130,1020,960,890,880
2003,850,1040,1040,2680,5880,8840,9130,3810,2860,2730,2600,2600
2004,2710,2710,2760,4160,5800,4220,4890,3060,2590,2390,2340,2300
2005,2210,2750,3130,4070,5050,10610,17040,14420,10350,7550,7780,8880
