#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06080500: Pishkun Res, MT
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Pishkun Res (06080500) 
# Montana  RESERVOIR Site - 4370 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: May 16, 2019 3:55:49 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1936,,8820,8820,8820,15130,20080,8810,10280,14600,7010,11860,11450
1937,10850,10380,10280,10280,11250,21140,20870,18930,21400,15120,14580,13210
1938,12570,12480,12270,12160,11150,19950,19950,11760,13830,5010,5010,5010
1939,5010,5010,5010,5010,7010,21140,21670,8900,9640,2800,,
1940,,,,,14040,30000,21230,17620,19550,8170,7510,7320
1941,7510,7890,7980,7980,13980,31240,21750,13030,21750,19420,18910,17870
1942,18260,18000,17870,17870,980,32030,32030,11100,17620,15820,17100,17360
1943,17360,17360,17360,17360,17360,30580,29980,11980,19160,18000,18520,18520
1944,18130,18000,17900,17490,17100,31890,32030,11210,18390,18520,18390,18390
1945,17740,17360,17230,17100,16970,24960,28210,10060,1420,24960,23630,22910
1946,22000,22000,22780,22780,22390,31070,32050,23330,20970,19940,17360,17230
1947,17230,17230,17230,17230,17230,2460,32050,20070,25400,20840,20970,20840
1948,20840,20840,20840,20840,20840,31240,1280,21880,2160,16580,16580,16580
1949,16580,16580,16140,15920,25550,31400,22780,19160,20200,23330,19810,19550
1950,19420,19160,18910,18780,24660,27170,30420,24960,16580,23780,19810,19550
1951,19290,19040,18910,18910,19040,31890,31560,24520,21750,24520,24370,24220
1952,23920,23630,23330,23040,23480,28800,21230,27170,27320,17230,18780,18650
1953,18520,18000,17740,17490,19940,29830,32210,20590,19160,12200,19230,21100
1954,20970,20720,20590,20460,24660,24370,26580,20840,26140,22140,19810,19810
1955,19680,19550,19290,19160,19160,27620,22650,30420,22520,24370,16970,16970
1956,16840,16840,16580,16250,23630,29830,28060,18130,17360,22260,17740,17490
1957,17230,16970,16470,16250,19040,29980,30750,14940,7700,13290,13180,12960
1958,12740,12740,12310,12090,16970,18000,30420,26730,25550,21490,20200,20200
1959,19940,19810,19680,19420,19160,29830,21230,18000,25840,22390,22260,22260
1960,22140,21880,21620,21620,29390,29680,18000,12200,6130,14170,17490,17360
1961,17230,16970,16840,16710,26430,27760,15160,19420,18650,20460,17490,17490
1962,17360,17230,16970,16710,25550,28500,28060,20720,17230,22780,18910,18650
1963,18520,18390,18260,18000,20840,24220,30750,19810,19810,16840,17740,17740
1964,17620,17490,17230,17100,16970,31400,30420,22260,21750,16470,17620,17620
1965,17490,17360,17360,17100,19420,30910,29090,25700,16140,8640,18910,18910
