#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 10055500: Bear Lake, ID
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Bear Lake (10055500) 
# Idaho  RESERVOIR Site - 5900 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:55:07 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1911,,1154411,1169854,1192327,1205679,1228887,1259162,1244373,1215523,1178279,1160727,1153710
1912,1144590,1156517,1163535,1188814,1218335,1242261,1267618,1268322,1256344,1245077,1243669,1239444
1913,1221149,1214117,1216929,1233813,1252823,1266208,1281012,1281012,1249301,1207789,1184600,1186005
1914,1178279,1183195,1182493,1188814,1247893,1287358,1304291,1298645,1243669,1203570,1187409,1166343
1915,1140382,1130525,1131768,1132670,1155815,1195936,1209936,1178735,1102866,1047307,1026980,1014630
1916,1003029,988027,983849,1076656,1145839,1253169,1300056,1275371,1223962,1169854,1153710,1138278
1917,1125636,1101145,1099044,1090645,1176875,1285948,1290179,1280307,1224666,1171258,1143889,1124257
1918,1108146,1089246,1087847,1118652,1167045,1218335,1256344,1225369,1149500,1106045,1086447,1056387
1919,1015204,977586,970630,988723,1047307,1077355,1038930,948388,865376,792035,763446,742437
1920,723523,693894,692549,708696,798176,963677,1064771,1026365,971326,931036,923411,917867
1921,899183,895728,904023,1009626,1089246,1251414,1297234,1290179,1259162,1228183,1213413,1193029
1922,1185302,1157218,1157920,1152307,1189517,1271846,1301468,1273961,1241556,1216226,1186005,1170556
