#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 14168000: Fern Ridge, OR
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Fern Ridge (14168000) 
# Oregon  RESERVOIR Site - 352 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: May 16, 2019 3:53:00 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1974,,,,,,,,,,,26200,6700
1975,8200,12700,57000,87400,101400,101800,99900,94900,89900,85000,28100,9800
1976,7000,10500,55800,89100,102200,103000,100400,94400,90300,86200,27700,6100
1977,5200,6100,13800,43900,48500,54500,52700,46600,34500,31000,17700,15800
1978,10900,12200,39500,53600,85000,96800,96100,91300,86600,85000,30400,9300
1979,6900,17100,54000,75900,102500,105500,102000,94100,88600,85500,32500,7300
1980,8100,14700,49300,84900,102800,105300,104300,98200,89400,83000,31300,7900
1981,24100,23100,59100,84300,101200,100900,100600,95200,87900,84100,33900,7900
1982,16800,27100,50900,83800,100500,100100,99000,94400,88700,86000,25700,10700
1983,6300,11400,52000,83500,101100,101100,100700,100000,96900,82300,31700,7800
1984,8500,16600,50900,81800,101300,100500,101100,96700,90800,87400,30400,22000
1985,6400,13300,43300,81100,96000,97700,97800,90900,84900,80600,26600,7500
1986,7300,11900,63100,74000,83600,97000,93500,88200,81600,78600,33800,9700
1987,7200,17900,41400,70800,79700,82000,78700,74700,68400,63300,34500,11700
1988,11400,19000,35900,61400,90200,101300,100600,94700,86900,81800,34500,7800
