#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 12175000: Ross, WA
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Ross (12175000) 
# Washington  RESERVOIR Site - 1602 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:32:27 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1960,,,,,,,,,,,1233000,1138000
1961,984000,975000,999000,963000,943000,1225000,1404000,1405000,1403070,1347570,1299870,1170070
1962,1020170,964870,898970,745370,810470,992070,1376370,1403070,1396370,1397470,1329770,1286570
1963,1280970,1143370,1222170,1148370,1097270,1316470,1403070,1404170,1398570,1378670,1357570,1285470
1964,1233270,1161370,992070,804170,718070,827670,1350870,1405270,1404170,1386370,1343170,1214370
1965,1051170,918770,888070,817670,839370,1127270,1401970,1405270,1404170,1393070,1343170,1276570
1966,1112270,870070,660570,503570,572570,929670,1294270,1405270,1404170,1380870,1348670,1212170
1967,1249970,1133370,1023170,868270,732970,1062170,1404170,1433470,1434670,1390870,1403070,1312070
1968,1221070,1214370,1208870,1154370,993070,1293170,1433470,1432270,1428770,1397470,1347570,1316470
1969,1088270,836670,619870,483370,546770,1105270,1433470,1433470,1422870,1408770,1353070,1253270
1970,1036170,851070,724670,568970,541270,892670,1404170,1433470,1373070,1319870,1262170,1198870
1971,1029170,896270,914270,757770,775970,1325370,1433470,1433470,1429970,1404170,1368670,1316470
1972,1093270,823170,682470,833970,768470,1316470,1424070,1434670,1432270,1409970,1357570,1298770
1973,1192270,998070,876370,733770,723070,1058170,1361970,1414670,1379770,1379770,1378670,1320970
1974,1242170,1233270,1031170,785870,701370,808670,1348670,1435870,1422870,1424070,1364170,1316470
1975,1238870,1096270,782570,531370,386570,737070,1228870,1433470,1433470,1415870,1394170,1322070
1976,1302070,1260970,1129270,862870,742870,1035170,1328670,1434670,1428770,1424070,1394170,1268770
1977,1076270,769270,662770,471670,539370,691870,988070,1085270,1193370,1209970,1191070,1258770
1978,1233270,1002070,800670,729670,792470,1070170,1419370,1440970,1413470,1413470,1379770,1285470
1979,1062170,760270,639470,689670,731270,1109270,1364170,1434670,1411170,1375270,1342070,1158370
1980,1209970,847470,630770,511070,648270,1129270,1434670,1434670,1396370,1380870,1288770,1255470
1981,1326470,1296570,1289870,1188870,1088270,1364170,1437170,1432270,1405270,1355370,1346470,1305370
1982,1122270,944070,799070,702070,635870,857470,1342070,1428770,1429970,1386370,1354270,1262170
1983,1143370,1047170,857470,712970,659870,1002070,1355370,1431170,1424070,1323170,1255470,1268770
1984,1120270,1227770,1064170,888970,800670,924170,1369770,1425270,1424070,1386370,1307670,1226570
1985,1085270,882670,686070,471170,610470,1012170,1414670,1388670,1349770,1290970,1317570,1207770
1986,1097270,957570,875470,935970,913370,1160370,1424070,1433470,1425270,1348670,1319870,1297670
1987,1174470,958470,696270,581370,734570,1192270,1386370,1418170,1376370,1317570,1212170,1022170
1988,917870,774270,611170,470170,674470,1074270,1373070,1429970,1375270,1285470,1214370,1149370
1989,1068170,827670,559070,468070,649670,1016170,1418170,1433470,1395270,1314270,1236570,1244370
1990,1238870,1050170,793270,598770,764370,991070,1390870,1434670,1428770,1332070,1359770,1346470
1991,1263270,1053170,872770,634470,606070,861970,1312070,1433470,1428770,1440970,1276570,1241070
1992,1165570,1004070,846570,746170,833970,1143370,1368670,1330970,1276570,1262170,1185570,1047170
1993,908870,743670,614070,616270,641670,1156370,1398570,1428770,1426470,1367570,1305370,1137370
1994,1054170,919670,774270,785870,889870,1181170,1351970,1403070,1344270,1252170,1179970,1078270
1995,1047170,827670,811370,632970,556670,926870,1276570,1428770,1399770,1349770,1342070,1432270
1996,1265470,1186670,1138370,978370,993070,1032170,1303170,1424070,1419370,1354270,1295370,1234370
1997,1110270,1012170,842970,735470,696270,1150370,1429970,1428770,1424070,1425270,1390870,1266570
1998,1148370,982070,849270,701370,633670,1082270,1377570,1425270,1379770,1285470,1158370,1110270
1999,1087270,925070,674470,457470,399170,593670,1152370,1428770,1418170,1343170,1267670,1302070
2000,1276570,1019170,790770,619170,712970,975670,1387470,1431170,1400870,1328670,1257670,1104270
2001,957570,874570,789170,724670,738770,1027170,1242170,1295370,1235470,1162370,1094270,1171170
2002,1127270,1023170,843870,584270,609670,814070,1394170,1431170,1418170,1374170,1294270,1216670
2003,1162370,1070170,964870,972070,990070,1172270,1419370,1432270,1380870,1293170,1379770,1274370
2004,1183370,963970,695570,705670,872770,1242170,1428770,1429970,1405270,1394170,1289870,1203270
2005,1239970,1249970,1121270,1074270,1140370,1308770,1380870,1425270,1418170,1329770,1270970,1101270
