#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 14162100: Blue River, OR
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Blue River (14162100) 
# Oregon  RESERVOIR Site - 1362 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:32:38 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1974,,,,,,,,,,,14400,3500
1975,3400,8000,42400,58600,75400,83400,82500,64600,33100,20500,10600,5400
1976,3500,8300,37400,57500,76700,84200,82200,59800,26700,16500,7000,3400
1977,3500,6300,10000,43500,77000,83200,83500,47100,16800,12000,7600,26100
1978,3700,5300,26500,39100,63200,84200,84000,54000,28900,21700,10200,12000
1979,4000,5700,38500,57900,76900,84200,76200,37900,19700,16800,9600,3500
1980,3600,6600,34600,57700,75700,84200,84400,64000,29100,18000,12200,3900
1981,16300,9000,44400,61600,76900,82500,82300,58800,24600,18000,15200,4000
1982,10200,8500,38500,55600,74000,83800,82600,68600,39500,28300,21300,5700
1983,3600,5700,34300,62200,76100,82300,82400,77200,47700,36500,18500,3500
1984,6300,7900,36300,56400,75100,82100,82300,82600,53000,37000,12600,8500
1985,3400,5300,30100,58200,75700,82300,82400,55300,26000,16100,10000,3500
1986,3700,5100,52200,55900,75200,82200,82100,57300,21700,13000,9900,13600
1987,3500,7500,32600,54800,68500,74100,58900,30300,14200,7200,4400,6200
1988,3500,14300,31800,61700,77200,82400,82800,70500,31300,22600,12800,3700
1989,6000,7100,31900,57600,75700,82700,82500,61500,30700,21200,12400,4300
1990,4800,7700,35900,57500,81600,84100,82900,60300,28600,25100,16000,4800
1991,3900,8400,31600,57300,76500,82800,82400,80800,59500,39165,16400,4500
1992,3600,10800,41700,48500,76700,81700,58900,21900,6600,5000,4500,4900
1993,3500,9400,22700,57700,76500,83000,82400,82800,73000,42500,7800,5300
1994,5500,9700,32200,57700,75000,82200,84700,63600,25800,12900,10000,9500
1995,3800,17300,34300,58700,77400,82800,82800,82000,61800,34000,14900,34500
1996,19200,5700,36100,57000,77800,83400,84100,84200,80600,49700,15000,9100
1997,50800,21400,35400,56200,74900,83100,84200,82200,80800,49700,24900,3900
1998,4500,4900,33600,58700,75100,82000,82800,81900,79900,52800,18100,10100
1999,34000,5100,42200,55700,74500,82200,82400,81900,81300,50700,21000,24100
2000,3800,4300,39500,59900,34600,54700,67300,67700,65800,49300,21000,3800
2001,4100,11700,21200,42700,40600,34500,30500,24300,12200,8900,7700,5800
2002,4000,3800,40200,56600,77800,81700,82700,81400,69900,51800,22400,6700
2003,4700,19900,37900,59200,76600,81800,75800,68900,48100,25000,10200,9000
2004,3600,20000,38800,60000,78800,83500,80300,75300,71400,53600,21100,3900
2005,3600,13800,22300,48300,79200,82400,82300,82100,75400,46600,17900,5300
2006,38300,17400,38000,56000,78400,79200,82400,74300,55700,38900,19200,4100
2007,8300,7200,36400,58000,75600,56100,44200,43300,36300,21300,18400,4400
2008,3700,4900,32900,52900,74700,81600,82100,82100,73300,50200,19400,4000
2009,19500,4600,27000,55200,70400,81900,81000,80100,77500,47700,19400,3700
2010,5800,5700,25700,55700,78400,80300,82000,82000,68500,47700,15000,4600
2011,7000,7000,19900,60700,73400,80300,81900,82100,81000,47700,16500,3600
2012,30800,15800,32800,69100,76200,81500,82200,82200,80800,50700,22690,3730
2013,3970,6830,27040,63730,77390,77330,80698,80000,78078,59765,17660,3700
2014,3520,17680,40740,61700,79230,82110,78591,74700,51040,28490,7740,14560
2015,4029,5127,22272,34885,47982,47647,40375,29530,19444,14497,8678,4359
2016,4107,9826,37528,56342,76079,69331,55280,45865,30065,17587,16728,4281
2017,3907,7386,35888,59512,77321,82074,82320,81597,51827,41288,20566,4043
2018,8545,13194,24831,59470,77816,71021,52011,33045,16645,8123,5797,10168
2019,18937,11304,25394,57598,,,,,,,,
