#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 10UTPANG: Panguitch Lake, UT
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Panguitch Lake (10UTPANG) 
# Utah  RESERVOIR Site - 8208 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: May 16, 2019 3:53:31 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1981,,,,20100,,21700,,,,,,
1982,,,18500,,,22300,,,,16200,,
1983,,,20500,21000,21800,23000,,,,18600,,
1984,,20300,20600,20900,21700,22300,,,,19200,,
1985,,20000,20300,20900,22300,22100,,,,20500,,
1986,18700,19100,19200,20000,21500,21000,,,,16500,,
1987,,17200,17200,17500,17400,20300,,,,16500,,
1988,,18600,18700,18700,19800,21000,,,,16500,,
1989,,16800,17400,17400,19500,19800,,,,16500,,
1990,,4500,8000,8200,8900,9300,,,,16500,,
1991,,4800,4900,5800,6600,7500,,,,16500,3300,3600
1992,4100,4300,4900,5600,7800,7800,,,,16500,,4300
1993,4900,5800,6000,7300,10700,19000,19700,,,16500,15000,15300
1994,16200,16500,17400,17400,18000,19100,,12800,,16500,9300,9400
1995,10100,9800,11900,13300,18000,19100,,12800,,16500,,
1996,18200,19800,18100,19400,19800,,,,,,,8800
1997,9200,10000,10100,11400,13300,17200,,,,12500,,
1998,14200,14600,15400,16700,17500,21300,,21000,19600,19200,19500,19800
1999,20100,20400,20700,20900,21700,,,,,,11500,11600
2000,12200,12700,13400,14500,16600,19800,14700,12400,,,,10800
2001,10600,11900,11600,11900,12300,9300,5400,3400,4000,4100,4000,2400
2002,2300,3900,3200,4000,4900,6300,4600,4000,3100,2800,2900,3600
2003,3800,3800,4400,6000,7300,8200,6400,5400,4200,3800,4700,6000
2004,6500,7300,8000,8900,12700,22300,23300,21300,20200,18100,17400,6000
2005,6500,7300,8000,8900,12700,22300,23300,21300,20200,18100,17400,16800
2006,17400,18000,18500,19700,20800,23000,20700,19700,16800,15800,15800,16300
2007,16800,17200,17800,19000,19900,19400,17300,15600,14100,12900,13000,13200
2008,14000,13200,13200,13200,16600,19500,17100,16200,13900,12900,13400,13600
2009,14200,14700,15200,15900,17300,19700,18100,16100,13500,12300,12400,12500
2010,12500,9300,14300,15000,16900,22300,23900,21900,19900,17500,18000,18200
2011,19600,20100,20800,21300,21300,22800,23500,20000,9800,1600,1600,1600
2012,1600,2000,7800,6900,11000,10700,8000,6300,5100,5100,5400,5800
2013,6313,6817,7340,8290,9440,10684,8390,7204,3740,11423,11670,12284
2014,12922,8220,8670,9230,9900,10623,8420,6844,6232,6079,6268,6529
2015,7070,7570,8080,9310,10123,11598,10648,8140,10939,11900,4915,5242
2016,5773,6268,6673,7640,11165,13934,12988,11145,9830,9460,9860,9870
2017,9870,9870,11773,8740,11793,12691,11814,10715,9430,9430,9430,9500
2018,9430,9430,9440,11608,14300,14301,13527,13527,9670,9670,9670,9680
2019,9670,9670,9680,9670,9670,,,,,,,
