#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 08008120: Platoro Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Platoro Reservoir (08008120) 
# Colorado  RESERVOIR Site - 9980 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:59:08 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1952,,,,,,,,,,0,0,0
1953,0,0,0,0,0,1100,0,0,0,0,0,0
1954,0,0,0,0,0,100,0,0,0,0,0,0
1955,0,0,0,0,0,1200,1200,1200,1200,1200,0,0
1956,0,0,0,0,1800,3400,3500,3500,3500,3500,3500,3500
1957,3500,1000,1000,1000,1000,4000,43286,49505,49505,49505,41546,30400
1958,30390,30390,30390,30390,30390,54190,54000,37066,34000,34000,34000,34000
1959,34000,34000,34000,34000,34000,34000,34000,4000,4000,4000,4000,4000
1960,4000,4000,4000,4000,5200,5200,11500,11500,11500,11500,11500,4000
1961,4000,4000,4000,4000,4000,4000,7400,7400,7400,7400,7400,3400
1962,3400,3400,3400,3400,13600,16700,16700,16700,16700,16700,16700,4000
1963,4000,4000,4000,4000,6000,6000,6000,6000,6000,6000,6000,3000
1964,3000,3000,3000,3000,3000,10700,10700,10700,10700,10700,10700,2700
1965,2700,2900,2700,2700,5100,10500,39300,39300,39300,39300,39300,17300
1966,17300,17300,17300,17300,20500,20500,20500,20500,20500,20500,19800,3000
1967,3000,3000,3000,3000,3700,4000,4200,4200,4200,4200,4200,3000
1968,3000,3000,3000,3300,5100,11300,11300,12600,12600,12600,12600,3000
1969,3000,3200,3500,3900,4600,5300,5600,5600,5600,5600,5600,5600
1970,5400,5300,5000,4600,4000,4000,4000,4000,4000,9400,9400,9400
1971,9200,9000,8800,8500,8300,8300,8300,2900,2900,2900,2900,2900
1972,2900,2900,2900,4400,4500,4300,4400,4400,4400,4400,4400,4400
1973,4400,4400,4500,4500,4600,11800,31300,36900,37000,36900,36900,36900
1974,36500,35500,35000,35000,34900,24400,20500,18600,18600,18500,18700,18600
1975,18600,18600,18600,18600,18600,18800,36500,36600,36600,36600,36600,14200
1976,14200,15000,15000,15500,15500,15600,16400,16500,16500,16600,16400,14200
1977,14100,14000,13000,13000,12800,12800,12800,12800,12800,12800,12700,12800
1978,12800,12800,12800,12800,12800,12800,13600,13600,13600,13600,13600,13600
1979,13600,14700,14700,14500,15400,6400,25500,30400,30500,30500,30800,30800
1980,30500,30500,30500,30700,18100,14300,42000,36400,19700,19600,19700,19600
1981,19600,19700,19800,19700,19700,19800,19700,19800,19700,19695,19690,19800
1982,19830,19860,19690,19800,19860,19691,19748,19691,19691,19977,19700,19800
1983,19700,19600,14050,14246,14246,14148,15848,15900,14393,14591,14197,14300
1984,14300,14148,14246,14197,14197,33802,34025,34025,34025,34025,34025,34100
1985,34025,34174,34100,33654,26448,27849,54519,53414,53506,53506,53000,52100
1986,50000,48500,47000,47000,38800,36400,53500,53500,52500,52100,52100,52100
1987,50500,49000,47700,47200,40400,37500,53500,47000,44400,44000,43961,43792
1988,43624,43490,43237,43338,45084,45024,43716,35553,29989,29195,28975,29085
1989,29334,29466,29793,30822,33351,33322,29905,22090,20202,19419,18099,18320
1990,18106,18166,18314,18601,18667,18784,20451,14740,10221,8947,6896,9891
1991,9258,9756,10092,10708,12319,21149,36604,28120,23280,19185,17997,18700
1992,19000,19900,20000,20225,23690,34421,44376,34872,32742,29863,24287,24400
1993,24800,25100,25400,26192,23678,36642,53625,47923,45556,42960,41829,42088
1994,42204,42162,42510,42952,43961,47001,53533,44912,40579,40021,39402,40400
1995,40807,41109,41536,42578,29064,22102,52820,53479,48541,48038,45521,45478
1996,45213,45264,45539,45762,46099,53085,46585,38859,27633,21592,21135,21600
1997,21849,22204,22471,23169,23854,29134,45410,37982,34459,32182,27171,27500
1998,27931,28188,28358,28982,29313,33006,36758,30574,25019,21921,20156,21065
1999,21550,21747,21909,22892,23349,29494,40126,35364,38108,33381,29728,29507
2000,29355,29195,29307,29591,29397,32261,28005,22104,18171,17145,16360,16584
2001,16779,16843,17012,17225,17614,30570,30882,24955,21876,18859,17001,17097
2002,17113,17012,16843,16779,16756,14546,11569,10736,10620,10504,10528,10732
2003,10800,10772,10845,10793,10628,11737,13473,9565,7928,7811,7333,7651
2004,7902,8088,8182,8606,8611,12189,16872,13576,11024,9400,8226,8775
