#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 07007100: Trinidad Lake, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Trinidad Lake (07007100) 
# Colorado  RESERVOIR Site - 6220 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: May 16, 2019 3:55:04 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1977,,,,,,,,,1800,1200,700,600
1978,600,600,600,600,500,500,3600,3000,2500,2100,1800,1800
1979,1800,1800,1800,1800,1800,2900,11800,13500,18200,18300,18400,19400
1980,20400,21400,21900,22600,26500,54300,57900,51200,42900,40300,39800,40600
1981,41400,42000,42500,43400,39400,31600,26900,30700,46900,45700,47100,49000
1982,50100,51200,52300,53400,49500,45200,46500,40700,43800,43400,45100,47100
1983,48500,50000,51800,54800,61600,60000,58700,57600,53600,41300,37200,37200
1984,38600,39700,41200,43500,46600,45700,42500,34300,36700,23200,25200,26900
1985,28300,29700,31000,32300,33700,37000,36800,34900,32000,24900,17000,16400
1986,17700,18900,20000,21100,21900,20000,11300,24700,26100,19900,11900,14500
1987,16300,17700,19200,20500,25800,42000,57900,61600,51100,48000,46500,48400
1988,49500,50500,51600,52500,53600,44300,36800,32000,21900,17700,19700,20700
1989,21700,22700,24200,25500,23300,11900,11200,6500,5300,5780,7050,7600
1990,8550,9480,10300,10900,10900,8860,6090,8620,5230,5800,8340,10200
1991,11300,12500,13200,14000,11300,6860,6260,6090,5980,9490,11700,13500
