#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 08108010: Abiquiu Reservoir, NM
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Abiquiu Reservoir (08108010) 
# New Mexico  RESERVOIR Site - 6180 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:55:49 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1964,,,,,,,,,,0,0,0
1965,0,0,1200,2400,2300,11100,31700,29400,89700,98100,98800,57800
1966,1200,0,0,3800,2600,2400,24500,24600,23700,23200,23000,1100
1967,0,0,100,400,500,1500,1300,1400,1500,1400,1400,0
1968,0,0,0,800,1200,51700,30000,30600,13900,13800,13700,2000
1969,2100,2100,2200,4000,26000,53300,2700,2700,2600,3900,2100,2000
1970,2100,2000,1800,2100,2200,42900,2100,3400,4000,2400,2400,2100
1971,1500,1600,1900,2400,1900,2100,2000,2100,2200,4100,2000,2000
1972,2100,2000,2100,2000,2000,2000,1900,1800,1900,3200,2000,2100
1973,2000,2100,2100,2000,2900,165400,191400,121700,83100,83200,83100,67100
1974,42400,5770,4006,5953,4039,4076,3980,4263,4002,3838,4115,4047
1975,18326,18254,18296,18318,18240,108570,53740,15484,15463,14832,4054,4069
1976,18296,0,0,2281,29807,27342,26750,26845,25680,25400,25370,25040
1977,25080,25060,25070,25020,24863,24330,23650,23314,23200,22780,19294,19286
1978,19091,19100,19064,19243,19798,56570,32714,22463,17444,17140,16972,16916
1979,16916,16948,16924,16868,50670,113300,146180,118600,116700,117270,111670,45686
1980,43716,46340,46246,43061,62988,169580,165660,136330,134480,133350,132300,81685
1981,40318,40510,40190,40037,39146,38554,37620,36840,36665,35985,35648,35435
1982,35345,35285,35616,35270,36728,81860,34225,34960,32718,32316,32246,32050
1983,82010,82350,81120,80878,85975,127200,166460,106200,105840,105070,104770,103900
1984,101810,114760,133440,143030,141440,234050,166020,155980,149940,148660,148020,154160
1985,159320,166820,179520,184740,216400,358600,374600,360240,342350,317860,317980,321100
1986,317300,266458,214596,189462,212726,269940,314382,318072,312437,311790,335281,349832
1987,351836,354248,293248,237604,276823,391919,400290,362347,311898,263342,199806,170108
1988,177210,183231,190859,183757,183393,188111,181134,181818,184324,186194,185177,183190
1989,186112,189585,194581,186438,193959,180732,177528,167076,157156,156589,158180,161917
1990,163029,167231,172577,174232,173404,173285,172262,175857,169601,156665,155194,154216
1991,158294,164000,170296,170803,214845,254913,211494,195168,195667,185305,178584,163693
1992,155935,159802,161096,147121,179222,202266,160372,159193,161096,135148,114840,121638
1993,126885,134935,144525,166419,191240,254382,237056,215967,221197,218137,206435,188896
1994,174300,175881,180864,179503,190745,238903,178543,171979,170803,162698,150586,153492
1995,157220,159460,160791,185142,195750,249538,302600,285168,286657,268093,243646,228640
1996,218792,209276,201678,185875,181426,173747,165725,158964,156577,145510,144271,151255
1997,157714,164114,166265,164805,175326,191486,174932,169712,178304,171703,171311,173589
1998,175484,177309,179503,180503,180222,180222,156425,154805,153603,154054,155482,162698
1999,170334,172535,178971,184690,171993,176015,163012,168439,177155,174682,174956,176801
2000,177313,178220,179089,179130,180679,160579,138229,115789,89696,75285,81639,87885
2001,91320,95472,100006,105178,108620,144972,151293,132548,121959,115112,109853,120461
2002,131158,141599,151259,154567,130983,110264,98312,89696,60484,47225,41729,43062
2003,43745,43876,43273,43143,46175,46996,43273,58350,66610,65040,66634,68613
2004,72934,84958,95886,107271,126740,134957,128944,130742,126638,114793,114215,113894
2005,112234,111821,112523,112140,142349,175936,116436,115339,113766,112298,111503,122933
2006,134119,145185,159125,169749,171253,162747,153129,154899,157714,155230,154198,153755
2007,157378,166985,174056,178538,180995,182073,176408,173785,174877,182313,181475,181837
2008,182715,183037,185135,185378,180520,190586,176093,180000,177076,175899,177825,176881
2009,184529,183962,181795,181037,179486,212118,178617,177787,180718,181635,182475,181875
2010,183640,183359,182275,179883,196419,169903,156639,157601,173978,181875,181314,183037
2011,183962,181677,179088,175071,164478,159086,151112,148700,162561,179565,180558,181757
2012,181597,178378,175269,174799,175622,170519,157452,147247,147573,163462,160876,158938
2013,155897,161736,167864,169246,154308,141957,125440,138759,145258,151367,143031,143675
2014,154603,153719,152799,151660,146920,128882,118978,126057,129575,129905,127468,127729
2015,128586,132159,133789,133522,129114,125402,122049,120075,121594,141580,147505,135392
2016,130533,132225,132425,133422,132191,147079,124619,112544,122210,124130,122405,120171
2017,118367,120850,123836,122405,135124,145215,147292,143926,142267,142853,139297,128520
2018,117726,121013,125011,124946,117950,110073,95983,89702,81921,90003,82591,81741
2019,78078,72176,71004,63308,75233,84547,61650,58104,71940,87124,81204,78078
2020,81921,83969,86722,89866,87905,90058,70492,53760,51762,61864,61821,63873
2021,66435,68992,73265,76376,70492,66458,,,,,,
