#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 10238500: Minersville Reservoir, UT
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Minersville Reservoir (10238500) 
# Utah  RESERVOIR Site - 5500 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:56:48 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1937,,,,,,,,,,9520,9140,10400
1938,13200,15700,17500,19600,19700,19500,16900,10900,7920,6050,7270,9660
1939,12500,14000,16100,18600,16300,11000,6660,3690,1360,852,0,2940
1940,4710,6810,8530,10100,9520,10400,7350,4540,1280,1500,2740,5000
1941,7270,9110,11000,12400,13800,22700,23200,21500,19500,17000,20200,21100
1942,19200,19400,20100,21900,22700,22700,19400,15500,12300,11200,12000,14600
1943,16800,18400,20100,22500,22700,19700,16800,12500,9660,8470,9660,11900
1944,13900,15700,18100,21300,22400,22800,23200,18300,14200,11900,13100,15600
1945,17900,19900,21300,23200,23800,20700,19200,16000,17200,13500,15500,18200
1946,20400,22300,23300,23500,23300,19400,15400,11200,7210,5250,6900,9620
1947,12000,13800,15600,17200,16400,21500,21400,17400,15700,14200,15500,18400
1948,20100,19700,19900,19800,20100,16900,12800,8910,5590,3950,4620,6940
1949,9320,11100,13400,17200,18000,14700,18400,14500,9350,8360,9700,12600
1950,15200,17200,19400,20500,19200,13000,8700,6000,2700,2810,3200,4400
1951,6770,8530,10200,11600,11300,9500,6940,5000,3200,2490,3130,5460
1952,7600,10200,12000,14700,19200,21300,20300,15300,11800,9930,10800,13200
1953,15500,18000,19700,20800,19600,17200,12200,7950,4250,3240,3800,5860
1954,7850,9850,12600,13500,11900,8480,6040,4140,1760,1630,2130,3780
1955,5480,7040,8690,10800,10100,6870,4760,3090,2720,1520,2300,3770
1956,5540,7210,8250,9430,9050,6070,3860,1260,0,0,0,2620
1957,3920,5620,7380,8360,8300,9080,19000,14600,10800,7980,9140,12400
1958,14900,16600,18900,21000,17700,17100,15600,9140,5210,4540,5700,8250
1959,10400,12400,14300,15500,14400,10600,7320,4310,1810,868,1370,2660
1960,4290,5660,7240,8690,8050,6210,4440,3110,1590,1620,1960,3320
1961,4690,5850,6870,8090,7890,6200,4580,3060,1790,2100,2390,3960
1962,5140,5960,8310,9660,10000,7920,6280,3440,1070,1250,2540,4260
1963,5640,6940,8530,9740,9300,6440,4940,2600,1200,1520,1990,3610
1964,4910,5920,7430,8250,8530,7570,5540,3280,1850,1280,1580,3440
1965,5430,6920,8120,9130,9390,7210,7540,5780,4100,4290,5310,7650
1966,10200,11890,13840,15530,15050,10810,7400,4830,2320,1880,2310,3700
1967,6080,7660,9320,10510,10240,9030,11850,8570,6230,6390,8040,10530
1968,12460,14450,16400,18050,18970,17830,18750,15100,14710,12490,12550,15130
1969,17300,20310,21870,23160,23260,25730,26000,20550,17110,11840,12340,14270
1970,16900,19260,20730,22170,22240,17970,13810,10050,8160,7450,8670,11080
1971,13860,15530,17050,18710,18990,15320,10930,7640,5680,5560,8610,11070
1972,12040,14130,15450,16490,16350,11560,8770,5350,3060,2580,3530,5330
1973,7010,8730,10660,13430,16890,23350,21600,17550,13900,11700,12970,11740
1974,15750,19330,21290,23150,22600,16900,11780,7320,4340,3110,4250,5940
