#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 12491000: Rimrock, WA
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Rimrock (12491000) 
# Washington  RESERVOIR Site - 2880 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: May 16, 2019 3:52:43 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1960,127410,134660,153090,176460,187660,180730,196130,142160,67080,23210,26760,47670
1961,59660,84540,122920,151000,171670,182420,196130,164820,102580,49170,51090,62580
1962,80460,110290,128540,142310,189340,186540,198980,182160,169580,105290,98430,134400
1963,133670,131320,173580,195030,198170,200180,197860,188990,139820,47890,37490,50780
1964,65280,84200,95840,102040,79240,94940,162220,191930,156300,106910,111290,119610
1965,149150,155400,150510,144820,182570,194030,195160,146910,75920,44010,49460,62470
1966,73480,82430,84510,92280,119610,164480,177730,147520,79380,34320,32330,43110
1967,69870,91340,111400,125580,139180,184700,200150,169320,106790,42400,53630,77730
1968,100950,130730,176480,186370,164880,168620,196010,151900,70960,37010,51800,87270
1969,105500,135920,149310,158330,165380,198500,197190,142080,76600,24860,32570,45260
1970,55080,76080,89160,110330,119190,157370,198780,151790,84460,32550,30110,43690
1971,59420,85470,123020,139720,110660,147080,198480,196410,138890,108460,118330,130150
1972,138440,146320,140690,144160,63480,131210,186130,190690,140570,104910,111690,122980
1973,142290,143230,153410,160400,131190,131840,132700,91360,43330,250,7570,28370
1974,51910,112400,132320,151360,144000,148920,200000,196030,166980,120970,114620,121550
1975,135470,135820,121650,128660,135130,144340,198150,188440,154360,124720,131730,143360
1976,142420,139840,148290,151040,141420,177210,199570,188320,148690,100300,92430,101690
1977,108910,120280,130010,139970,154880,162200,175460,149860,99200,46630,57330,81797
1978,166736,135330,150140,170057,171548,199391,198784,193089,165561,140819,139076,142166
1979,140152,138808,146448,154386,146912,169488,122657,91188,16223,187,2497,11760
1980,38874,54795,68918,94340,145815,198860,194309,144846,88235,50640,44081,66750
1981,138438,170858,198403,197563,198961,193139,196689,187462,156497,49982,59800,73729
1982,94646,116109,153833,157175,177986,189760,197112,191186,179754,123865,132148,135269
1983,141001,137803,135044,145308,148267,194957,198227,197496,189540,144245,122987,128534
1984,123860,151560,150890,166262,184780,194957,193687,190250,171880,101640,92124,98470
1985,99733,92740,84232,92719,115489,157170,197602,187268,158461,100724,103322,115107
1986,118840,129437,153775,149076,168635,179924,198350,171770,129340,78970,73875,90988
1987,103610,107236,120047,152695,190645,185160,171040,139300,107820,33050,10730,19792
1988,37350,46468,60820,82616,128700,177540,193540,178860,136900,49220,28050,46310
1989,64590,79960,91640,110710,161160,186740,196660,185450,150380,63650,47420,62836
1990,90356,123413,135660,144762,186274,195530,198150,190080,164795,59388,49460,97166
1991,121090,136470,150680,154280,176370,196110,198300,193560,168250,62820,31450,45716
1992,64330,76212,97908,125210,150870,170511,171891,158746,120085,21988,25988,36200
1993,44152,52134,59790,77200,103016,159652,182304,173202,136640,29410,13442,17937
1994,24116,35240,42780,60960,94460,126780,140046,135473,107254,33400,17545,32370
1995,58568,78724,137923,164614,159076,187974,198075,193884,162450,67650,68940,151321
1996,141317,141540,163582,166436,190794,197215,198650,195780,168658,78564,55670,71790
1997,89692,129240,132980,142310,118897,155884,198050,195755,177636,114898,132880,140151
1998,133930,133850,137576,154518,165086,198854,194105,172650,155774,59846,39260,54035
1999,81282,110508,123260,125620,128500,151468,192644,196080,194005,102168,63284,104860
2000,132600,140460,139941,148774,187316,195705,196865,197870,178154,99144,80620,87136
2001,92906,98641,103574,112042,121780,149202,158240,144510,124780,44566,20866,40136
2002,54581,85058,99144,116237,157480,192940,197590,191850,176416,85575,55384,63004
2003,73050,100880,135599,168208,191360,198150,196610,184104,158219,76610,48634,57866
2004,69530,80908,92838,114148,147990,195055,196255,188046,160252,94460,78008,90324
2005,109793,140660,153366,166282,178504,197665,197365,183384,147946,61280,39079,49520
2006,64746,99334,118420,131450,161934,196330,197365,187100,152370,66158,32920,96306
