#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 10188000: Otter Creek Reservoir, UT
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Otter Creek Reservoir (10188000) 
# Utah  RESERVOIR Site - 6380 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:56:50 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1914,,,,,,,,,,11400,16900,20300
1915,25000,26600,32000,38700,46300,51500,45400,21000,6600,3220,,
1916,,,,,,,,,,,,
1917,,,,,,,,,,,,
1918,,,,,,,,,,,,
1919,,,,,,,,,,,,
1920,,,,,,,,,,,,
1921,,,,,,,,,,,,
1922,,,,,,,,,,,,
1923,,,,,,,,,,,,
1924,,,,,,,,,,,,
1925,,,,,,,,,,,,
1926,,,,,,,,,,,,
1927,,,,,,,,,,,,
1928,,,,,,,,,,,,
1929,,,,,,,,,,,,
1930,,,,,,,,,,,,
1931,,,,,,,,,,,,
1932,,,,,,,,,,,,
1933,,,,,,,,,,,,
1934,7500,11100,14600,17600,14200,8800,4000,400,400,400,2250,3930
1935,6370,9000,12000,14600,18700,24600,23700,7500,4700,1900,2140,4500
1936,7300,9860,13700,17200,20600,12800,1720,2730,4100,5000,6600,9000
1937,12300,14200,18000,23700,29800,40000,39500,37400,31600,24000,26100,26800
1938,28400,31200,34800,40900,50500,53300,50800,48100,46200,45500,44700,45000
1939,40600,36000,39200,45000,50800,46900,32200,13600,5500,8700,12100,14900
1940,17800,21900,25500,30200,36200,28200,17200,9300,5500,4500,6900,9000
1941,11700,14600,19900,24600,30200,37800,42300,38500,33400,32600,35200,38500
1942,42100,45200,48100,52600,52300,52600,51000,42800,31400,22300,23300,24600
1943,28600,32000,36600,42800,51800,49300,46200,32000,25500,20100,20800,23200
1944,27500,31000,36000,43300,49000,53100,52000,45200,30600,20600,22800,23900
1945,26800,31000,35200,39900,45700,50300,49300,40400,29100,29300,33400,37000
1946,40400,44000,48300,53500,55000,50500,44500,28600,22300,13300,17200,20100
1947,24400,28200,33400,39700,46200,51300,50000,47400,44700,42600,42600,43000
1948,43800,47100,51500,52500,51500,54800,47800,30000,15300,10100,10100,13300
1949,17500,21000,25100,31400,47800,54500,54300,49800,44700,37400,39700,40600
1950,43300,46200,50300,53800,53800,48800,38000,25700,13600,9300,10800,14300
1951,19200,22900,27900,31600,32400,29600,21600,8900,4600,2080,3180,6370
1952,10500,13800,18200,24600,39100,54700,53000,44900,37000,30200,31800,33900
1953,38000,42400,46300,50000,51700,46600,38200,24100,14100,7100,8120,11500
1954,15600,19900,25100,29300,33000,24200,12000,5000,400,600,2760,5310
1955,9000,12300,15400,22400,25300,20200,12600,7220,2650,400,2690,4510
1956,8400,12100,15200,19200,20600,14000,3640,470,330,360,1920,3620
1957,6400,9220,13600,16500,18000,24000,27400,22900,13300,7300,9000,13000
1958,16900,20900,27800,35800,47600,54800,52100,44300,30700,23500,25100,27400
1959,30000,33900,37100,40100,40200,37500,29900,20100,10500,9730,11400,13800
1960,16900,20400,24800,30000,31600,27700,14100,5710,660,280,3210,5580
1961,8600,11900,15200,20300,25700,26600,15000,1820,1680,3780,6420,9000
1962,12000,14900,20900,28200,42800,43300,40400,28100,15700,8400,9330,11700
1963,14800,17700,22600,24800,25500,18900,11000,3860,3640,4410,5730,7720
1964,10600,13600,16800,20900,24500,30800,23300,11200,5530,3480,5390,7330
1965,11400,15100,18400,21900,24400,27500,20600,17300,16400,15400,16420,18760
1966,22940,26350,28210,36410,37910,30320,22090,14780,8910,4710,4710,6980
1967,10860,14050,17960,22770,22600,24700,21240,16420,14780,16720,18760,20400
1968,23470,25980,30510,35780,40530,47970,47940,40750,39650,35990,34740,36620
1969,39430,43480,46770,48950,52660,55200,54440,51170,44410,41890,42340,45330
1970,48460,52410,52660,53930,54690,51670,49190,49190,41200,28210,29740,34320
1971,37480,41890,46770,50420,51670,47010,36620,24170,14490,12080,14200,19250
1972,25070,28980,34680,39430,39650,37270,21920,11670,9770,10200,13190,17960
1973,21410,24880,28210,34320,43480,55460,47970,43860,41470,38340,37110,39430
1974,43560,47250,48710,50170,53880,48580,40310,30320,21240,18120,18600,19900
1975,22600,27500,30700,38300,39900,46800,40800,32300,29400,28400,27460,30910
1976,34320,37700,42570,46770,48710,48950,38770,25070,19090,16420,18990,21070
1977,23760,27280,31100,34120,33100,24700,17190,8780,6430,6110,7690,9670
1978,11540,17340,21750,27280,32280,32690,21240,13100,8160,8280,10200,13190
1979,17250,19250,23300,31490,43720,54180,51420,45810,39870,34530,31890,34740
1980,37480,42110,47010,49680,51670,53170,54690,51170,43020,39870,40980,44650
1981,47970,52160,54690,55200,55720,56240,51670,31890,30320,29360,28780,33710
1982,35990,39210,41200,44410,54180,56760,47730,37480,34320,35160,39900,41900
1983,46300,48700,50500,50200,49200,52500,54200,52800,50400,48700,49200,49700
1984,49900,50200,48900,51200,48900,52700,52700,51200,52700,49400,50200,48200
1985,49200,48200,47700,47500,52700,52700,47500,44900,41800,41800,45570,49190
1986,50170,50170,52160,52660,52410,52410,48460,42340,39210,38770,41430,44870
1987,49930,50420,52660,52410,52660,51420,43250,33910,31100,31690,35000,40300
1988,44600,48700,52400,53400,53700,53200,48200,42800,37700,32900,35570,40090
1989,44650,44180,51670,52920,51420,40980,31100,22430,15520,9540,5390,9410
1990,14490,19410,24000,29740,31100,26900,19740,13060,6430,5890,8040,12220
1991,16120,20400,24880,30340,31690,28980,18760,10200,6540,6870,8530,13470
1992,17650,22090,26530,32080,36840,30130,17340,9670,3140,2280,4530,8910
1993,12920,17650,22280,31300,43020,54690,49440,43250,38770,37270,38610,40750
1994,45100,49190,52410,52810,52410,46770,37910,24000,16420,14340,17650,22430
1995,26160,30910,35570,43480,50670,53930,54180,50920,44410,39210,40046,43480
1996,46000,50745,52662,52662,52662,45100,32420,20400,10060,10060,12934,16910
1997,21988,26530,31530,41112,48634,51045,43159,38340,33000,35840,37826,42091
1998,45642,49722,50720,52662,51910,52662,51420,46650,36620,34530,37910,42524
1999,45642,49745,52566,52662,52662,46530,39210,20240,3983,2280,3340,6776
2000,12220,12200,18400,23900,29400,31400,30000,29550,23800,24000,25000,26100
2001,31200,24700,29600,37742,43800,49680,39000,29550,23800,26900,22980,26100
2002,31200,35100,39200,41800,40100,25400,14500,9600,4100,5600,9500,15700
2003,18200,22400,27600,32400,38600,29800,21000,12000,3500,2100,2500,9300
2004,13200,16500,20600,26100,29600,19900,12500,6000,3700,3700,4600,12300
2005,10700,16600,22100,28700,43200,50900,50600,47700,45000,41200,40700,39300
2006,41500,45000,49000,52500,50300,48000,38300,30600,20300,18400,23500,28800
2007,31600,35500,39900,45700,48800,43500,32600,21400,16100,13500,16400,20300
2008,24300,29300,33100,33900,38000,38000,27800,23700,13700,11100,13900,17300
2009,20500,24700,29300,32400,35300,32400,24200,21300,13000,8100,10100,13600
2010,17500,20500,24000,31300,33600,37400,33700,22100,15700,20100,13400,17700
2011,22700,31000,25200,34200,51600,52500,51300,48100,45500,43700,44200,42700
2012,46600,48700,50700,52200,51300,46000,41600,29100,26000,24900,18900,20200
2013,25221,27365,32427,37897,37363,41610,32948,27600,8425,22083,27083,22083
2014,37252,39651,40161,47416,52057,45904,35490,28966,24000,22600,21820,25706
2015,29778,33745,36202,43243,43480,36785,35780,23958,17975,16600,17399,18829
2016,23017,27690,29817,36396,41995,47133,45646,38987,21785,20711,19504,22627
2017,28376,31673,36807,43311,50262,51884,48755,38186,31123,23994,25557,28768
2018,32468,36180,39541,42925,42200,40087,26949,15848,7339,5860,8787,12840
2019,16753,20431,24974,32511,40873,52179,50625,48564,42781,37560,37695,40480
2020,46530,48000,46675,53523,51575,48293,44222,36817,25157,14803,16067,18749
2021,22527,25813,30328,33006,32263,25605,,,,,,
