#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06016170: Julesburg Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Julesburg Reservoir (06016170) 
# Colorado  RESERVOIR Site - 3700 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:35:13 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1949,,,,,,,,,,,17893,17631
1950,19288,17927,17927,19051,19535,19169,16132,12819,7564,9500,17773,17773
1951,17773,17913,17913,19487,20067,19051,21241,16245,12924,14892,16384,16384
1952,17915,17492,17354,19335,19486,19486,19777,11933,6104,5603,13821,18057
1953,18625,18625,18909,19777,20213,19922,18625,13553,6605,3731,8969,17354
1954,17631,17631,19051,19922,19777,18757,14490,4188,-2163,-2163,-2163,4645
1955,12672,18199,19051,19051,19051,19051,21093,14222,3913,-1036,1197,9311
1956,15668,18625,17611,19337,19051,15433,14691,5903,3644,-2163,0,2046
1957,11087,15636,19632,20067,20503,21094,21094,21094,16245,14624,17631,17631
1958,17631,17631,17631,17492,20213,19487,21389,21389,9425,9880,17631,17773
1959,18057,18341,18838,19051,20067,20946,17354,10182,3905,144,12295,17215
1960,17215,17215,17118,17215,19903,21389,21242,14892,5124,554,5603,16661
1961,18341,18341,16938,20066,20503,21337,21311,19196,11087,5453,16384,16732
1962,16875,16245,22338,16938,18270,23035,23035,19829,11523,11523,17631,17631
1963,17631,17917,17917,19051,20357,19051,16938,8984,5507,6203,16801,18483
