#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06016060: Carter Lake, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Carter Lake (06016060) 
# Colorado  RESERVOIR Site - 5780 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:58:06 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1954,,,,17693,36990,51821,37975,28613,7118,2066,3746,24094
1955,32314,41661,50683,64892,62158,49273,43625,27552,20666,7209,11056,16594
1956,-3278,-3270,-3258,-3250,-3245,-3249,-3252,-3277,-3283,-3290,-3286,34194
1957,37510,46855,62579,71871,76777,83506,90499,90499,77492,60480,56894,66357
1958,73669,82033,90328,100494,7045,100572,93127,59033,27826,17608,25976,34917
1959,52286,58425,71521,81451,82888,85862,82694,67831,40832,25388,23333,35472
1960,52178,66240,73599,80058,81534,76864,71781,56987,30624,17064,26605,40742
1961,51517,63200,74104,85619,93148,97086,106144,89245,67704,54423,60123,66872
1962,82001,79800,91579,102248,107269,96591,108820,73922,37814,33508,26900,52300
1963,54941,71161,84860,94455,104099,87400,78600,58239,46407,31063,24245,40000
1964,53300,67200,78000,90900,100400,88800,82700,60400,35800,21000,30600,46600
1965,59200,70400,81600,93600,95300,92200,96200,87100,72300,59700,65500,79900
1966,95000,106300,108100,107700,107300,99000,86600,57800,30200,20900,22600,37800
1967,52700,66400,77800,89500,95500,100000,99900,106200,76600,65900,56400,65400
1968,73200,84700,92500,99100,98800,98400,96400,74200,59600,49600,44759,59145
1969,69187,79625,90317,91796,90758,90683,96613,84082,-583,43357,41106,56158
1970,67694,80941,91687,100683,104539,108398,107839,100272,83716,72161,72612,81991
1971,89352,93377,100183,106439,109061,108546,106734,83998,62291,54514,55735,66279
1972,77226,88165,97493,108486,107178,105567,98984,76614,55469,48328,48093,60301
1973,73568,83893,95055,100183,102752,105624,107269,99850,79284,53112,51367,58500
1974,69700,82900,91300,100700,107000,104600,106100,87700,57900,46400,58000,68900
1975,76400,85400,99700,106500,108600,104600,106500,92700,65400,47600,54300,64200
1976,73900,91700,91600,101800,106100,103300,83700,56000,37700,24400,39200,49951
