#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06652700: Glendo, WY
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Glendo (06652700) 
# Wyoming  RESERVOIR Site - 4635 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:57:49 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1957,,,,,,,,,,,6500,16010
1958,26440,32660,42210,54050,186640,344930,450520,406210,306640,192980,265800,297580
1959,312830,344220,376320,419090,496440,555760,504070,345810,150110,93710,162910,234600
1960,289310,339610,387320,392450,467220,535970,430300,223140,86270,87470,122640,166490
1961,207100,249590,284430,290440,331480,398260,426220,251890,87660,86910,141170,196650
1962,243290,292940,332180,379930,433010,419190,540830,412340,163080,66380,166490,229250
1963,278330,321740,372640,410030,434710,411530,480310,266070,94220,67190,126770,190730
1964,246940,303560,360220,412040,446270,493480,445290,241040,74000,61010,130660,194420
1965,248040,301760,355540,397960,439040,513400,544630,383530,172580,105500,166570,230310
1966,284930,331300,381800,434910,469830,376870,337950,177320,87960,16390,100620,188690
1967,262430,316810,363190,406870,466910,494870,582500,443610,181470,53370,122940,198090
1968,257770,326020,390870,417180,467470,497920,490420,305520,134130,74010,161090,231790
1969,286120,348630,411370,443930,484273,419219,456069,325163,110524,41174,114595,189251
1970,257993,323365,384498,446737,497453,578273,629093,430701,188184,76121,147490,221926
1971,282092,352413,415447,466568,549766,716669,612569,418403,223521,128022,204353,279566
1972,341312,401664,445333,454858,513150,519024,461024,324907,141221,43394,128022,213026
1973,276905,343083,406068,448680,458162,751087,643199,508316,241680,147912,256788,329911
1974,394096,460694,491475,390387,427377,479339,378956,287721,124842,63133,148439,230736
1975,287641,351962,412490,480142,510950,475575,453794,243087,94959,67518,149305,235248
1976,299000,362778,430814,490958,509507,502247,453359,272196,138814,63367,143841,208018
1977,269262,324181,385992,443966,487445,424966,390666,245270,163051,109566,175702,231490
1978,284524,338170,396766,461348,450971,539166,460466,295645,128755,58159,152044,212890
1979,267956,330694,397063,469695,492959,448808,431234,271809,135360,74636,167742,235747
1980,301305,357166,440546,507561,528097,515634,442361,286119,112026,85775,190606,258232
1981,324354,386283,436720,472739,479346,541741,416196,240914,107523,79352,173819,232691
1982,281588,330694,383091,433549,438842,472513,498297,335960,119571,89146,163331,219809
1983,266040,325218,372594,432285,476715,702914,709163,640018,349800,120935,210679,281588
1984,342615,416708,425486,404738,439162,568504,544974,407758,170443,60365,142827,225675
1985,287319,351338,379249,380015,485698,481070,381647,218101,104921,93672,202624,261855
1986,325477,396766,459148,498894,513789,514403,559411,420822,233754,147587,190919,269108
1987,333496,391645,461899,517733,516868,494496,459697,268493,149934,108286,178853,246366
1988,302214,364168,419791,458271,479002,482223,401037,235533,98159,89676,157202,220907
1989,277964,335872,381455,425902,435979,429556,394298,208349,64091,98558,144809,187371
1990,224703,268186,304700,350704,348085,412521,383767,166149,89828,77271,115981,158457
1991,193247,234394,276945,314094,352880,508047,511093,295563,124620,94061,138020,186691
1992,227697,267112,305781,350342,347005,368363,444717,301635,75774,74670,121666,161324
1993,200867,246440,283888,339855,390178,379728,479002,314094,186815,121163,172766,214169
1994,257782,297033,331306,376862,422269,354336,314856,196616,116203,99600,144146,190543
1995,230925,265429,306698,349077,373161,565950,580052,395284,159335,82765,142776,195850
1996,241131,281114,326863,401037,503932,543032,511949,330519,161046,101421,157747,214776
1997,268263,326950,384346,493195,499132,518723,552938,460026,321598,235747,290616,335167
1998,375531,421649,458929,461899,483378,478315,460687,276398,132878,124063,233825,306031
1999,358815,415070,461899,516497,538781,564476,608099,370427,148210,130471,189108,236532
2000,287400,338258,392823,474666,527089,518104,417939,286359,152948,104173,155738,203539
2001,247832,294505,337020,406951,477628,455756,410489,259286,105212,116292,172766,216198
2002,255908,294017,332707,379536,420410,417323,321083,143030,83275,114785,150038,181742
2003,210279,239616,268801,319370,401436,452707,456630,297361,110382,145371,180053,212487
2004,245635,276320,309207,356617,395284,418453,430500,256432,92278,127242,162604,196936
2005,231843,267112,298590,339855,380015,459587,481531,317236,133411,138417,173702,204719
2006,236246,269570,297688,346286,428824,423305,430395,265048,110943,145320,180595,213832
2007,245782,276476,311308,364632,452164,509629,400538,215927,85664,119254,161657,194640
2008,224287,257556,291989,337727,397855,539809,510849,302462,118486,119888,156930,192490
2009,224010,258458,296298,334551,476601,448376,540194,361576,164735,125179,167172,207157
2010,240337,282300,319455,373634,484769,556629,716458,567427,325218,240770,281588,318344
2011,360010,401336,434288,393216,433760,516374,580874,563674,399643,219125,262613,302462
2012,340121,380590,419070,471158,489081,402135,382802,261325,121987,115512,152921,188831
