#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 09009170: Groundhog Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Groundhog Reservoir (09009170) 
# Colorado  RESERVOIR Site - 8740 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: May 16, 2019 3:54:24 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1950,,,,8350,10900,12960,15400,11320,5650,4590,3630,
1951,,,,3720,4310,6290,7390,5350,4120,4100,4120,
1952,,,,6200,7910,17050,21710,19530,13850,10760,10760,
1953,,,,,13020,15320,16820,10720,7980,5150,4650,4700
1954,,,,,7020,8720,9150,7940,4490,3830,3830,
1955,,,,,6540,10380,12070,7810,7960,5410,4370,
1956,,,,5070,6850,9660,10590,5570,2300,952,,
1957,,,,1670,2190,8900,18760,19740,20507,18310,15160,
1958,,,,15160,20050,21490,21490,12860,6200,4880,,
1959,,,,,6260,7740,8350,4800,4260,2990,3740,
1960,,,,,7490,10040,12150,8240,4410,3740,5400,
1961,,,,5400,8130,6580,10760,7190,5740,4990,4990,
1962,,,,,10760,15160,17110,14780,6630,4880,,
1963,,,,,,,,,,5900,,
1964,,,,,6320,,,,,6530,,
1965,,,,,9623,21700,,,,18127,8837,
1966,,,,,21710,,,,,,,
1967,,,,,10500,,,,,11650,,
1968,,,,,16815,21710,,,,11100,,
1969,,,,56,11900,22100,21710,20896,14010,12557,13800,
1970,,,,,14800,21700,21700,18600,13900,13600,13600,13600
1971,13600,13600,13600,16700,20400,23300,23300,18800,12800,9400,8500,8500
1972,8500,8500,9400,10700,13100,15300,16500,11100,8200,7600,7900,8500
1973,8500,8500,8500,6500,8800,23800,23800,23800,19300,16600,16100,16100
1974,16100,16100,16100,16100,18000,21700,18400,10000,9700,9700,9700,9700
1975,9700,9700,9000,9000,21700,21710,21700,21710,17900,10100,9236,9200
1976,9200,9200,9200,9200,9200,20389,20400,,,7500,7500,7500
1977,7100,7100,7100,7400,7100,6600,6600,6700,6700,6700,6700,6700
1978,6700,6700,6700,7100,14200,21049,21700,20397,9400,8100,8800,8800
1979,8800,8800,8800,8800,14200,21711,21711,21000,10500,7744,7744,7700
1980,7700,7700,7700,7700,7700,17300,21700,17300,9400,300,600,0
