#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 09009030: Green Mountain Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Green Mountain Reservoir (09009030) 
# Colorado  RESERVOIR Site - 7960 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:58:42 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1952,104894,99271,93666,76452,54776,49896,147206,143092,144328,135425,126210,118037
1953,107095,100232,90618,78412,55358,64720,136071,143448,131620,113773,100747,100547
1954,91743,77692,67819,47010,38063,66332,97407,89775,64548,51070,46451,43289
1955,41576,38759,37366,34841,43963,76206,122756,137537,140554,115140,97342,88985
1956,80067,69768,56233,40449,33195,73248,140699,145003,134155,97585,70052,65585
1957,63715,59391,54710,50090,31695,22322,114356,147121,146187,141737,138251,131461
1958,122832,104946,91619,70860,46325,86791,144120,141737,137210,119229,104106,97828
1959,89486,70065,53328,49032,42556,38089,136416,146081,140969,123100,122452,118501
1960,108849,85843,71304,57479,53519,48448,130312,146018,141488,120111,108955,103714
1961,92320,74779,64868,60077,54754,67781,127200,136741,136782,144749,145531,140533
1962,124399,105464,82330,38794,28288,32282,119286,144686,140306,124056,61632,24776
1963,-5086,900,700,3200,-465,42741,86331,93256,101112,87419,69962,63788
1964,62577,61525,59367,55502,56467,78328,103152,119117,129133,115728,95059,90910
1965,83819,76493,69755,60993,46686,67794,122376,140533,143448,140782,134658,123883
1966,107705,95123,80633,63340,63279,106693,146081,145574,129232,101617,88334,83385
1967,76411,65585,56177,46932,38960,57038,106519,145066,132076,120111,108672,99271
1968,91064,82646,75117,64634,41386,57796,133013,145976,144266,132914,118650,108708
1969,97310,86198,75590,63655,58848,100497,143490,143448,135547,127453,120994,109344
1970,98648,87254,71186,50059,36821,69278,108055,145594,135425,133695,125574,117183
1971,104963,91079,73997,55865,47820,59600,141862,144224,142194,134054,120900,110356
1972,100232,89168,78594,62988,51277,64597,134637,145933,135526,127395,118613,107496
1973,98041,87209,76917,65834,57649,77581,130057,144412,141177,128348,116869,105895
1974,93666,83457,72688,53887,39762,73101,132654,144434,135870,109590,100082,93209
1975,84813,77124,69729,62147,44359,56623,100780,144706,141924,126948,109608,102693
1976,94439,85003,76247,58400,52804,76698,110017,137435,134415,117313,108179,98500
1977,86836,75946,70991,68994,72450,93351,115838,102256,72279,62685,58286,57671
1978,56211,50552,43624,40279,49324,68585,128368,143490,138026,117517,104774,93256
1979,83428,73261,63279,54743,56869,85502,134215,144266,144960,128917,112542,101330
1980,91186,81944,72371,58538,41304,44359,116096,144622,132314,115213,101000,93000
1981,83200,75600,72800,69800,67500,78400,108400,119400,101900,90000,85000,81000
1982,77500,71800,65600,60400,55900,77400,111000,141000,142000,141600,133700,120900
1983,106400,91400,78800,65500,53400,50900,135800,143100,143200,138300,130900,120300
1984,108400,89400,77900,55600,33900,84200,144200,143400,144500,136400,127100,123400
1985,109200,88900,67800,47400,53500,74800,132700,141700,141100,133814,126441,113864
1986,99172,81257,65088,45016,34213,47402,98402,144161,145679,140512,133414,119511
1987,117821,87704,71579,54974,55556,82893,129074,142007,134476,116041,98697,90433
1988,82936,74941,67074,57954,54244,70886,139894,137843,110570,88682,80039,74967
1989,68164,63655,60911,61029,65959,85590,139792,144560,126597,91125,65809,64696
1990,62794,60030,57717,55854,52390,66797,135486,144580,109449,72067,64253,59983
1991,58320,57241,55699,55699,53295,78804,139710,145827,145023,133074,113427,103067
1992,93540,83732,74373,65262,60781,84461,126694,143636,118724,98713,89775,83211
1993,76767,72609,69652,66545,59995,79503,130312,145722,141260,134255,124227,115747
1994,102424,87134,74104,62940,61206,82675,125227,125150,101129,86702,73341,71684
1995,68432,62434,58951,58010,55567,86732,143029,143385,144559,141821,142987,143000
1996,148785,103612,87974,70900,43233,78037,142465,145340,133634,121960,118781,112741
1997,116611,86183,75987,63291,57456,93224,139072,146166,135203,131342,128446,137007
1998,40717,51727,64229,83370,99041,66974,40359,145700,137600,41204,48699,58044
1999,72873,63995,58779,61991,61336,80039,142049,143742,138681,122471,104328,94899
2000,87224,79336,72014,63910,64487,103237,145447,141966,111462,82950,54776,51309
2001,49752,46843,44189,43177,45073,74063,114338,134840,118873,91806,73702,72239
2002,71869,68916,66734,64646,60368,67717,73863,49691,38358,41685,42611,36711
2003,34808,32959,30579,29310,37546,77457,127375,145891,128839,110445,69123,67477
2004,65014,62111,59425,61728,68980,85164,109008,116428,98401,88515,82359,75741
2005,71909,67896,66621,64351,70521,100530,146716,145784,134315,104515,98648,93304
2006,84257,77332,68763,58653,63534,96743,145827,145489,132713,105722,101885,98500
2007,89714,79784,72807,65448,67678,109414,145806,145574,128780,102020,84813,84140
2008,81443,77525,68789,57264,58492,89076,137496,144580,140409,102660,68789,65784
2009,62171,58400,55117,56422,65398,108832,145087,145933,129467,99783,73782,74616
2010,74278,72556,71160,70521,77968,109220,144939,145108,133434,101566,72345,72041
2011,71461,70091,66059,59181,50162,62577,132135,145425,142298,131025,97310,93619
2012,86984,80279,75509,72873,82059,95586,100281,89153,75549,69859,62577,60580
2013,57920,55051,53767,53498,58928,88229,127940,130510,102930,100199,95778,88379
2014,83515,75455,65498,53984,62027,91727,142257,145172,134860,108355,82044,77775
2015,72596,68138,63934,61717,65274,104583,145193,145256,134275,101919,70743,66659
2016,63461,60993,58951,54699,60170,90095,143490,145722,130450,100647,72265,68968
2017,65560,60321,58871,57117,62661,83906,143804,145784,132973,98401,73675,68661
2018,66747,63679,61478,58917,56166,89046,140409,128485,86747,63570,58182,54093
